"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","面積","総人口","人口密度","地方","都道府県","市町村コード","法人番号","隣接自治体","市長","所在地","外部リンク","市の花","市の木","市の鳥","特記事項","他のシンボル","市の歌","市の花木"
"高萩市","[374茨城県08214高萩市193.615337.419.3%793153.979.5%] 高萩市 （たかはぎし）は 茨城県 北東部の県北地域に位置する 市 である。明治以降炭鉱の町として栄えていたが、現在は 木材加工 が中心となっている。","https://ja.wikipedia.org/wiki/高萩市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度43分9秒東経140度43分0.2秒","日本","193.58km2","27,098人（推計人口、2021年6月1日）","140人/km2","関東地方","茨城県","08214-7","4000020082147","北茨城市、日立市、常陸太田市福島県東白川郡塙町","大部勝規","〒318-8511茨城県高萩市本町1丁目100-1番地北緯36度43分9秒東経140度43分0.2秒﻿ / ﻿北緯36.71917度 東経140.716722度﻿ /36.71917; 140.716722座標:北緯36度43分9秒東経140度43分0.2秒﻿ / ﻿北緯36.71917度 東経140.716722度﻿ /36.71917; 140.716722","公式ウェブサイト","萩","松","雉","世帯数：11,798世帯（2007年8月1日）","","",""
"飯能市","[375埼玉県11209飯能市193.141846.023.8%1,754146.175.7%] 飯能市 （はんのうし）は、 埼玉県 の南西部に位置する 市 。","https://ja.wikipedia.org/wiki/飯能市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度51分20.4秒東経139度19分39.8秒","日本","193.05km2","78,999人（推計人口、2021年6月1日）","409人/km2","関東地方","埼玉県","11209-7","9000020112097","入間市、狭山市、日高市、秩父市、秩父郡横瀬町、比企郡ときがわ町、入間郡越生町、毛呂山町東京都：青梅市、西多摩郡奥多摩町","大久保勝","〒357-8501埼玉県飯能市大字双柳1番地1北緯35度51分20.4秒東経139度19分39.8秒﻿ / ﻿北緯35.855667度 東経139.327722度﻿ /35.855667; 139.327722","公式ウェブサイト","ツツジ","杉","うぐいす","日本初の帝王切開術成功の地日本一巨大なカヌー世界一巨大な（ロッキングする）木馬「夢馬（むーま）」（ギネス世界記録認定）","","",""
"阿賀野市","[376新潟県15223阿賀野市192.7225120.262.3%36171.837.3%] 阿賀野市 （あがのし）は、 新潟県 下越地方 に位置する 市 である。 2004年 4月1日 に 北蒲原郡 安田町 、 水原町 、 京ヶ瀬村 、 笹神村 の4町村が 合併 して市制施行された市で、 阿賀野川 流域にあることからこの名前となった。市役所は旧水原町にある。","https://ja.wikipedia.org/wiki/阿賀野市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯37度50分4秒東経139度13分33.6秒","日本","192.74km2（境界未定部分あり）","40,390人（推計人口、2021年6月1日）","210人/km2","中部地方、北陸地方甲信越地方、信越地方北信越地方、上信越地方広域関東圏","新潟県","15223-4","9000020152234","新潟市、新発田市、五泉市、東蒲原郡阿賀町","田中清善","〒959-2092新潟県阿賀野市岡山町10番15号北緯37度50分4秒東経139度13分33.6秒﻿ / ﻿北緯37.83444度 東経139.226000度﻿ /37.83444; 139.226000座標:北緯37度50分4秒東経139度13分33.6秒﻿ / ﻿北緯37.83444度 東経139.226000度﻿ /37.83444; 139.226000","公式ウェブサイト","コスモス","桜","","","市の鳥：白鳥","",""
"尾鷲市","[377三重県24209尾鷲市192.79417.18.9%1,053175.591.1%] 尾鷲市 （おわせし）は、 三重県 南部にある 市 。 東紀州 地域に含まれ、 熊野灘 に面している。降水量が多いことで知られる。","https://ja.wikipedia.org/wiki/尾鷲市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度4分14.8秒東経136度11分27.5秒","日本","192.71km2","16,167人（推計人口、2021年3月1日）","83.9人/km2","東海地方、近畿地方","三重県","24209-8","3000020242098","熊野市、北牟婁郡紀北町奈良県吉野郡上北山村","加藤千速","〒519-3696三重県尾鷲市中央町10番43号北緯34度4分14.8秒東経136度11分27.5秒﻿ / ﻿北緯34.070778度 東経136.190972度﻿ /34.070778; 136.190972座標:北緯34度4分14.8秒東経136度11分27.5秒﻿ / ﻿北緯34.070778度 東経136.190972度﻿ /34.070778; 136.190972","公式ウェブサイト","ヤブツバキ","ヒノキ","","","","",""
"徳島市","[378徳島県36201徳島市191.31,352138.972.6%1,86150.426.4%] 徳島市 （とくしまし）は、 徳島県 の東部に位置する 市 。徳島県の 県庁所在地 である。","https://ja.wikipedia.org/wiki/徳島市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度4分13秒東経134度33分17.8秒","日本","191.39km2","254,510人（推計人口、2020年9月1日）","1,330人/km2","四国地方中国・四国地方","徳島県","36201-8","6000020362018","小松島市、勝浦郡勝浦町、板野郡松茂町、北島町、藍住町、名西郡石井町、神山町、名東郡佐那河内村","内藤佐和子","〒770-8571徳島県徳島市幸町2丁目5番地北緯34度4分13秒東経134度33分17.8秒﻿ / ﻿北緯34.07028度 東経134.554944度﻿ /34.07028; 134.554944﻿ (徳島市)座標:北緯34度4分13秒東経134度33分17.8秒﻿ / ﻿北緯34.07028度 東経134.554944度﻿ /34.07028; 134.554944﻿ (徳島市)市庁舎位置","公式ウェブサイト","サクラ","ホルトノキ","","","","",""
"鴨川市","[379千葉県12223鴨川市191.117871.537.4%475119.662.6%] 鴨川市 （かもがわし）は、 千葉県 の南東部に位置する 市 。","https://ja.wikipedia.org/wiki/鴨川市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度6分50.6秒東経140度5分56.1秒","日本","191.14km2","31,430人（推計人口、2021年6月1日）","164人/km2","関東地方","千葉県","12223-8","8000020122238","富津市、君津市、勝浦市、南房総市安房郡：鋸南町夷隅郡：大多喜町","長谷川孝夫","〒296-8601千葉県鴨川市横渚1450北緯35度6分50.6秒東経140度5分56.1秒﻿ / ﻿北緯35.114056度 東経140.098917度﻿ /35.114056; 140.098917","www.city.kamogawa.lg.jp","ナノハナ","松","","","","",""
"田原市","[380愛知県23231田原市191.1326137.471.9%45453.628.1%] 田原市 （たはらし）は、 愛知県 の南端部に位置する 市  。","https://ja.wikipedia.org/wiki/田原市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度40分7.5秒東経137度15分51.2秒","日本","191.12km2","58,671人（推計人口、2021年5月1日）","307人/km2","中部地方、東海地方","愛知県","23231-9","7000020232319","豊橋市","山下政良","〒441-3492愛知県田原市田原町南番場30-1北緯34度40分7.5秒東経137度15分51.2秒﻿ / ﻿北緯34.668750度 東経137.264222度﻿ /34.668750; 137.264222﻿ (田原市)座標:北緯34度40分7.5秒東経137度15分51.2秒﻿ / ﻿北緯34.668750度 東経137.264222度﻿ /34.668750; 137.264222﻿ (田原市)","公式ウェブサイト","なのはな","クスノキ","","","","",""
"阿波市","[381徳島県36206阿波市191.119590.047.1%413101.152.9%] 阿波市 （あわし）は、 徳島県 北東部の 吉野川 北岸に位置する 市 。","https://ja.wikipedia.org/wiki/阿波市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度10分2.0秒東経134度29分7.8秒","日本","191.11km2","34,569人（推計人口、2020年9月1日）","181人/km2","四国地方中国・四国地方","徳島県","36206-9","4000020362069","美馬市、吉野川市、板野郡上板町香川県：さぬき市、東かがわ市","藤井正助","〒771-1695徳島県阿波市市場町切幡字古田201番地1北緯34度10分2.0秒東経134度29分7.8秒﻿ / ﻿北緯34.167222度 東経134.485500度﻿ /34.167222; 134.485500座標:北緯34度10分2.0秒東経134度29分7.8秒﻿ / ﻿北緯34.167222度 東経134.485500度﻿ /34.167222; 134.485500","公式ウェブサイト","コスモス","ケヤキ","ウグイス","","","",""
"亀山市","[382三重県24210亀山市191.026369.736.5%721120.563.1%] 亀山市 （かめやまし）は、 三重県 中北部に位置する 市 。","https://ja.wikipedia.org/wiki/亀山市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度51分20.5秒東経136度27分5.8秒","日本","191.04km2","49,894人（推計人口、2021年3月1日）","261人/km2","東海地方、近畿地方","三重県","24210-1","9000020242101","津市、鈴鹿市、伊賀市滋賀県甲賀市","櫻井義之","〒519-0195三重県亀山市本丸町577番地北緯34度51分20.5秒東経136度27分5.8秒﻿ / ﻿北緯34.855694度 東経136.451611度﻿ /34.855694; 136.451611座標:北緯34度51分20.5秒東経136度27分5.8秒﻿ / ﻿北緯34.855694度 東経136.451611度﻿ /34.855694; 136.451611","公式ウェブサイト","ハナショウブ","スギ","","地震保険料等地区分：4等地","","",""
"防府市","[383山口県35206防府市189.461291.548.3%1,26798.051.8%] 防府市 （ほうふし）は、 山口県 中南部、 周防灘 （ 瀬戸内海 ）に面した 市 。","https://ja.wikipedia.org/wiki/防府市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯34度3分3.2秒東経131度33分46秒","日本","189.37km2","114,440人（推計人口、2021年6月1日）","604人/km2","中国地方中国・四国地方","山口県","35206-3","2000020352063","周南市、山口市、","池田豊","〒747-8501山口県防府市寿町7番1号北緯34度3分3.2秒東経131度33分46秒﻿ / ﻿北緯34.050889度 東経131.56278度﻿ /34.050889; 131.56278﻿ (防府市)座標:北緯34度3分3.2秒東経131度33分46秒﻿ / ﻿北緯34.050889度 東経131.56278度﻿ /34.050889; 131.56278﻿ (防府市)市庁舎位置","公式ウェブサイト","サルビア","サンゴジュ","","","","","ウメ"
"宇城市","[384熊本県43213宇城市188.6317127.367.5%46959.531.5%] 熊本県の中央部に位置し、 宇土半島 の西側・南側および八代海北側沿岸から内陸部を占めるほか、宇土半島の西端部から八代海を挟んで南側にある 戸馳島 をも市域とする。 熊本市 中心部から南へ約15kmの場所に中心市街地がある。松橋を中心に小川、不知火で、生活雑貨店、飲食店、遊楽街を形成しており、市街から離れた豊野、三角は緑のあふれる農業地域である。三角地区にある 三角港 は、かつて熊本県の海の玄関口、また天草諸島への入口として栄えた歴史があり、一部が港湾史跡となっている。","https://ja.wikipedia.org/wiki/宇城市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯32度38分52秒東経130度41分3.4秒","日本","188.61km2","56,913人（推計人口、2021年6月1日）","302人/km2","九州地方","熊本県","43213-0","1000020432130","熊本市、宇土市、上天草市、八代市、上益城郡甲佐町、下益城郡美里町、八代郡氷川町","守田憲史","〒869-0592熊本県宇城市松橋町大野85番地北緯32度38分52秒東経130度41分3.4秒﻿ / ﻿北緯32.64778度 東経130.684278度﻿ /32.64778; 130.684278﻿ (宇城市)座標:北緯32度38分52秒東経130度41分3.4秒﻿ / ﻿北緯32.64778度 東経130.684278度﻿ /32.64778; 130.684278﻿ (宇城市)","公式ウェブサイト","コスモス","サクラ","ウグイス","","","",""
"江別市","[385北海道01217江別市187.4644168.189.7%71819.510.4%] 江別市 （えべつし）は、 北海道 中部（ 道央地方 ）にある 石狩振興局 の市。","https://ja.wikipedia.org/wiki/江別市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯43度6分13.4秒東経141度32分10.3秒","日本","187.38km2","119,739人（住民基本台帳人口、2021年5月31日）","639人/km2","北海道地方","北海道（石狩振興局）","01217-3","9000020012173","石狩振興局：札幌市、北広島市、石狩郡当別町、石狩郡新篠津村空知総合振興局：岩見沢市、空知郡南幌町","三好昇","〒067-8674北海道江別市高砂町6番地北緯43度6分13.4秒東経141度32分10.3秒﻿ / ﻿北緯43.103722度 東経141.536194度﻿ /43.103722; 141.536194","公式ウェブサイト","キク","ナナカマド","","","","",""
"沼津市","[386静岡県22203沼津市187.01,04692.449.4%2,11793.650.1%] 沼津市 （ぬまづし）は、 静岡県 の東部にある 市 。 伊豆半島 の付け根西側に位置する。 施行時特例市 の１つ。","https://ja.wikipedia.org/wiki/沼津市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯35度5分44.1秒東経138度51分48.4秒","日本","186.96km2","188,273人（推計人口、2021年6月1日）","1,007人/km2","中部地方、東海地方","静岡県","22203-8","8000020222038","三島市、富士市、伊豆市、伊豆の国市、駿東郡清水町・長泉町、田方郡函南町","賴重秀一","〒410-8601静岡県沼津市御幸町16番1号北緯35度5分44.1秒東経138度51分48.4秒﻿ / ﻿北緯35.095583度 東経138.863444度﻿ /35.095583; 138.863444座標:北緯35度5分44.1秒東経138度51分48.4秒﻿ / ﻿北緯35.095583度 東経138.863444度﻿ /35.095583; 138.863444市庁舎位置","www.city.numazu.shizuoka.jp","ハマユウ","マツ","カモメ","","","",""
"北茨城市","[387茨城県08215北茨城市186.823859.331.7%750126.567.7%] 北茨城市 （きたいばらきし）は、 関東 の北部、 茨城県 北東部の県北地域にある 市 。","https://ja.wikipedia.org/wiki/北茨城市","日本の市の面積一覧","https://ja.wikipedia.org/wiki/日本の市の面積一覧","表形式","北緯36度48分6.8秒東経140度45分3.7秒","日本","186.80km2","41,082人（推計人口、2021年6月1日）","220人/km2","関東地方","茨城県","08215-5","4000020082155","高萩市福島県：いわき市、東白川郡鮫川村、塙町","豊田稔","〒319-1592茨城県北茨城市磯原町磯原1630番地北緯36度48分6.8秒東経140度45分3.7秒﻿ / ﻿北緯36.801889度 東経140.751028度﻿ /36.801889; 140.751028","公式ウェブサイト","シャクナゲ","マツ","","世帯数：17,315世帯（2007年8月1日）","","",""
