"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","国","種類","管理者","統計年度","発着数","面積","開港","公式サイト","旅客数","貨物取扱量","最高標高","所在海域","海岸線長","所属諸島","都道府県","係留施設数","最高峰","コンテナ数"
"田儀港 (存在しないページ)","[田儀港]","https://ja.wikipedia.org/w/index.php?title=田儀港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"別府港 (島根県)","[別府港] 別府港 （べっぷこう）は、 島根県 隠岐郡 西ノ島町 にある 日本 の 地方港湾 。港湾管理者は島根県。 隠岐諸島 の 島前 地域における主島・ 西ノ島 の玄関口としての役割を有している。","https://ja.wikipedia.org/wiki/別府港_(島根県)","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯36度6分29.8秒東経133度2分33.3秒","島根県隠岐郡西ノ島町","日本","地方港湾","島根県","2015年度","11,984隻（4,111,07総トン）","","1966年1月25日（港湾区域認可）","島根県","333,625人","","","","","","","","",""
"来居港","[来居港] 来居港 （くりいこう）は、 島根県 隠岐郡 知夫村 にある 日本 の 地方港湾 。 隠岐諸島 ・ 島前 の一島である 知夫里島 の玄関口としての役割を有している。","https://ja.wikipedia.org/wiki/来居港","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯36度1分30秒東経133度2分23.7秒","島根県隠岐郡知夫村","日本","地方港湾","島根県","2015年度","5,920隻（1,876,119総トン）","","1968年8月1日（港湾区域認可）","島根県","77,874人","","","","","","","","",""
"温泉津港 (存在しないページ)","[温泉津港]","https://ja.wikipedia.org/w/index.php?title=温泉津港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"重栖港 (存在しないページ)","[重栖港]","https://ja.wikipedia.org/w/index.php?title=重栖港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"宅野港 (存在しないページ)","[宅野港]","https://ja.wikipedia.org/w/index.php?title=宅野港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"御波港 (存在しないページ)","[御波港]","https://ja.wikipedia.org/w/index.php?title=御波港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"波入港 (存在しないページ)","[波入港]","https://ja.wikipedia.org/w/index.php?title=波入港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"遅江港 (存在しないページ)","[遅江港]","https://ja.wikipedia.org/w/index.php?title=遅江港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"江島 (島根県)","[江島港] 江島 （えしま）は 中海 の 大根島 の北東側に位置する島。 島根県 松江市 に属する。面積は約2 km 2 。","https://ja.wikipedia.org/wiki/江島_(島根県)","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","北緯35度30分52.45秒東経133度11分51.4秒","日本島根県松江市","","","","","","","","","","","","中海","","","","","",""
"入江港 (存在しないページ)","[入江港]","https://ja.wikipedia.org/w/index.php?title=入江港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"笠浦港 (存在しないページ)","[笠浦港]","https://ja.wikipedia.org/w/index.php?title=笠浦港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"千酌港 (存在しないページ)","[千酌港]","https://ja.wikipedia.org/w/index.php?title=千酌港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"菅浦港 (存在しないページ)","[菅浦港]","https://ja.wikipedia.org/w/index.php?title=菅浦港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"笹子港 (存在しないページ)","[笹子港]","https://ja.wikipedia.org/w/index.php?title=笹子港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"惣津港 (存在しないページ)","[惣津港]","https://ja.wikipedia.org/w/index.php?title=惣津港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"法田港 (存在しないページ)","[法田港]","https://ja.wikipedia.org/w/index.php?title=法田港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"諸喰港 (存在しないページ)","[諸喰港]","https://ja.wikipedia.org/w/index.php?title=諸喰港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"軽尾港 (存在しないページ)","[軽尾港]","https://ja.wikipedia.org/w/index.php?title=軽尾港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"才港 (存在しないページ)","[才港]","https://ja.wikipedia.org/w/index.php?title=才港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"海崎港 (存在しないページ)","[海崎港]","https://ja.wikipedia.org/w/index.php?title=海崎港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"佐波港 (存在しないページ)","[佐波港]","https://ja.wikipedia.org/w/index.php?title=佐波港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"秋鹿北港 (存在しないページ)","[秋鹿北港]","https://ja.wikipedia.org/w/index.php?title=秋鹿北港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"伊野灘港 (存在しないページ)","[伊野灘港]","https://ja.wikipedia.org/w/index.php?title=伊野灘港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"二俣港 (存在しないページ)","[二俣港]","https://ja.wikipedia.org/w/index.php?title=二俣港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"黒田港 (存在しないページ)","[黒田港]","https://ja.wikipedia.org/w/index.php?title=黒田港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"中山港 (存在しないページ)","[中山港]","https://ja.wikipedia.org/w/index.php?title=中山港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"小田東港 (存在しないページ)","[小田東港]","https://ja.wikipedia.org/w/index.php?title=小田東港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"灘山港 (存在しないページ)","[灘山港]","https://ja.wikipedia.org/w/index.php?title=灘山港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"山谷港 (存在しないページ)","[山谷港]","https://ja.wikipedia.org/w/index.php?title=山谷港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"島津屋港 (存在しないページ)","[島津屋港]","https://ja.wikipedia.org/w/index.php?title=島津屋港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"魚津港 (島根県) (存在しないページ)","[魚津港]","https://ja.wikipedia.org/w/index.php?title=魚津港_(島根県)&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"舟津港 (存在しないページ)","[舟津港]","https://ja.wikipedia.org/w/index.php?title=舟津港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"網屋港 (存在しないページ)","[網屋港]","https://ja.wikipedia.org/w/index.php?title=網屋港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"吉浦港 (大田市) (存在しないページ)","[吉浦港]","https://ja.wikipedia.org/w/index.php?title=吉浦港_(大田市)&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"生湯港 (存在しないページ)","[生湯港]","https://ja.wikipedia.org/w/index.php?title=生湯港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"吉浦港 (浜田市) (存在しないページ)","[吉浦港]","https://ja.wikipedia.org/w/index.php?title=吉浦港_(浜田市)&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"高島港 (存在しないページ)","[高島港]","https://ja.wikipedia.org/w/index.php?title=高島港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"遠田港 (存在しないページ)","[遠田港]","https://ja.wikipedia.org/w/index.php?title=遠田港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
"持石港 (存在しないページ)","[持石港]","https://ja.wikipedia.org/w/index.php?title=持石港&amp;action=edit&amp;redlink=1","日本の港湾一覧","https://ja.wikipedia.org/wiki/日本の港湾一覧","参照,制限あり","","","","","","","","","","","","","","","","","","","",""
