"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","位置","所在地","地図","指定文化財","城郭構造","遺構","築城年","廃城年","築城主","主な城主","別名","天守構造","再建造物","時代","主な改修者","文化財","標高","種類","形状"
"高野長英","[高野長英旧宅（たかのちょうえいきゅうたく）〔奥州市〕] 高野 長英 （たかの ちょうえい、 文化 元年 5月5日 （ 1804年 6月12日 ） - 嘉永 3年 10月30日 （ 1850年 12月3日 ））は、 江戸時代 後期の医者・ 蘭学者 。 通称 は悦三郎、 諱 は譲（ゆずる）。号は瑞皐（ずいこう）。実父は後藤実慶。養父は伯父・高野玄斎。 江戸幕府 の 異国船打払令 を批判し開国を説くが、弾圧を受け死去した。 1898年 （ 明治 31年） 7月4日 ）、その功績により 正四位 を追贈された。主著に『 戊戌夢物語 』『わすれがたみ』『 三兵答古知機 』など。また、 オランダ語 文献の翻訳作業も多く行っている。","https://ja.wikipedia.org/wiki/高野長英","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"西磐井郡","[柳之御所・平泉遺跡群（やなぎのごしょ・ひらいずみいせきぐん）〔奥州市・西磐井郡平泉町〕-柳之御所遺跡、白鳥舘遺跡、長者ヶ原廃寺跡、倉町遺跡、接待館遺跡] 西磐井郡 （にしいわいぐん）は、 岩手県 の 郡 。","https://ja.wikipedia.org/wiki/西磐井郡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"金鶏山","[金鶏山（きんけいざん）〔西磐井郡平泉町〕（「平泉―仏国土（浄土）を表す建築・庭園及び考古学的遺跡群―」の構成資産）] 金鶏山 （きんけいざん    、きんけいさん    ）は、 岩手県 西磐井郡 平泉町 にある 山 。","https://ja.wikipedia.org/wiki/金鶏山","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度59分36.3秒東経141度06分33.2秒","北緯38度59分36.3秒東経141度06分33.2秒﻿ / ﻿北緯38.993417度 東経141.109222度﻿ /38.993417; 141.109222座標:北緯38度59分36.3秒東経141度06分33.2秒﻿ / ﻿北緯38.993417度 東経141.109222度﻿ /38.993417; 141.109222","日本岩手県西磐井郡平泉町","","","","","","","","","","","","","","","98.6m","小独立丘",""
"達谷窟","[達谷窟（たっこくのいわや）〔西磐井郡平泉町〕] 達谷窟 （たっこくのいわや）は、 岩手県 西磐井郡 平泉町 に所在する 毘沙門天 をまつった堂。","https://ja.wikipedia.org/wiki/達谷窟","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度58分5.4秒 東経141度3分30.4秒","","","","","","","","","","","","","","","","","","",""
"骨寺村荘園遺跡","[骨寺村荘園遺跡（ほねでらむらしょうえんいせき）〔一関市〕] 骨寺村荘園遺跡 （ほねでらむらしょうえんいせき）は、 岩手県 一関市 厳美町本寺地域に位置する、 中尊寺 に現存する国の 重要文化財 の2葉の 荘園絵図 に記された 景観 が現存する 遺跡 である。 2005年 （平成17年）に国の 史跡 に指定された。また、史跡指定区域を包括する伝統的な村落景観が 一関本寺の農村景観 （いちのせきほんでらののうそんけいかん）として、 2006年 （平成18年）に 重要文化的景観 に選定された。","https://ja.wikipedia.org/wiki/骨寺村荘園遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度58分42秒 東経140度57分12秒","","","","","","","","","","","","","","","","","","",""
"橋野高炉跡","[橋野高炉跡（はしのこうろあと）〔釜石市〕（世界遺産「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」の構成資産）] ","https://ja.wikipedia.org/wiki/橋野高炉跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度20分37.9秒 東経141度40分56.7秒","","","","","","","","","","","","","","","","","","",""
"崎山貝塚","[崎山貝塚（さきやまかいづか）〔宮古市〕] 崎山貝塚 （さきやまかいづか）は、 岩手県 宮古市 大字崎山第一地割・第二地割・第三地割にある 縄文時代 の 貝塚 遺跡 。 1996年 （平成8年）7月16日、国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/崎山貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度40分29秒 東経141度57分41秒","","","","","","","","","","","","","","","","","","",""
"大洞貝塚","[大洞貝塚（おおほらかいづか）〔大船渡市〕] 大洞貝塚 （おおほらかいづか）は、 岩手県 大船渡市 赤崎町字大洞にある 縄文時代 晩期の 貝塚 。 2001年 （平成13年）8月13日に国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/大洞貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度04分01秒東経141度44分40秒","","日本岩手県大船渡市","","","","","","","","","","","","縄文時代","","","31 m (102 ft)","",""
"下船渡貝塚","[下船渡貝塚（しもふなとかいづか）〔大船渡市〕] 下船渡貝塚 （しもふなとかいづか）は、 岩手県 大船渡市 大船渡町字宮の前に所在する 縄文時代 後・晩期の代表的な 貝塚 である。1934年（昭和9年）1月22日、国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/下船渡貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度2分16.8秒 東経141度43分8.4秒","","","","","","","","","","","","","","","","","","",""
"蛸ノ浦貝塚","[蛸ノ浦貝塚（たこのうらかいづか）〔大船渡市〕] 蛸ノ浦貝塚 （たこのうらかいづか）は、 岩手県 大船渡市 赤崎町にある 縄文時代 前期から中期にかけての 貝塚 遺跡である  。","https://ja.wikipedia.org/wiki/蛸ノ浦貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯39度02分08秒 東経141度44分23秒","","","","","","","","","","","","","","","","","","",""
"中沢浜貝塚","[中沢浜貝塚（なかざわはまかいづか）〔陸前高田市〕] 中沢浜貝塚 （なかざわはまかいづか）は、 岩手県 陸前高田市 広田町中沢にある 縄文時代 の 貝塚 遺跡。日本でも有数の多数の人骨が出土した貝塚である。1934年1月22日、 国史跡 に指定された   。","https://ja.wikipedia.org/wiki/中沢浜貝塚","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度57分18秒 東経141度41分50秒","","","","","","","","","","","","","","","","","","",""
"多賀城","[多賀城跡 附 寺跡（たがじょうあと つけたり てらあと）〔多賀城市〕] 多賀城 （たがじょう/たかのき、多賀柵）は、現在の 宮城県 多賀城市 にあった日本の古代 城柵 。国の 特別史跡 に指定されている（指定名称は「多賀城跡 附 寺跡」）。","https://ja.wikipedia.org/wiki/多賀城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度18分24秒東経140度59分18秒","北緯38度18分24秒東経140度59分18秒﻿ / ﻿北緯38.30667度 東経140.98833度﻿ /38.30667; 140.98833﻿ (多賀城)座標:北緯38度18分24秒東経140度59分18秒﻿ / ﻿北緯38.30667度 東経140.98833度﻿ /38.30667; 140.98833﻿ (多賀城)","","多賀城","国の特別史跡「多賀城跡 附 寺跡」","古代城柵","政庁跡など","神亀元年（724年）","不明","大野東人","","","","","","","","","",""
"梁瀬浦遺跡","[梁瀬浦遺跡（やなせうらいせき）〔角田市〕] 阿武隈川 の下流域、 角田盆地 に西から枝状に延びる１丘陵の先端に繩文時代の集落跡、梁瀬浦遺跡がある。本遺跡は繩文時代中期から晩期にかけての集落とその東側の低地に形成された厚い遺物包含層から成っている。集落の営まれた丘陵は北東に延びており、長さ約１００メートル、幅約５０メートル程で基部には中期の集落、先端部には後期、全体には晩期の集落が営まれており、傾斜面上には多数の土壙が形成されている  。各時期の遺物包含層はほぼ東側に向かって複雑な層位を形成し、厚い所で２メートルを越している。本遺跡は包含層の花粉分析等により当時の景観も復原されており、後期までは低地は湖水面であり、晩期に湿地化したことが指摘されているが、出土品中にも、後期までは土錘などの漁撈具が多く使用され、当時の生業と景観とが合致していることも判明している。出土品には、各時期の土器、石器のほか、土偶や岩版、動物の骨等があり、少量ではあるが弥生式土器片も採集されている。梁瀬浦遺跡は、東北地方における内陸の湖水沿岸に営まれた集落の一典型を示すものとして繩文時代を考究する上で重要な遺跡である  。","https://ja.wikipedia.org/wiki/梁瀬浦遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度00分26秒 東経140度45分17秒","","","","","","","","","","","","","","","","","","",""
"三十三間堂官衙遺跡","[三十三間堂官衙遺跡（さんじゅうさんげんどうかんがいせき）〔亘理郡亘理町〕] 三十三間堂官衙遺跡 （さんじゅうさんげんどうかんがいせき）は、 宮城県 亘理郡 亘理町 にある 平安時代 の 郡衙 を中心とする 遺跡 。 1992年 （平成4年）に国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/三十三間堂官衙遺跡","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度4分3.5秒 東経140度51分6.8秒","","","","","","","","","","","","","","","","","","",""
"飯野坂古墳群","[飯野坂古墳群（いいのざかこふんぐん）〔名取市〕] 飯野坂古墳群 （いいのざかこふんぐん）は、 宮城県 名取市 飯野坂山居に所在する大型 前方後方墳 が群集する特異な 古墳群 である。","https://ja.wikipedia.org/wiki/飯野坂古墳群","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"雷神山古墳","[雷神山古墳（らいじんやまこふん）〔名取市〕] 雷神山古墳 （らいじんやまこふん）は、 宮城県 名取市 植松にある 古墳 。形状は 前方後円墳 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/雷神山古墳","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度9分3.21秒東経140度52分46.08秒","北緯38度9分3.21秒東経140度52分46.08秒﻿ / ﻿北緯38.1508917度 東経140.8794667度﻿ /38.1508917; 140.8794667﻿ (雷神山古墳)座標:北緯38度9分3.21秒東経140度52分46.08秒﻿ / ﻿北緯38.1508917度 東経140.8794667度﻿ /38.1508917; 140.8794667﻿ (雷神山古墳)","宮城県名取市植松字山","遠見塚古墳雷神山古墳","","","","","","","","","","","","","","","","前方後円墳"
"仙台城","[仙台城跡（せんだいじょうあと）〔仙台市〕 - 別名「青葉城」] 仙台城 （せんだいじょう）は、 宮城県 仙台市 青葉区 （ 陸奥国 宮城郡 ）の 青葉山 にあった 日本の城 （ 平山城 ）。雅称は「 青葉城 」で「 五城楼 」の別名もある（→ 仙台 参照）。国の 史跡  。","https://ja.wikipedia.org/wiki/仙台城","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","北緯38度15分8.92秒東経140度51分22.16秒","北緯38度15分8.92秒東経140度51分22.16秒﻿ / ﻿北緯38.2524778度 東経140.8561556度﻿ /38.2524778; 140.8561556﻿ (仙台城)座標:北緯38度15分8.92秒東経140度51分22.16秒﻿ / ﻿北緯38.2524778度 東経140.8561556度﻿ /38.2524778; 140.8561556﻿ (仙台城)","","仙台城","国の史跡","連郭式平山城","石垣、土塁、堀","1601年","1871年","伊達政宗","伊達氏","青葉城、五城楼","建造されず","脇櫓","","伊達忠宗","","","",""
"林子平","[林子平墓（はやししへいのはか）〔仙台市〕] 林 子平 （はやし しへい、 元文 3年 6月21日 （ 1738年 8月6日 ） - 寛政 5年 6月21日 （ 1793年 7月28日 ））は、 江戸時代 後期の 経世論 家。 諱 は 友直 。のちに 六無齋主人 と号した。","https://ja.wikipedia.org/wiki/林子平","北海道・東北地方の史跡一覧","https://ja.wikipedia.org/wiki/北海道・東北地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
