"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","通称","種別","起終点","駅数","開業"
"堅田駅","堅田駅（かたたえき）","https://ja.wikipedia.org/wiki/堅田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度7分14.97秒東経135度54分54.01秒","B湖西線","17.7 km（山科起点）京都から23.2 km","西日本旅客鉄道（JR西日本）","1974年（昭和49年）7月20日","高架駅","2面4線","滋賀県大津市真野一丁目1番70号北緯35度7分14.97秒東経135度54分54.01秒﻿ / ﻿北緯35.1208250度 東経135.9150028度﻿ /35.1208250; 135.9150028座標:北緯35度7分14.97秒東経135度54分54.01秒﻿ / ﻿北緯35.1208250度 東経135.9150028度﻿ /35.1208250; 135.9150028","直営駅（管理駅）みどりの窓口有","カタ","JR-B25","7,843人/日（降車客含まず）-2019年-","","","","","","","",""
"片野駅","片野駅（かたのえき）","https://ja.wikipedia.org/wiki/片野駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度51分55.7秒東経130度52分48.2秒","■小倉線","2.4 km（小倉起点）","北九州高速鉄道（モノレール）","1985年（昭和60年）1月9日[1]","高架駅","2面2線","北九州市小倉北区片野三丁目北緯33度51分55.7秒東経130度52分48.2秒","","","05","","4,490人/日-2019年-","","","","","","",""
"交野市駅","交野市駅（かたのしえき）","https://ja.wikipedia.org/wiki/交野市駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度47分12.93秒東経135度40分31.90秒","■交野線","4.4 km（枚方市起点）","京阪電気鉄道","1929年（昭和4年）7月10日","地上駅（橋上駅舎）","2面2線","大阪府交野市私部三丁目18番15号北緯34度47分12.93秒東経135度40分31.90秒﻿ / ﻿北緯34.7869250度 東経135.6755278度﻿ /34.7869250; 135.6755278﻿ (交野市駅*)","*1977年に交野駅から改称","交（駅名略称方式）","KH  65","5,153人/日（降車客含まず）-2019年-","10,295人/日-2019年-","","","","","","",""
"片浜駅","片浜駅（かたはまえき）","https://ja.wikipedia.org/wiki/片浜駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度7分4.75秒東経138度49分9.94秒","CA東海道本線（静岡地区）","130.3 km（東京起点）","東海旅客鉄道（JR東海）","1987年（昭和62年）3月21日","地上駅（橋上駅）","2面2線","静岡県沼津市今沢254-1北緯35度7分4.75秒東経138度49分9.94秒","業務委託駅（夜間無人駅）JR全線きっぷうりば有","カハ","CA  04 ","2,493人/日（降車客含まず）-2019年-","","","","","","","",""
"形原駅","形原駅（かたはらえき）","https://ja.wikipedia.org/wiki/形原駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度47分55.3秒東経137度11分4.7秒","蒲郡線","11.3 km（吉良吉田起点）","名古屋鉄道","1936年（昭和11年）7月24日","地上駅","2面2線","愛知県蒲郡市形原町御嶽62北緯34度47分55.3秒東経137度11分4.7秒﻿ / ﻿北緯34.798694度 東経137.184639度﻿ /34.798694; 137.184639座標:北緯34度47分55.3秒東経137度11分4.7秒﻿ / ﻿北緯34.798694度 東経137.184639度﻿ /34.798694; 137.184639","駅員無配置駅","","GN  19 ","","921人/日-2019年-","","","","","","",""
"片原町停留場","片原町停留場（かたはらまちていりゅうじょう・万葉線高岡軌道線）","https://ja.wikipedia.org/wiki/片原町停留場","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度44分47.34秒東経137度0分46.72秒","高岡軌道線","0.7 km（高岡駅起点）","万葉線","1948年（昭和23年）4月10日","地上駅","2面2線","富山県高岡市片原町北緯36度44分47.34秒東経137度0分46.72秒﻿ / ﻿北緯36.7464833度 東経137.0129778度﻿ /36.7464833; 137.0129778座標:北緯36度44分47.34秒東経137度0分46.72秒﻿ / ﻿北緯36.7464833度 東経137.0129778度﻿ /36.7464833; 137.0129778","","","","","","","","","","","",""
"片原町駅","片原町駅（かたはらまちえき・高松琴平電気鉄道琴平線）","https://ja.wikipedia.org/wiki/片原町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度20分44.9秒東経134度3分14.8秒","■琴平線（■長尾線直通を含む）","0.9 km（高松築港起点）","高松琴平電気鉄道","1948年（昭和23年）2月18日","地上駅","2面2線","香川県高松市鶴屋町7番5号北緯34度20分44.9秒東経134度3分14.8秒﻿ / ﻿北緯34.345806度 東経134.054111度﻿ /34.345806; 134.054111座標:北緯34度20分44.9秒東経134度3分14.8秒﻿ / ﻿北緯34.345806度 東経134.054111度﻿ /34.345806; 134.054111","",""," K01 （琴平線） N01 （長尾線）","","5,353人/日-2018年-","","","","","","",""
"帷子ノ辻駅","帷子ノ辻駅（かたびらのつじえき）","https://ja.wikipedia.org/wiki/帷子ノ辻駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度0分54.47秒東経135度42分0.59秒","■嵐山本線","5.2 km（四条大宮起点）","京福電気鉄道","1926年（大正15年）3月10日","地上駅","相対・島式2面4線","京都市右京区太秦帷子ケ辻町北緯35度0分54.47秒東経135度42分0.59秒﻿ / ﻿北緯35.0151306度 東経135.7001639度﻿ /35.0151306; 135.7001639座標:北緯35度0分54.47秒東経135度42分0.59秒﻿ / ﻿北緯35.0151306度 東経135.7001639度﻿ /35.0151306; 135.7001639","","","●A8","","3,552人/日-2019年-","","","","","","",""
"潟町駅","潟町駅（かたまちえき）","https://ja.wikipedia.org/wiki/潟町駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯37度14分2.94秒東経138度20分23.58秒","■信越本線","11.2 km（直江津起点）","東日本旅客鉄道（JR東日本）","1897年（明治30年）5月13日[1]","地上駅","2面2線[1]","新潟県上越市大潟区潟町[1]539-3北緯37度14分2.94秒東経138度20分23.58秒座標:北緯37度14分2.94秒 東経138度20分23.58秒","無人駅（自動券売機　有）","カマ","","178人/日（降車客含まず）-2016年-","","","","","","","",""
"潟元駅","潟元駅（かたもとえき）","https://ja.wikipedia.org/wiki/潟元駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度20分28.2秒東経134度5分52.5秒","■志度線","4.3 km（瓦町起点）","高松琴平電気鉄道","1931年（昭和6年）3月16日","地上駅","1面1線","香川県高松市屋島西町字成久1723番地2北緯34度20分28.2秒東経134度5分52.5秒﻿ / ﻿北緯34.341167度 東経134.097917度﻿ /34.341167; 134.097917座標:北緯34度20分28.2秒東経134度5分52.5秒﻿ / ﻿北緯34.341167度 東経134.097917度﻿ /34.341167; 134.097917","",""," S05 ","","1,869人/日-2018年-","","","","","","",""
"勝川駅","勝川駅（かちがわえき）","https://ja.wikipedia.org/wiki/勝川駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","","","","東海旅客鉄道（JR東海・駅詳細）東海交通事業（駅詳細）","","","","愛知県春日井市","","","","","","","","","","","",""
"勝どき駅","勝どき駅（かちどきえき）","https://ja.wikipedia.org/wiki/勝どき駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度39分30.5秒東経139度46分35.3秒","●[1]大江戸線","16.7 km（都庁前起点）","東京都交通局（都営地下鉄）","2000年（平成12年）12月12日","地下駅","2面2線","東京都中央区勝どき二丁目10-15北緯35度39分30.5秒東経139度46分35.3秒﻿ / ﻿北緯35.658472度 東経139.776472度﻿ /35.658472; 139.776472座標:北緯35度39分30.5秒東経139度46分35.3秒﻿ / ﻿北緯35.658472度 東経139.776472度﻿ /35.658472; 139.776472","業務委託駅","勝（駅名略称）","E17[1]","","108,147人/日-2019年-","","","","","","",""
"勝浦駅","勝浦駅（かつうらえき）","https://ja.wikipedia.org/wiki/勝浦駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度9分11秒東経140度18分46.5秒","■外房線","70.9 km（千葉起点）","東日本旅客鉄道（JR東日本）","1913年（大正2年）6月20日[1]","地上駅（橋上駅）","2面3線","千葉県勝浦市墨名254北緯35度9分11秒東経140度18分46.5秒座標:北緯35度9分11秒 東経140度18分46.5秒","直営駅（管理駅）みどりの窓口有","カウ","","946人/日（降車客含まず）-2019年-","","","","","","","",""
"勝木駅","勝木駅（がつぎえき）","https://ja.wikipedia.org/wiki/勝木駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯38度29分25.1秒東経139度31分2.9秒","■羽越本線","92.8 km（新津起点）","東日本旅客鉄道（JR東日本）","1924年（大正13年）7月31日","地上駅","2面2線","新潟県村上市勝木北緯38度29分25.1秒東経139度31分2.9秒座標:北緯38度29分25.1秒 東経139度31分2.9秒","無人駅（自動券売機 有）","カツ","","","","","","","","","",""
"学研北生駒駅","学研北生駒駅（がっけんきたいこまえき）","https://ja.wikipedia.org/wiki/学研北生駒駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度43分29.69秒東経135度43分24.44秒","Cけいはんな線","16.1km（長田起点）コスモスクエアから34.0 km","近畿日本鉄道（近鉄）","2006年（平成18年）3月27日","高架駅","2面2線","奈良県生駒市上町3535-6北緯34度43分29.69秒東経135度43分24.44秒﻿ / ﻿北緯34.7249139度 東経135.7234556度﻿ /34.7249139; 135.7234556﻿ (学研北生駒駅)座標:北緯34度43分29.69秒東経135度43分24.44秒﻿ / ﻿北緯34.7249139度 東経135.7234556度﻿ /34.7249139; 135.7234556﻿ (学研北生駒駅)","","キイコ"," C29 ","（全日）3,421人/日（降車客含まず）-2018年-","（特定日）6,419人/日-2018年-","","","","","","",""
"学研奈良登美ヶ丘駅","学研奈良登美ヶ丘駅（がっけんならとみがおかえき）","https://ja.wikipedia.org/wiki/学研奈良登美ヶ丘駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯34度43分35.56秒東経135度45分8.77秒","Cけいはんな線[1]","18.8km（長田起点）コスモスクエアから36.7 km","近畿日本鉄道（近鉄）[1]","2006年（平成18年）3月27日[1]","高架駅","1面2線","奈良県奈良市中登美ヶ丘六丁目1番地1号北緯34度43分35.56秒東経135度45分8.77秒﻿ / ﻿北緯34.7265444度 東経135.7524361度﻿ /34.7265444; 135.7524361﻿ (学研奈良登美ヶ丘駅)座標:北緯34度43分35.56秒東経135度45分8.77秒﻿ / ﻿北緯34.7265444度 東経135.7524361度﻿ /34.7265444; 135.7524361﻿ (学研奈良登美ヶ丘駅)","","トミカ"," C30 ","（全日）7,503人/日（降車客含まず）-2019年-","","","","","","","",""
"学校前駅","学校前駅（がっこうまええき）","https://ja.wikipedia.org/wiki/学校前駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度20分10.16秒東経130度32分49.67秒","■甘木線","1.7 km（宮の陣起点）","西日本鉄道","1915年（大正4年）10月15日","地上駅","1面2線","福岡県久留米市宮ノ陣町大杜北緯33度20分10.16秒東経130度32分49.67秒﻿ / ﻿北緯33.3361556度 東経130.5471306度﻿ /33.3361556; 130.5471306座標:北緯33度20分10.16秒東経130度32分49.67秒﻿ / ﻿北緯33.3361556度 東経130.5471306度﻿ /33.3361556; 130.5471306","","","A  10 ","","352人/日-2019年-","","","","","","",""
"合戦場駅","合戦場駅（かっせんばえき）","https://ja.wikipedia.org/wiki/合戦場駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度24分28.63秒東経139度44分28.80秒","■日光線","50.0 km（東武動物公園起点）","東武鉄道","1929年（昭和4年）4月1日","地上駅","2面2線","栃木県栃木市都賀町合戦場513北緯36度24分28.63秒東経139度44分28.80秒﻿ / ﻿北緯36.4079528度 東経139.7413333度﻿ /36.4079528; 139.7413333﻿ (合戦場駅)座標:北緯36度24分28.63秒東経139度44分28.80秒﻿ / ﻿北緯36.4079528度 東経139.7413333度﻿ /36.4079528; 139.7413333﻿ (合戦場駅)","簡易委託駅（駅舎外発券）","カセ","TN13","","347人/日-2019年-","","","","","","",""
"勝田駅","勝田駅（かつたえき）","https://ja.wikipedia.org/wiki/勝田駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯36度23分40.13秒東経140度31分27.83秒","■常磐線（JR東日本）（■水戸線直通含む）","121.1 km（日暮里起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）ひたちなか海浜鉄道","1909年（明治42年）12月16日","地上駅（橋上駅）","2面4線","茨城県ひたちなか市勝田中央1-1北緯36度23分40.13秒東経140度31分27.83秒﻿ / ﻿北緯36.3944806度 東経140.5243972度﻿ /36.3944806; 140.5243972座標:北緯36度23分40.13秒東経140度31分27.83秒﻿ / ﻿北緯36.3944806度 東経140.5243972度﻿ /36.3944806; 140.5243972","共同使用駅JR東日本：直営駅（管理駅）JR東日本：みどりの窓口有","カツ","","（JR東日本）-2019年-13,586人/日（降車客含まず）","（ひたちなか海浜鉄道）-2019年-1,245[1]人/日","","","","","","",""
"勝田台駅","勝田台駅（かつただいえき）","https://ja.wikipedia.org/wiki/勝田台駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度42分55.3秒東経140度7分34.7秒","■本線","40.3 km（京成上野起点）","京成電鉄","1968年（昭和43年）5月1日","地上駅","2面2線","千葉県八千代市勝田台一丁目8番1号北緯35度42分55.3秒東経140度7分34.7秒﻿ / ﻿北緯35.715361度 東経140.126306度﻿ /35.715361; 140.126306座標:北緯35度42分55.3秒東経140度7分34.7秒﻿ / ﻿北緯35.715361度 東経140.126306度﻿ /35.715361; 140.126306","","","KS31","","52,882人/日-2019年-","TR09東葉勝田台駅（東葉高速鉄道）","","","","","",""
"勝沼ぶどう郷駅","勝沼ぶどう郷駅（かつぬまぶどうきょうえき）","https://ja.wikipedia.org/wiki/勝沼ぶどう郷駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯35度40分20.8秒東経138度44分34.8秒","■中央本線","112.5 km（東京起点）","東日本旅客鉄道（JR東日本）","1913年（大正2年）4月8日[2]","地上駅","1面2線[2]","山梨県甲州市勝沼町菱山3052北緯35度40分20.8秒東経138度44分34.8秒座標:北緯35度40分20.8秒 東経138度44分34.8秒","業務委託駅*1993年に勝沼駅から改称[3]","ヌマ←ツマ（改称前）","CO36[1]","398人/日（降車客含まず）-2019年-","","","","","","","",""
"勝野駅","勝野駅（かつのえき）","https://ja.wikipedia.org/wiki/勝野駅","日本の鉄道駅一覧_か","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_か","箇条書き,制限あり","北緯33度43分42.31秒東経130度42分58.75秒","JC筑豊本線（福北ゆたか線）","27.5 km（若松起点）","九州旅客鉄道（JR九州）","1901年（明治34年）2月13日[1]","地上駅","1面2線[1]","福岡県鞍手郡小竹町大字赤地字[1]兵丹北緯33度43分42.31秒東経130度42分58.75秒﻿ / ﻿北緯33.7284194度 東経130.7163194度﻿ /33.7284194; 130.7163194﻿ (勝野駅)","無人駅[1]（自動券売機 有）","カツ←カツノ","JC  18 ","","","","","","","","",""
