"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","築城主","城郭構造","築城年","遺構","主な城主","指定文化財","廃城年","位置","地図","別名","天守構造","主な改修者","再建造物","所在地","登録文化財","埋蔵文化財,包蔵地番号","宗派","本尊","創建年"
"荒砥城 (出羽国)","[荒砥城（八乙女城）] 荒砥城 （あらとじょう）は、 出羽国 置賜郡（現・ 山形県 西置賜郡 白鷹町 ）荒砥に存在した 日本の城 （ 平山城 ）。","https://ja.wikipedia.org/wiki/荒砥城_(出羽国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯38度11分13秒東経140度5分54秒","荒川清泰","平山城","","曲輪、井戸","大江氏、荒川氏、伊達氏、水野氏（蒲生氏）、泉沢氏（上杉氏）","","","山形県西置賜郡白鷹町荒砥北緯38度11分13秒東経140度5分54秒﻿ / ﻿北緯38.18694度 東経140.09833度﻿ /38.18694; 140.09833座標:北緯38度11分13秒東経140度5分54秒﻿ / ﻿北緯38.18694度 東経140.09833度﻿ /38.18694; 140.09833","荒砥城","八乙女城","","馬場氏、泉沢久秀","","","","","","",""
"高畠城 (出羽国)","[高畠城（高畑城・鐘ヶ城）] 高畠城 （たかはたじょう）は、 出羽国 置賜郡（現・ 山形県 東置賜郡 高畠町 ）高畠大字古城ノ内に存在した 日本の城 （ 平城 ）。 高畑城 とも記される。別名「鐘ヶ城」。","https://ja.wikipedia.org/wiki/高畠城_(出羽国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","樋爪季衡","平城","","水堀","樋爪氏、伊達氏、春日氏（上杉氏）","","","山形県東置賜郡高畠町高畠大字古城ノ内","","鐘ヶ城","","","","","","","","",""
"鮎貝城","[鮎貝城] 鮎貝城 （あゆかいじょう）は、 出羽国 （現・ 山形県 西置賜郡 白鷹町 ）に存在した 日本の城 （ 平山城 ）。本丸跡は白鷹町の史跡に指定されている。","https://ja.wikipedia.org/wiki/鮎貝城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","鮎貝成宗","平山城","1396年（応永3年）","土塁、水堀","鮎貝氏、伊達氏、蒲生氏、下条忠親（上杉氏）","白鷹町指定史跡","","山形県西置賜郡白鷹町鮎貝","","","","伊達氏・上杉氏","","","","","","",""
"館山城 (出羽国)","[舘山城] 館山城 （たてやまじょう）は、 山形県 米沢市 館山（ 出羽国 置賜郡 ）にあった 日本の城 （ 中世 の 城 跡）である。近年の発掘調査により、 戦国時代 の 伊達氏 の本拠地との説が出され注目されている。城跡は国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/館山城_(出羽国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度54分43.9秒東経140度03分52.4秒","伊達氏、上杉氏","平山城","不明","土塁、大堀切、郭、縦堀、虎口、石垣、井戸","伊達輝宗？,伊達政宗？","国の史跡","不明","北緯37度54分43.9秒東経140度03分52.4秒﻿ / ﻿北緯37.912194度 東経140.064556度﻿ /37.912194; 140.064556","館山城","米沢城??","無し","上杉氏","","","","","","",""
"米沢城","[米沢城（舞鶴城・松ヶ岬城）] 米沢城 （よねざわじょう）は、 山形県 米沢市 丸の内（ 出羽国 置賜郡 ）にあった 中世 から 近世 にかけての 日本の城 （ 平城 ）である。 長井氏 および 伊達氏 の本拠地であり、 江戸時代 は 米沢藩 上杉氏 の藩庁および、二の丸に 米沢新田藩 の藩庁が置かれていた。2017年には 続日本100名城 に選定された。","https://ja.wikipedia.org/wiki/米沢城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度54分34.62秒東経140度6分18.52秒","伝・長井時広","輪郭式平城","暦仁元年（1238年）頃","土塁、堀、石垣","長井氏、伊達氏、蒲生氏上杉氏","なし","1871年","北緯37度54分34.62秒東経140度6分18.52秒﻿ / ﻿北緯37.9096167度 東経140.1051444度﻿ /37.9096167; 140.1051444","米沢城米沢市街の地図を表示米沢城山形県の地図を表示","舞鶴城、松ヶ岬城","建造されず・御三階櫓2基（層塔型3重3階）","伊達晴宗、蒲生郷安、上杉景勝","","","","","","",""
"若松城","[若松城（鶴ヶ城）] 若松城 （わかまつじょう）は、 福島県 会津若松市 追手町にあった 日本の城 である。地元では鶴ヶ城（つるがじょう）と呼ばれるが、同名の城が他にあるため、地元以外では会津若松城と呼ばれることが多い。文献では黒川城、または会津城とされることもある。国の 史跡 としては、若松城跡（わかまつじょうあと）の名称で指定されている。","https://ja.wikipedia.org/wiki/若松城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度29分15.78秒東経139度55分47.23秒","蘆名直盛","梯郭式平山城","1384年（南朝：元中元年、北朝：至徳元年）","石垣、土塁、堀","黒川城蘆名氏、伊達政宗若松城蒲生氏、上杉景勝、加藤氏、保科氏・会津松平家","国の史跡","1874年（明治7年）","北緯37度29分15.78秒東経139度55分47.23秒﻿ / ﻿北緯37.4877167度 東経139.9297861度﻿ /37.4877167; 139.9297861","若松城","鶴ヶ城、会津若松城、黒川城","望楼型7重不明（1593年（文禄2年）築）層塔型5重5階地下2階（1611年（慶長16年）改）層塔型5重5階（RC造1965年（昭和40年）外観復興）","蒲生氏郷、加藤明成","天守・門・櫓・長屋","","","","","",""
"白河小峰城","[白河小峰城] 白河小峰城 （しらかわこみねじょう）は、 福島県 白河市 （ 陸奥国 白河郡 白河）にあった 日本の城 。単に小峰城ともいう。同市内には白川城址も存在するが、地元周辺でも古くから白河城と呼称されるものはこの白河小峰城を指す。国の 史跡 に指定されている。ほか、日本100名城の1つに含まれる。","https://ja.wikipedia.org/wiki/白河小峰城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度7分57.91秒東経140度12分49.56秒","結城親朝","梯郭式平山城","興国元年/暦応3年（1340年）","石垣、土塁、堀","白河結城氏、蒲生氏、丹羽氏松平氏、阿部氏他","国の史跡","明治4年（1871年）","北緯37度7分57.91秒東経140度12分49.56秒﻿ / ﻿北緯37.1327528度 東経140.2137667度﻿ /37.1327528; 140.2137667","白河小峰城","小峰城、白河城","三重櫓（複合式層塔型3重3階 1632年築・1991年木造復元）","丹羽長重","三重櫓・太鼓櫓・門","","","","","",""
"神指城","[神指城] 神指城 （こうざしじょう）は、 福島県 会津若松市 にあった 日本の城 である。","https://ja.wikipedia.org/wiki/神指城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度30分40秒東経139度53分33秒","上杉景勝","輪郭式平城","慶長5年（1600年）","本丸遺構","","未指定","慶長6年（1601年）","北緯37度30分40秒東経139度53分33秒﻿ / ﻿北緯37.51111度 東経139.89250度﻿ /37.51111; 139.89250","神指城","","未竣工","","なし","","","","","",""
"磐城平城","[磐城平城（龍ヶ城）] 磐城平城 （いわきだいらじょう）は、 陸奥国 磐前郡 磐城平、現在の 福島県 いわき市 平 に立地した 日本の城 で、 磐城平藩 の 藩庁 である。別名は 龍ヶ城 （りゅうがじょう）。 遺構 の一部（ 石垣 ）がいわき市指定 史跡  。","https://ja.wikipedia.org/wiki/磐城平城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度03分34.1秒東経140度53分26.7秒","鳥居忠政","梯郭式平城","1615年（元和元年）","石垣・土塁・水堀","鳥居忠政","塗師櫓石垣（いわき市指定史跡）","1868年（明治元年）","北緯37度03分34.1秒東経140度53分26.7秒﻿ / ﻿北緯37.059472度 東経140.890750度﻿ /37.059472; 140.890750座標:北緯37度03分34.1秒東経140度53分26.7秒﻿ / ﻿北緯37.059472度 東経140.890750度﻿ /37.059472; 140.890750","磐城平城","龍ヶ城","","","","","","","","",""
"小高城","[小高城] 小高城 （おだかじょう）は、 福島県 南相馬市 小高区 （令制国下： 陸奥国 行方郡 小高）にあった 日本の城 （ 平山城 ）。別名「紅梅山浮船城」。","https://ja.wikipedia.org/wiki/小高城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度34分06秒東経140度59分26秒","不明","平山城","南北朝時代","堀跡、土塁跡","相馬義胤","なし","不明","北緯37度34分06秒東経140度59分26秒﻿ / ﻿北緯37.56833度 東経140.99056度﻿ /37.56833; 140.99056座標:北緯37度34分06秒東経140度59分26秒﻿ / ﻿北緯37.56833度 東経140.99056度﻿ /37.56833; 140.99056","小高城跡","紅梅山浮船城","","","","","","","","",""
"谷地小屋城 (存在しないページ)","[谷地小屋城（蓑首城・新地要害）]","https://ja.wikipedia.org/w/index.php?title=谷地小屋城&amp;action=edit&amp;redlink=1","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"駒ヶ嶺城","[駒ヶ嶺城] 駒ヶ嶺城 （こまがみねじょう）は、 福島県 相馬郡 新地町 （ 陸奥国 宇多郡 ）にあった 日本の城 。","https://ja.wikipedia.org/wiki/駒ヶ嶺城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","","相馬盛胤","平山城","永禄年間から天正初年頃","","藤崎氏、新田氏、富塚氏、宮内氏","","慶応4年（1868年）","","","臥牛城、駒ヶ嶺要害、駒ヶ嶺所","","","","","","","","",""
"中村城 (陸奥国)","[中村城（馬陵城）] 相馬中村城 （そうまなかむらじょう）は、 福島県 相馬市 中村 （令制国下： 陸奥国 宇多郡 中村）にあった 日本の城 。単に 中村城 とも言うが、他の「 中村城 」と区別する際には、相馬中村城や 陸奥 中村城 という。","https://ja.wikipedia.org/wiki/中村城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度47分53秒東経140度54分52秒","坂上田村麻呂","平山城","延暦年間（800年頃）","大手門・石垣・土塁・堀","相馬隆胤","なし","1871年（明治4年）","北緯37度47分53秒東経140度54分52秒﻿ / ﻿北緯37.79806度 東経140.91444度﻿ /37.79806; 140.91444座標:北緯37度47分53秒東経140度54分52秒﻿ / ﻿北緯37.79806度 東経140.91444度﻿ /37.79806; 140.91444","相馬中村城","陸奥中村城、中村城、馬陵城","","","","","","","","",""
"高倉城 (陸奥国)","[高倉城] 高倉城 （たかくらじょう）は、 福島県 郡山市 日和田町 高倉にあった 日本の城 （ 山城 ）。高倉館、松峯城とも呼ばれる。","https://ja.wikipedia.org/wiki/高倉城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度28分35秒東経140度23分50.5秒","高倉氏（二本松氏）","山城","室町時代","堀、土塁、石垣","高倉氏（二本松氏）","なし","","北緯37度28分35秒東経140度23分50.5秒﻿ / ﻿北緯37.47639度 東経140.397361度﻿ /37.47639; 140.397361","高倉城","高倉館、松峯城（松峰城）","なし","","","","","","","",""
"大館城 (陸奥国)","[大館城（飯野平城）] 大館城 （おおだてじょう）あるいは 大館 は、 福島県 いわき市 の 内郷 御台境町・ 好間 町下好間・ 平 にかけて存在した 室町時代 から 戦国時代 の 城 。2017年（平成29年）5月1日に「大館城跡」としていわき市の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/大館城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度03分20.9秒東経140度52分15.2秒","伝 白土隆弘（岩城常朝）","山城","1447年（文安4年）以前","曲輪、土塁、堀切、井戸、建物跡","岩城常隆、岩城重隆、鳥居忠政","市指定史跡","不明","北緯37度03分20.9秒東経140度52分15.2秒﻿ / ﻿北緯37.055806度 東経140.870889度﻿ /37.055806; 140.870889座標:北緯37度03分20.9秒東経140度52分15.2秒﻿ / ﻿北緯37.055806度 東経140.870889度﻿ /37.055806; 140.870889","大館城","大館、飯野平城","","","","","","","","",""
"長沼城 (陸奥国)","[長沼城] 長沼城 （ながぬまじょう）は、 福島県 須賀川市 長沼にあった 日本の城 。 戦国時代 には 蘆名氏 と 二階堂氏 による争奪戦が繰り返された。1968年（昭和43年）4月1日に須賀川市指定 史跡 となった  。","https://ja.wikipedia.org/wiki/長沼城_(陸奥国)","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度17分34.49秒東経140度12分40.637秒","長沼隆時","","鎌倉時代中期","曲輪跡、堀跡、土塁跡・石垣","長沼氏、二階堂氏、蘆名氏、上杉氏、蒲生氏","須賀川市指定史跡","","北緯37度17分34.49秒東経140度12分40.637秒﻿ / ﻿北緯37.2929139度 東経140.21128806度﻿ /37.2929139; 140.21128806","長沼城","千代城、牛臥城","平山城","","","","","","","",""
"三春城","[三春城（舞鶴城）] 三春城 （みはるじょう）は、 陸奥国 田村郡 、現在の 福島県 田村郡 三春町 にあった 日本の城 。三春町指定 史跡  。別名 舞鶴城 。 三春藩 の藩庁であった。","https://ja.wikipedia.org/wiki/三春城","日本の城一覧","https://ja.wikipedia.org/wiki/日本の城一覧","箇条書き,制限あり","北緯37度26分33.2秒東経140度29分47.4秒","","山城、平山城","","曲輪","田村氏、松下氏、加藤氏、秋田氏","町指定史跡","明治4年（1871年）","北緯37度26分33.2秒東経140度29分47.4秒﻿ / ﻿北緯37.442556度 東経140.496500度﻿ /37.442556; 140.496500","三春城","舞鶴城","なし","松下長綱","","","","","","",""
