"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","主祭神","位置","社格,等","例祭","創建","本殿の,様式","地図","主な神事","別名","札所等","神体","法人番号","国","地方","面積","総人口","人口密度","外部リンク"
"桐生天満宮","[桐生天満宮（群馬県桐生市）] 桐生天満宮 （きりゅうてんまんぐう）は、 群馬県 桐生市 天神町 にある 神社 （ 天満宮 ）である。","https://ja.wikipedia.org/wiki/桐生天満宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯36度25分19.70秒東経139度20分46.85秒","群馬県桐生市天神町1丁目2番1号","天穂日命菅原道真公","北緯36度25分19.70秒東経139度20分46.85秒﻿ / ﻿北緯36.4221389度 東経139.3463472度﻿ /36.4221389; 139.3463472﻿ (桐生天満宮)座標:北緯36度25分19.70秒東経139度20分46.85秒﻿ / ﻿北緯36.4221389度 東経139.3463472度﻿ /36.4221389; 139.3463472﻿ (桐生天満宮)","","","伝・景行天皇時代","","桐生天満宮","","礒部明神","","","","","","","","",""
"桐生西宮神社","[桐生西宮神社（群馬県桐生市）] 桐生西宮神社 （きりゅうにしのみやじんじゃ）は 群馬県 桐生市 宮本町 にある 神社 である。","https://ja.wikipedia.org/wiki/桐生西宮神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","群馬県桐生市宮本町二丁目1番1号","蛭子大神","","","11月19日-20日","明治34年（1901年）11月20日","","","","","","","","","","","","",""
"金峯神社 (吉野町)","[金峯神社（奈良県吉野町）] 金峯神社 （きんぷじんじゃ）は 奈良県 吉野郡 吉野町 にある 神社 である。 吉野山 最奥の 青根ヶ峰 のそばにあり、吉野山の 地主神 を祭る。 式内社 （ 名神大 ）で、旧 社格 は 郷社 。","https://ja.wikipedia.org/wiki/金峯神社_(吉野町)","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度20分33.3秒東経135度52分54.5秒","奈良県吉野郡吉野町吉野山1651","金山毘古命","北緯34度20分33.3秒東経135度52分54.5秒﻿ / ﻿北緯34.342583度 東経135.881806度﻿ /34.342583; 135.881806﻿ (金峯神社 (吉野町))座標:北緯34度20分33.3秒東経135度52分54.5秒﻿ / ﻿北緯34.342583度 東経135.881806度﻿ /34.342583; 135.881806﻿ (金峯神社 (吉野町))","式内社（名神大）・郷社","10月第3日曜日","","流造","金峯神社","","","","","","","","","","",""
"金武宮","[金武宮（沖縄県金武町）] 金武宮 （きんぐう）は、 沖縄県 国頭郡 金武町 にある 神社 。 琉球八社 の一つで、 明治 の 近代社格制度 では 無格社 。","https://ja.wikipedia.org/wiki/金武宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度27分19.1秒東経127度55分18.5秒","沖縄県国頭郡金武町金武222","伊弉冉尊速玉男尊事解男尊","北緯26度27分19.1秒東経127度55分18.5秒﻿ / ﻿北緯26.455306度 東経127.921806度﻿ /26.455306; 127.921806﻿ (金武宮)座標:北緯26度27分19.1秒東経127度55分18.5秒﻿ / ﻿北緯26.455306度 東経127.921806度﻿ /26.455306; 127.921806﻿ (金武宮)","旧無格社","","尚清王 御代（1527年 - 1555年）","祠","金武宮","","","琉球八社","","","","","","","",""
"草戸稲荷神社","[草戸稲荷神社（福山市）] 草戸稲荷神社 （くさどいなりじんじゃ）は 広島県 福山市 草戸町に鎮座している 稲荷神社 である。まれに 日本三大稲荷 の一つとされることがあるが  、一般的には「京都 伏見稲荷 の系列の中における 日本稲荷五社 」と称している  。","https://ja.wikipedia.org/wiki/草戸稲荷神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度28分46秒東経133度20分47秒","広島県福山市草戸町1467番地","保食神、宇加之魂神、大己貴神","北緯34度28分46秒東経133度20分47秒﻿ / ﻿北緯34.47944度 東経133.34639度﻿ /34.47944; 133.34639﻿ (草戸稲荷神社)座標:北緯34度28分46秒東経133度20分47秒﻿ / ﻿北緯34.47944度 東経133.34639度﻿ /34.47944; 133.34639﻿ (草戸稲荷神社)","村社","","807年（大同2年）","","草戸稲荷神社","","","","","","","","","","",""
"菌神社 (存在しないページ)","[菌神社（栗東市）]","https://ja.wikipedia.org/w/index.php?title=菌神社&amp;action=edit&amp;redlink=1","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"日部神社","[日部神社（堺市西区）] 日部神社 （くさべじんじゃ）は、 大阪府 堺市 西区 草部にある神社。 式内社 で、旧 社格 は 村社 。","https://ja.wikipedia.org/wiki/日部神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度31分15.2秒東経135度27分56.4秒","大阪府堺市西区草部262","彦坐王神武天皇道臣命","北緯34度31分15.2秒東経135度27分56.4秒﻿ / ﻿北緯34.520889度 東経135.465667度﻿ /34.520889; 135.465667﻿ (日部神社)座標:北緯34度31分15.2秒東経135度27分56.4秒﻿ / ﻿北緯34.520889度 東経135.465667度﻿ /34.520889; 135.465667﻿ (日部神社)","式内社（小）、旧村社","10月5日","","正面切妻造背面入母屋造","","","","","","","","","","","",""
"櫛田神社 (福岡市)","[櫛田神社（福岡市博多区）] 櫛田神社 （くしだじんじゃ）は、 福岡市 博多区 にある 神社 である。","https://ja.wikipedia.org/wiki/櫛田神社_(福岡市)","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯33度35分34.641秒東経130度24分37.814秒","福岡県福岡市博多区上川端町1-41","大幡大神（櫛田大神）天照皇大神素盞嗚大神（祇園大神）","北緯33度35分34.641秒東経130度24分37.814秒﻿ / ﻿北緯33.59295583度 東経130.41050389度﻿ /33.59295583; 130.41050389﻿ (櫛田神社 (福岡市))座標:北緯33度35分34.641秒東経130度24分37.814秒﻿ / ﻿北緯33.59295583度 東経130.41050389度﻿ /33.59295583; 130.41050389﻿ (櫛田神社 (福岡市))","県社・別表神社","5月3日・4日（博多どんたく）7月1日-15日（博多祇園山笠）","天平宝字元年（757年）","","櫛田神社","","","","","","","","","","",""
"百済王神社","[百済王神社（大阪府枚方市）] 百濟王神社 （くだらおうじんじゃ）は、 大阪府 枚方市 中宮西之町にある 神社 。 旧社格 は 村社 。 百済王氏 の祖霊を祭る神社である。","https://ja.wikipedia.org/wiki/百済王神社","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度48分55.5秒東経135度39分37秒","大阪府枚方市中宮西之町1-68","百濟王牛頭天王","北緯34度48分55.5秒東経135度39分37秒﻿ / ﻿北緯34.815417度 東経135.66028度﻿ /34.815417; 135.66028﻿ (百済王神社)座標:北緯34度48分55.5秒東経135度39分37秒﻿ / ﻿北緯34.815417度 東経135.66028度﻿ /34.815417; 135.66028﻿ (百済王神社)","旧村社","","不詳","春日造","百濟王神社","","","","","","","","","","",""
"日前神宮・國懸神宮","[國懸神宮（和歌山県）] 日前神宮・國懸神宮 （ひのくまじんぐう・くにかかすじんぐう）は、 和歌山県 和歌山市 にある 神社 。1つの境内に日前神宮・國懸神宮の2つの神社があり、総称して 日前宮 （にちぜんぐう）あるいは名草宮とも呼ばれる。","https://ja.wikipedia.org/wiki/日前神宮・國懸神宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度13分44秒東経135度12分8秒","和歌山県和歌山市秋月365","日前神宮：日前大神國懸神宮：國懸大神","北緯34度13分44秒東経135度12分8秒﻿ / ﻿北緯34.22889度 東経135.20222度﻿ /34.22889; 135.20222﻿ (日前神宮・國懸神宮)座標:北緯34度13分44秒東経135度12分8秒﻿ / ﻿北緯34.22889度 東経135.20222度﻿ /34.22889; 135.20222﻿ (日前神宮・國懸神宮)","式内社（名神大）紀伊国一宮旧官幣大社","9月26日","（伝）神武天皇2年","入母屋造","日前神宮・國懸神宮","御鎮座祭（4月8日）","日前宮・名草宮","","日前神宮：日像鏡國懸神宮：日矛鏡","","","","","","",""
"久能山東照宮","[久能山東照宮（静岡市駿河区）] 久能山東照宮 （くのうざんとうしょうぐう）は、 日本 の 静岡市 駿河区 根古屋に所在する 神社 である。","https://ja.wikipedia.org/wiki/久能山東照宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯34度57分53.47秒東経138度28分3.33秒","静岡市駿河区根古屋390番地","徳川家康（東照大権現）","北緯34度57分53.47秒東経138度28分3.33秒﻿ / ﻿北緯34.9648528度 東経138.4675917度﻿ /34.9648528; 138.4675917﻿ (久能山東照宮)座標:北緯34度57分53.47秒東経138度28分3.33秒﻿ / ﻿北緯34.9648528度 東経138.4675917度﻿ /34.9648528; 138.4675917﻿ (久能山東照宮)","別格官幣社","","元和2年12月（1617年1月）","権現造","久能山東照宮","","","","","","","","","","",""
"熊野三山","[主系統本社：熊野三山（熊野本宮大社、熊野速玉大社、熊野那智大社）（和歌山県）] 熊野三山 （くまのさんざん）は、 熊野本宮大社 、 熊野速玉大社 、 熊野那智大社 の3つの 神社 の総称。熊野三山の名前からもわかる通り、 仏教 的要素が強い。日本全国に約3千社ある 熊野神社 の総本社である。 熊野権現 も参照のこと。","https://ja.wikipedia.org/wiki/熊野三山","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"遠州","[遠州の熊野三山 （三熊野神社、小笠神社、高松神社）（静岡県）] 遠江国 （とおとうみのくに/とほたふみのくに）は、 日本 の地方行政区分である 令制国 の一つ。 東海道 に属する。現在の 静岡県 西部。","https://ja.wikipedia.org/wiki/遠州","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"波上宮","[波上宮（沖縄県）] 波上宮 （なみのうえぐう）は、 沖縄県 那覇市 にある 神社 。 近代社格制度 では 官幣小社 に列格され、現在では 神社本庁 の 別表神社 に指定されている。","https://ja.wikipedia.org/wiki/波上宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度13分14.62秒東経127度40分15.95秒","沖縄県那覇市若狭一丁目25番11号","伊弉冊尊速玉男尊事解男尊","北緯26度13分14.62秒東経127度40分15.95秒﻿ / ﻿北緯26.2207278度 東経127.6710972度﻿ /26.2207278; 127.6710972﻿ (波上宮)座標:北緯26度13分14.62秒東経127度40分15.95秒﻿ / ﻿北緯26.2207278度 東経127.6710972度﻿ /26.2207278; 127.6710972﻿ (波上宮)","旧官幣小社別表神社","5月17日","不詳","流造","波上宮","","なんみんさん","琉球八社","","","","","","","",""
"沖宮","[沖宮（沖縄県）] 沖宮 （おきのぐう）は 沖縄県 那覇市 にある 神社 。 琉球八社 の一つであるが、 近代社格制度 では社格を与えられておらず、神社本庁に属さない単立の神社である。（ 無格社 ）。 奥武山公園 の東部に位置する。","https://ja.wikipedia.org/wiki/沖宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度12分10.0秒東経127度40分37.5秒","沖縄県那覇市奥武山町44","天受久女龍宮王御神天龍大御神天久臣乙女王御神熊野三神","北緯26度12分10.0秒東経127度40分37.5秒﻿ / ﻿北緯26.202778度 東経127.677083度﻿ /26.202778; 127.677083﻿ (沖宮)座標:北緯26度12分10.0秒東経127度40分37.5秒﻿ / ﻿北緯26.202778度 東経127.677083度﻿ /26.202778; 127.677083﻿ (沖宮)","旧無格社","","","","沖宮","","","琉球八社","","","","","","","",""
"普天間宮","[普天間宮（沖縄県）] 普天満宮 （ふてんまぐう）は、 沖縄県 宜野湾市 普天間 にある 神社 。宜野湾市で唯一の神社でもある。","https://ja.wikipedia.org/wiki/普天間宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度17分34.4秒東経127度46分37.9秒","沖縄県宜野湾市普天間1-27-10","熊野権現琉球古神道神","北緯26度17分34.4秒東経127度46分37.9秒﻿ / ﻿北緯26.292889度 東経127.777194度﻿ /26.292889; 127.777194﻿ (普天満宮)座標:北緯26度17分34.4秒東経127度46分37.9秒﻿ / ﻿北緯26.292889度 東経127.777194度﻿ /26.292889; 127.777194﻿ (普天満宮)","旧無格社","旧暦9月15日","不明","入母屋造","普天満宮","","普天満権現","琉球八社","","","","","","","",""
"末吉宮","[末吉宮（沖縄県）] 末吉宮 （すえよしぐう）は、 沖縄県 那覇市 首里末吉町 の 末吉公園 内にある 神社 で 琉球八社 のひとつ。 旧社格 は無格社。","https://ja.wikipedia.org/wiki/末吉宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度13分48.6秒東経127度42分50.6秒","沖縄県那覇市首里末吉町1-8","伊弉冉神・速玉男尊・事解男尊","北緯26度13分48.6秒東経127度42分50.6秒﻿ / ﻿北緯26.230167度 東経127.714056度﻿ /26.230167; 127.714056﻿ (末吉宮)座標:北緯26度13分48.6秒東経127度42分50.6秒﻿ / ﻿北緯26.230167度 東経127.714056度﻿ /26.230167; 127.714056﻿ (末吉宮)","旧無格社","11月23日","景泰年間（1450年 - 1457年）","流造","末吉宮","","首里社壇","琉球八社","","","","","","","",""
"天久宮","[天久宮（沖縄県）] 天久宮 （あめくぐう）は、 沖縄県 那覇市 にある 神社 。 琉球八社 の一つで、 明治 の 近代社格制度 では 無格社 。","https://ja.wikipedia.org/wiki/天久宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度13分41.9秒東経127度40分57.4秒","沖縄県那覇市泊3丁目19-3","伊弉冉尊速玉男尊事解男尊","北緯26度13分41.9秒東経127度40分57.4秒﻿ / ﻿北緯26.228306度 東経127.682611度﻿ /26.228306; 127.682611﻿ (天久宮)座標:北緯26度13分41.9秒東経127度40分57.4秒﻿ / ﻿北緯26.228306度 東経127.682611度﻿ /26.228306; 127.682611﻿ (天久宮)","旧無格社","5月15日（旧暦4月5日）","成化年間（1465年 - 1487年）","神明造","天久宮","","","琉球八社","","","","","","","",""
"金武宮","[金武宮（沖縄県）] 金武宮 （きんぐう）は、 沖縄県 国頭郡 金武町 にある 神社 。 琉球八社 の一つで、 明治 の 近代社格制度 では 無格社 。","https://ja.wikipedia.org/wiki/金武宮","神社一覧","https://ja.wikipedia.org/wiki/神社一覧","箇条書き,制限あり","北緯26度27分19.1秒東経127度55分18.5秒","沖縄県国頭郡金武町金武222","伊弉冉尊速玉男尊事解男尊","北緯26度27分19.1秒東経127度55分18.5秒﻿ / ﻿北緯26.455306度 東経127.921806度﻿ /26.455306; 127.921806﻿ (金武宮)座標:北緯26度27分19.1秒東経127度55分18.5秒﻿ / ﻿北緯26.455306度 東経127.921806度﻿ /26.455306; 127.921806﻿ (金武宮)","旧無格社","","尚清王 御代（1527年 - 1555年）","祠","金武宮","","","琉球八社","","","","","","","",""
