"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","法人番号","文化財","宗派","創建年","本尊","山号","面積","開基","札所等","正式名","寺格","分類","別称","運営者","公式サイト","開山","公式HP"
"萬徳寺","[萬徳寺庭園（小浜市）] 萬徳寺 （まんとくじ）は 福井県 小浜市 にある 高野山真言宗 の寺院。山号は延宝山、本尊は阿弥陀如来。 天然記念物 の大山モミジ  を 借景 とする 名勝 枯山水 庭園  で知られる。","https://ja.wikipedia.org/wiki/萬徳寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度28分7.8秒東経135度47分7秒","〒917-0242 福井県小浜市金屋74-23","北緯35度28分7.8秒東経135度47分7秒﻿ / ﻿北緯35.468833度 東経135.78528度﻿ /35.468833; 135.78528座標:北緯35度28分7.8秒東経135度47分7秒﻿ / ﻿北緯35.468833度 東経135.78528度﻿ /35.468833; 135.78528","3210005008709","書院庭園（国の名勝）木造阿弥陀如来坐像ほか（国の重要文化財）、大山モミジ（国の天然記念物）","高野山真言宗","不詳（1265年以前）","阿弥陀如来","延宝山","","不詳","","","","","","","","",""
"三方五湖","[三方五湖（三方上中郡若狭町）] 三方五湖 （みかたごこ）とは、 福井県 三方郡 美浜町 と同県 三方上中郡 若狭町 にまたがって位置する5つの 湖 の総称で、周囲には梅畑が広がる。国指定の 名勝  で、 若狭湾国定公園 に属する。 2005年 11月8日 付で ラムサール条約 指定湿地に登録されている。 2015年 （平成27年） 4月24日 、「海と都をつなぐ若狭の往来文化遺産群 - 御食国（みけつくに）若狭と鯖街道 - 」の構成文化財として 日本遺産 に認定される  。","https://ja.wikipedia.org/wiki/三方五湖","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"養浩館庭園","[養浩館（旧御泉水屋敷）庭園（福井市）] 養浩館庭園 （ようこうかんていえん）は、 福井県 福井市 宝永 3丁目にある 日本庭園 （ 大名庭園 ）。国の 名勝 に指定  されている。","https://ja.wikipedia.org/wiki/養浩館庭園","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","日本福井県福井市宝永3丁目11-36","","","","","","","","総面積 約9,500m2","","","","","回遊式林泉庭園","","","","",""
"蘇洞門","[若狭蘇洞門（小浜市）] 蘇洞門 （そとも）は、 福井県 小浜市 の 内外海半島 にある、 日本海 に面した海岸景勝地。全長は6 キロメートル に及び、一帯には洞門、瀑布、断崖が見られる。 1934年 （ 昭和 9年）に「若狭蘇洞門」という名称で国の 名勝 に指定  された。 1955年 （昭和30年）に指定された 若狭湾国定公園 に含まれる。","https://ja.wikipedia.org/wiki/蘇洞門","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"越前市","[三田村氏庭園（越前市）] ","https://ja.wikipedia.org/wiki/越前市","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度54分12.6秒東経136度10分7.5秒","〒915-8530福井県越前市府中一丁目13番7号北緯35度54分12.6秒東経136度10分7.5秒﻿ / ﻿北緯35.903500度 東経136.168750度﻿ /35.903500; 136.168750座標:北緯35度54分12.6秒東経136度10分7.5秒﻿ / ﻿北緯35.903500度 東経136.168750度﻿ /35.903500; 136.168750","","4000020182095","","","","","","230.70km2","","","","","","","","","",""
"御岳昇仙峡","[御嶽昇仙峡（甲府市・甲斐市）] 昇仙峡 （しょうせんきょう）は、 山梨県 甲府市 、 甲府盆地 北側、 荒川  上流に位置する 渓谷 である。 特別名勝 に指定されており、国内有数の景勝地である。「日本五大名峡」の一つに数えられる  。","https://ja.wikipedia.org/wiki/御岳昇仙峡","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"恵林寺","[恵林寺庭園（甲州市）] 恵林寺 （えりんじ）は、 山梨県 甲州市 塩山小屋敷にある 寺院 。山号は乾徳山（けんとくさん）。 臨済宗妙心寺派 に属する寺院である。甲斐武田氏の菩提寺として知られる。","https://ja.wikipedia.org/wiki/恵林寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度43分47.9秒東経138度42分49.8秒","山梨県甲州市塩山小屋敷2280","北緯35度43分47.9秒東経138度42分49.8秒﻿ / ﻿北緯35.729972度 東経138.713833度﻿ /35.729972; 138.713833座標:北緯35度43分47.9秒東経138度42分49.8秒﻿ / ﻿北緯35.729972度 東経138.713833度﻿ /35.729972; 138.713833","8090005003825","四脚門ほか（重要文化財）庭園（名勝）","臨済宗妙心寺派","元徳2年（1330年）","釈迦如来","乾徳山","","夢窓疎石","甲斐百八霊場9番","","","","","","","",""
"向嶽寺","[向嶽寺庭園（甲州市）] 向嶽寺 （こうがくじ）は、 山梨県 甲州市 にある 禅寺 で 臨済宗向嶽寺派 の大本山。山号は塩山。本尊は 釈迦如来 。","https://ja.wikipedia.org/wiki/向嶽寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度42分40.2秒東経138度43分21.4秒","山梨県甲州市塩山上於曽2026","北緯35度42分40.2秒東経138度43分21.4秒﻿ / ﻿北緯35.711167度 東経138.722611度﻿ /35.711167; 138.722611座標:北緯35度42分40.2秒東経138度43分21.4秒﻿ / ﻿北緯35.711167度 東経138.722611度﻿ /35.711167; 138.722611","3090005003879","絹本著色達磨図（国宝）中門ほか（重要文化財）庭園（名勝）","臨済宗向嶽寺派","1380年（康暦2年）","釈迦如来","塩山","","武田信成","甲斐百八霊場第十二番","","大本山","","","","","抜隊得勝",""
"猿橋","[猿橋（大月市）] 猿橋 （さるはし、えんきょう）は、 山梨県 大月市 猿橋町猿橋にある 桂川 に架かる 刎橋 。国の 名勝 に指定されている。","https://ja.wikipedia.org/wiki/猿橋","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度36分56.6秒東経138度58分48.8秒","山梨県大月市猿橋町猿橋","","","","","","","","","","","","","","","","","",""
"山中湖","[山中湖] 山中湖 （やまなかこ）は、 山梨県 南都留郡 山中湖村 にある 淡水湖 。","https://ja.wikipedia.org/wiki/山中湖","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度25分0秒東経138度52分30秒","山梨県南都留郡山中湖村","北緯35度25分0秒東経138度52分30秒﻿ / ﻿北緯35.41667度 東経138.87500度﻿ /35.41667; 138.87500座標:北緯35度25分0秒東経138度52分30秒﻿ / ﻿北緯35.41667度 東経138.87500度﻿ /35.41667; 138.87500","","","","","","","6.57km2","","","","","","","","","",""
"河口湖","[河口湖] 河口湖 （かわぐちこ）は、 本州 の中部山梨県、 富士山 の近くに存在する、 富士五湖 の1つに数えられる 相模川 水系の 湖 である。 富士箱根伊豆国立公園 に指定されている。富士五湖の中で最も長い湖岸線を持ち、最も低い標高地点にある。面積は富士五湖では2番目の大きさで、最大水深は 精進湖 とほぼ同じで 14.6m の深さ。","https://ja.wikipedia.org/wiki/河口湖","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度31分4秒東経138度45分22秒","山梨県南都留郡富士河口湖町","北緯35度31分4秒東経138度45分22秒﻿ / ﻿北緯35.51778度 東経138.75611度﻿ /35.51778; 138.75611座標:北緯35度31分4秒東経138度45分22秒﻿ / ﻿北緯35.51778度 東経138.75611度﻿ /35.51778; 138.75611","","","","","","","5.48km2","","","","","","","","","",""
"西湖 (富士五湖)","[西湖] 西湖 （さいこ）は、 山梨県 南都留郡 富士河口湖町 にある 湖 。 富士五湖 の一つ。","https://ja.wikipedia.org/wiki/西湖_(富士五湖)","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度29分53秒東経138度41分11秒","山梨県南都留郡富士河口湖町","北緯35度29分53秒東経138度41分11秒﻿ / ﻿北緯35.49806度 東経138.68639度﻿ /35.49806; 138.68639座標:北緯35度29分53秒東経138度41分11秒﻿ / ﻿北緯35.49806度 東経138.68639度﻿ /35.49806; 138.68639","","","","","","","2.10km2","","","","","","","","","",""
"精進湖","[精進湖] 精進湖 （しょうじこ）は、 山梨県 南都留郡 富士河口湖町 にある 湖 。 富士五湖 のひとつで、西から2番目、東から4番目にあたる。 富士箱根伊豆国立公園 の特別地域内にある  。","https://ja.wikipedia.org/wiki/精進湖","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度29分27秒東経138度36分30秒","山梨県南都留郡富士河口湖町精進","北緯35度29分27秒東経138度36分30秒﻿ / ﻿北緯35.49083度 東経138.60833度﻿ /35.49083; 138.60833座標:北緯35度29分27秒東経138度36分30秒﻿ / ﻿北緯35.49083度 東経138.60833度﻿ /35.49083; 138.60833","","","","","","","0.5km2","","","","","","","","","",""
"本栖湖","[本栖湖] 本栖湖 （もとすこ）は、 山梨県 南都留郡 富士河口湖町 及び 南巨摩郡 身延町 に跨いで存在する 湖 。 富士山 の北西山麓にあり、 富士五湖 の一つで、最西端に位置する。最大 水深 121.6mは、富士五湖の中で最も深い。","https://ja.wikipedia.org/wiki/本栖湖","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度27分50秒東経138度35分8秒","日本山梨県南都留郡富士河口湖町南巨摩郡身延町","北緯35度27分50秒東経138度35分8秒﻿ / ﻿北緯35.46389度 東経138.58556度﻿ /35.46389; 138.58556座標:北緯35度27分50秒東経138度35分8秒﻿ / ﻿北緯35.46389度 東経138.58556度﻿ /35.46389; 138.58556","","","","","","","4.70km2","","","","","","","","","",""
"上高地","[上高地（松本市）] 上高地 （かみこうち）とは、 長野県 西部の 飛騨山脈 南部の 梓川 上流の 景勝地 である。 中部山岳国立公園 の一部ともなっており、国の 文化財 （ 特別名勝 ・ 特別天然記念物 ）に指定されている。 標高 約1,500 m 。全域が 松本市 に属する。「かみこうち」の名称は本来「神垣内」の 漢字 表記だが、後に現在の「上高地」の漢字表記が一般的となった。「神垣内」とは、 穂高神社 の祭神・「 穂高見命 」（ほたかみのみこと）が穂高岳に降臨し、この地（穂高神社奥宮と 明神池 ）で祀られていることに由来する。","https://ja.wikipedia.org/wiki/上高地","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"姨捨棚田","[姨捨（田毎の月）（千曲市）] 姨捨棚田 （おばすて たなだ）とは、 日本 の 中部地方 の、 長野県 千曲市 八幡  （※ 1889年 〈 明治 22年〉時の 更級郡 八幡村 。 江戸時代 における 信濃国 更級郡八幡村界隈、 幕藩体制 下の 信州 長楽寺 領 八幡村・信州 松代藩 知行 八幡村等）にあって、古より「 田毎月 」の 名所 と謳われてきた 棚田 である。 姨捨の棚田  ともいう。","https://ja.wikipedia.org/wiki/姨捨棚田","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"光前寺","[光前寺庭園（駒ヶ根市）] 光前寺 （こうぜんじ）は、 長野県 駒ヶ根市 赤穂 にある 天台宗 の別格本山の寺院である。山号は宝積山（ほうしゃくさん）。院号は無動院。本尊は 不動明王 で秘仏。天台宗信濃五山（ 戸隠山 の 顕光寺 ・ 善光寺 ・ 更科八幡 神宮寺 ・ 津金寺 ・光前寺）のひとつに数えられた。 1967年 （ 昭和 42年）、庭園が国の 名勝 に指定された  。また、霊犬早太郎説話でも知られている。","https://ja.wikipedia.org/wiki/光前寺","日本国指定名勝の一覧","https://ja.wikipedia.org/wiki/日本国指定名勝の一覧","箇条書き,制限あり","北緯35度44分5.45秒東経137度53分43.58秒","長野県駒ヶ根市赤穂29番地","北緯35度44分5.45秒東経137度53分43.58秒﻿ / ﻿北緯35.7348472度 東経137.8954389度﻿ /35.7348472; 137.8954389座標:北緯35度44分5.45秒東経137度53分43.58秒﻿ / ﻿北緯35.7348472度 東経137.8954389度﻿ /35.7348472; 137.8954389","6100005009054","弁天堂（国の重要文化財）国の名勝","天台宗","貞観2年（860年）","不動明王","宝積山","","本聖","信濃五大寺伊那七福神（弁財天）","宝積山 無動院 光前寺","別格本山","","","","","",""
