"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"安芸中野駅","[安芸中野駅（あきなかのえき）] 安芸中野駅 （あきなかのえき）は、 広島県 広島市 安芸区 中野二丁目にある、 西日本旅客鉄道 （JR西日本） 山陽本線 の 駅 である。駅番号は JR-G05 。","https://ja.wikipedia.org/wiki/安芸中野駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度23分27.83秒東経132度33分47.83秒","G山陽本線","294.4 km（神戸起点）","西日本旅客鉄道（JR西日本）","地上駅","1920年（大正9年）8月15日","2面3線","広島市安芸区中野二丁目2-3北緯34度23分27.83秒東経132度33分47.83秒﻿ / ﻿北緯34.3910639度 東経132.5632861度﻿ /34.3910639; 132.5632861座標:北緯34度23分27.83秒東経132度33分47.83秒﻿ / ﻿北緯34.3910639度 東経132.5632861度﻿ /34.3910639; 132.5632861","業務委託駅みどりの窓口有広島市内駅","ナノ","JR-G05","2,945人/日（降車客含まず）-2019年-","","","","","","","",""
"安芸長浜駅","[安芸長浜駅（あきながはまえき）] 安芸長浜駅 （あきながはまえき）は、 広島県 竹原市 忠海長浜一丁目 にある、 西日本旅客鉄道 （JR西日本） 呉線 の 駅 である。駅番号は JR-Y27 。","https://ja.wikipedia.org/wiki/安芸長浜駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度20分16.50秒東経132度57分43.25秒","Y呉線","20.0 km（三原起点）","西日本旅客鉄道（JR西日本）","地上駅","1994年（平成6年）10月1日","1面1線","広島県竹原市忠海長浜一丁目北緯34度20分16.50秒東経132度57分43.25秒﻿ / ﻿北緯34.3379167度 東経132.9620139度﻿ /34.3379167; 132.9620139座標:北緯34度20分16.50秒東経132度57分43.25秒﻿ / ﻿北緯34.3379167度 東経132.9620139度﻿ /34.3379167; 132.9620139","無人駅（自動券売機 有）","ナハ","JR-Y27","280人/日（降車客含まず）-2019年-","","","","","","","",""
"秋葉原駅","[秋葉原駅（あきはばらえき）] 秋葉原駅 （あきはばらえき）は、 東京都 千代田区 にある、 東日本旅客鉄道 （JR東日本）・ 東京地下鉄 （東京メトロ）・ 首都圏新都市鉄道 の 駅 である。","https://ja.wikipedia.org/wiki/秋葉原駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度41分54秒 東経139度46分23秒","","","東日本旅客鉄道（JR東日本・駅詳細）東京地下鉄（東京メトロ・駅詳細）首都圏新都市鉄道（駅詳細）","","","","東京都千代田区","","","","","","S08岩本町駅（都営地下鉄新宿線）","","","","","",""
"安芸矢口駅","[安芸矢口駅（あきやぐちえき）] 安芸矢口駅 （あきやぐちえき）は、 広島県 広島市 安佐北区 口田一丁目にある、 西日本旅客鉄道 （JR西日本） 芸備線 の 駅 である。駅番号は JR-P04 。","https://ja.wikipedia.org/wiki/安芸矢口駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度27分46.66秒東経132度29分42.46秒","P芸備線","149.3km（備中神代起点）三次から59.0 km","西日本旅客鉄道（JR西日本）","地上駅","1915年（大正4年）4月28日","1面2線","広島市安佐北区口田一丁目13-26北緯34度27分46.66秒東経132度29分42.46秒﻿ / ﻿北緯34.4629611度 東経132.4951278度﻿ /34.4629611; 132.4951278座標:北緯34度27分46.66秒東経132度29分42.46秒﻿ / ﻿北緯34.4629611度 東経132.4951278度﻿ /34.4629611; 132.4951278","業務委託駅みどりの窓口有広島市内駅","ヤチ","JR-P04","1,902人/日（降車客含まず）-2019年-","","","","","","","",""
"秋山駅","[秋山駅（あきやまえき）] 秋山駅 （あきやまえき）は、 千葉県 松戸市 秋山一丁目にある、 北総鉄道 北総線 の 駅 である。 駅番号 は HS04  。","https://ja.wikipedia.org/wiki/秋山駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度45分55.03秒東経139度55分50.63秒","■北総線","6.2 km（京成高砂起点）","北総鉄道","半地下駅","1991年（平成3年）3月31日","2面2線","千葉県松戸市秋山一丁目53北緯35度45分55.03秒東経139度55分50.63秒﻿ / ﻿北緯35.7652861度 東経139.9307306度﻿ /35.7652861; 139.9307306座標:北緯35度45分55.03秒東経139度55分50.63秒﻿ / ﻿北緯35.7652861度 東経139.9307306度﻿ /35.7652861; 139.9307306","","","HS04","","7,791人/日-2019年-","","","","","","",""
"鮎喰駅","[鮎喰駅（あくいえき）] 鮎喰駅 （あくいえき）は、 徳島県 徳島市 南島田町 四丁目にある 四国旅客鉄道 （JR四国） 徳島線 の 駅 。駅番号は B03 。","https://ja.wikipedia.org/wiki/鮎喰駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度4分38.91秒東経134度30分23.1秒","■徳島線","64.5 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1934年（昭和9年）9月20日","1面1線","徳島県徳島市南島田町四丁目1番地北緯34度4分38.91秒東経134度30分23.1秒﻿ / ﻿北緯34.0774750度 東経134.506417度﻿ /34.0774750; 134.506417座標:北緯34度4分38.91秒東経134度30分23.1秒﻿ / ﻿北緯34.0774750度 東経134.506417度﻿ /34.0774750; 134.506417","無人駅","クイ","○B03","","432人/日-2019年-","","","","","","",""
"阿久比駅","[阿久比駅（あぐいえき）] 阿久比駅 （あぐいえき）は、 愛知県 知多郡 阿久比町 阿久比にある 名古屋鉄道 河和線 の 駅 。 駅番号 は KC08 。 manaca が使用可能である。 有人駅 。","https://ja.wikipedia.org/wiki/阿久比駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度55分53秒東経136度55分6秒","河和線","10.6 km（太田川起点）","名古屋鉄道","地上駅","1983年（昭和58年）7月21日","2面4線","知多郡阿久比町阿久比駅前1丁目13北緯34度55分53秒東経136度55分6秒﻿ / ﻿北緯34.93139度 東経136.91833度﻿ /34.93139; 136.91833座標:北緯34度55分53秒東経136度55分6秒﻿ / ﻿北緯34.93139度 東経136.91833度﻿ /34.93139; 136.91833","終日駅員配置駅","","KC  08 ","","6,495人/日-2019年-","","","","","","",""
"阿久根駅","[阿久根駅（あくねえき）] 阿久根駅 （あくねえき）は、 鹿児島県 阿久根市 にある 肥薩おれんじ鉄道線 の 駅  。駅番号は OR21 。阿久根市の中心駅であると共に鹿児島県最西端の駅。","https://ja.wikipedia.org/wiki/阿久根駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度1分22.41秒東経130度11分46.48秒","肥薩おれんじ鉄道線","86.2km（八代起点）318.5 km（門司港起点）","肥薩おれんじ鉄道","地上駅","1922年（大正11年）10月15日","相対式 2面2線","鹿児島県阿久根市栄町1番北緯32度1分22.41秒東経130度11分46.48秒﻿ / ﻿北緯32.0228917度 東経130.1962444度﻿ /32.0228917; 130.1962444座標:北緯32度1分22.41秒東経130度11分46.48秒﻿ / ﻿北緯32.0228917度 東経130.1962444度﻿ /32.0228917; 130.1962444","簡易委託駅","オレアク","OR21","301人/日（降車客含まず）-2018年-","","","","","","","",""
"阿倉川駅","[阿倉川駅（あくらがわえき）] 阿倉川駅 （あくらがわえき）は、 三重県 四日市市 阿倉川町にある、 近畿日本鉄道 （近鉄） 名古屋線 の 駅 である。駅番号は E19 。","https://ja.wikipedia.org/wiki/阿倉川駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度59分4.9秒東経136度37分43.44秒","E名古屋線","44.2 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1929年（昭和4年）1月30日","2面2線","三重県四日市市阿倉川町8-9北緯34度59分4.9秒東経136度37分43.44秒﻿ / ﻿北緯34.984694度 東経136.6287333度﻿ /34.984694; 136.6287333座標:北緯34度59分4.9秒東経136度37分43.44秒﻿ / ﻿北緯34.984694度 東経136.6287333度﻿ /34.984694; 136.6287333","","アクラ"," E19 ","2,464人/日（降車客含まず）-2019年-","","","","","","","",""
"上ゲ駅","[上ゲ駅（あげえき）] 上ゲ駅 （あゲえき）は、 愛知県 知多郡 武豊町 下門にある 名鉄河和線 の 駅 。駅番号は KC15 。","https://ja.wikipedia.org/wiki/上ゲ駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度51分30秒東経136度54分59.4秒","河和線","19.0 km（太田川起点）","名古屋鉄道","地上駅","1932年（昭和7年）7月1日","2面2線","知多郡武豊町下門23-5北緯34度51分30秒東経136度54分59.4秒﻿ / ﻿北緯34.85833度 東経136.916500度﻿ /34.85833; 136.916500座標:北緯34度51分30秒東経136度54分59.4秒﻿ / ﻿北緯34.85833度 東経136.916500度﻿ /34.85833; 136.916500","無人駅（駅集中管理システム）","","KC  15 ","","985人/日-2019年-","","","","","","",""
"上尾駅","[上尾駅（あげおえき）] 上尾駅 （あげおえき）は、 埼玉県 上尾市 柏座 一丁目にある、 東日本旅客鉄道 （JR東日本） 高崎線 の 駅 である。","https://ja.wikipedia.org/wiki/上尾駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度58分24.72秒東経139度35分18.42秒","■高崎線","8.2km（大宮起点）東京から尾久経由で38.7 km","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）","1883年（明治16年）7月28日","2面3線","埼玉県上尾市柏座一丁目1-18北緯35度58分24.72秒東経139度35分18.42秒﻿ / ﻿北緯35.9735333度 東経139.5884500度﻿ /35.9735333; 139.5884500﻿ (上尾駅)","直営駅（管理駅）みどりの窓口有","アケ","","32,025人/日（降車客含まず）-2020年-","","","","","","","",""
"阿下喜駅","[阿下喜駅（あげきえき）] 阿下喜駅 （あげきえき）は、 三重県 いなべ市 北勢町阿下喜にある、 三岐鉄道 北勢線 の 駅 で、同線の 終着駅 である。","https://ja.wikipedia.org/wiki/阿下喜駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度8分46.59秒東経136度31分8.15秒","■北勢線","20.4 km（西桑名起点）","三岐鉄道","地上駅","1931年（昭和6年）7月8日","1面2線","三重県いなべ市北勢町阿下喜687北緯35度8分46.59秒東経136度31分8.15秒﻿ / ﻿北緯35.1462750度 東経136.5189306度﻿ /35.1462750; 136.5189306座標:北緯35度8分46.59秒東経136度31分8.15秒﻿ / ﻿北緯35.1462750度 東経136.5189306度﻿ /35.1462750; 136.5189306","","アキ","","322人/日（降車客含まず）-2019年-","","","","","","","",""
"明智駅 (岐阜県可児市)","[明智駅 (岐阜県可児市)（あけちえき・名古屋鉄道広見線）] 明智駅 （あけちえき）は、 岐阜県 可児市 平貝戸川田にある 名古屋鉄道 広見線 の 駅 である。駅番号は HM07 。","https://ja.wikipedia.org/wiki/明智駅_(岐阜県可児市)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度25分59.5秒東経137度5分14.8秒","広見線","18.4 km（犬山起点）","名古屋鉄道","地上駅","1920年（大正9年）8月21日","2面3線","岐阜県可児市平貝戸26番地4北緯35度25分59.5秒東経137度5分14.8秒﻿ / ﻿北緯35.433194度 東経137.087444度﻿ /35.433194; 137.087444座標:北緯35度25分59.5秒東経137度5分14.8秒﻿ / ﻿北緯35.433194度 東経137.087444度﻿ /35.433194; 137.087444","無人駅駅集中管理システム非導入","","HM  07 ","455人/日（降車客含まず）-2019年-","913人/日-2019年-","","","","","","",""
"明智駅 (岐阜県恵那市)","[明智駅 (岐阜県恵那市)（あけちえき・明知鉄道明知線）] 明智駅 （あけちえき）は、 岐阜県 恵那市 明智町 445-2にある 明知鉄道 明知線 の 駅 である。駅番号は 1 。明知線のすべての列車の 始発 ・ 終着駅 であり、駅近くには明知鉄道本社がある。駅周辺は旧恵那郡 明智町 の中心市街地であり、住民が 大正 時代の町並みを保存して観光資源として活用している「 日本大正村 」の玄関口である  。","https://ja.wikipedia.org/wiki/明智駅_(岐阜県恵那市)","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度18分22.13秒東経137度23分14.61秒","明知線","25.1 km（恵那起点）","明知鉄道","地上駅","1934年（昭和9年）6月24日","1面1線","岐阜県恵那市明智町445-2北緯35度18分22.13秒東経137度23分14.61秒﻿ / ﻿北緯35.3061472度 東経137.3873917度﻿ /35.3061472; 137.3873917座標:北緯35度18分22.13秒東経137度23分14.61秒﻿ / ﻿北緯35.3061472度 東経137.3873917度﻿ /35.3061472; 137.3873917","","アチ","1","","326人/日-2019年-","","","","","","",""
"明智平ロープウェイ","[明智平駅（あけちだいらえき）] 明智平ロープウェイ （あけちだいらロープウェイ）は、 栃木県 日光市 にある ロープウェイ（索道） である。","https://ja.wikipedia.org/wiki/明智平ロープウェイ","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度44分13.8秒 東経139度31分3.8秒","","","","","","","","","","","","","","","","","","",""
"明戸駅","[明戸駅（あけとえき）] 明戸駅 （あけとえき）は、 埼玉県 深谷市 瀬山にある 秩父鉄道 秩父本線 の 駅 である。","https://ja.wikipedia.org/wiki/明戸駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯36度8分34.6秒東経139度18分13.62秒","■秩父本線","22.9 km（羽生起点）","秩父鉄道","地上駅","1985年（昭和60年）3月14日","1面2線","埼玉県深谷市瀬山578-8北緯36度8分34.6秒東経139度18分13.62秒﻿ / ﻿北緯36.142944度 東経139.3037833度﻿ /36.142944; 139.3037833座標:北緯36度8分34.6秒東経139度18分13.62秒﻿ / ﻿北緯36.142944度 東経139.3037833度﻿ /36.142944; 139.3037833","","アケ","","145人/日（降車客含まず）-2019年-","285人/日-2019年-","","","","","","",""
"明野駅","[明野駅（あけのえき）] 明野駅 （あけのえき）は、 三重県 伊勢市 小俣町明野にある、 近畿日本鉄道 （近鉄） 山田線 の 駅 である。駅番号は M70 。","https://ja.wikipedia.org/wiki/明野駅","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度31分16.75秒東経136度40分7.7秒","M山田線","22.4 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1930年（昭和5年）3月27日","2面2線","三重県伊勢市小俣町明野5285-1北緯34度31分16.75秒東経136度40分7.7秒﻿ / ﻿北緯34.5213194度 東経136.668806度﻿ /34.5213194; 136.668806座標:北緯34度31分16.75秒東経136度40分7.7秒﻿ / ﻿北緯34.5213194度 東経136.668806度﻿ /34.5213194; 136.668806","","アケノ"," M70 ","1,149人/日（降車客含まず）-2019年-","","","","","","","",""
"曙町停留場","[曙町停留場（あけぼのちょうていりゅうじょう）] 曙町停留場 （あけぼのちょうていりゅうじょう）は、 高知県 高知市 曙町一丁目にある とさでん交通 伊野線 の 路面電車停留場 。","https://ja.wikipedia.org/wiki/曙町停留場","日本の鉄道駅一覧 あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯33度33分4.07秒東経133度29分26.94秒","伊野線","5.4 km（はりまや橋起点）","とさでん交通","地上駅","1907年（明治40年）9月16日","2面1線","高知県高知市曙町一丁目北緯33度33分4.07秒東経133度29分26.94秒﻿ / ﻿北緯33.5511306度 東経133.4908167度﻿ /33.5511306; 133.4908167﻿ (曙町停留場)","","","","","","","","","","","",""
