"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","管理運営","事業主体","専門分野","公式サイト","正式名称","アクセス","面積","愛称","種数","館長","前身","頭数","主な飼育動物","水槽総容量","最大水槽容量","来園者数"
"竹島水族館","[竹島水族館（愛知県蒲郡市）] 竹島水族館 （たけしますいぞくかん）は、 愛知県 蒲郡市 竹島町にある蒲郡市立の 水族館 である。正式名称は「蒲郡市竹島水族館」。 愛称 は、「タケスイ」。","https://ja.wikipedia.org/wiki/竹島水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度49分1.266秒東経137度13分55.993秒","〒443-0031愛知県蒲郡市竹島町1-6","北緯34度49分1.266秒東経137度13分55.993秒﻿ / ﻿北緯34.81701833度 東経137.23222028度﻿ /34.81701833; 137.23222028座標:北緯34度49分1.266秒東経137度13分55.993秒﻿ / ﻿北緯34.81701833度 東経137.23222028度﻿ /34.81701833; 137.23222028","1956年（昭和31年）7月8日","一般社団法人竹島社中（指定管理者）","蒲郡市","総合","竹島水族館","蒲郡市竹島水族館","JR東海道本線・名鉄蒲郡線蒲郡駅より徒歩約15分","1,079m2","竹島水族館、たけすい","約500種類","小林龍二（2020年3月現在）","","約4,500点","タカアシガニ、カピバラ","","","475,000人（2018年度）"
"碧南海浜水族館","[碧南海浜水族館（愛知県碧南市、碧南市青少年海の科学館併設）★] 碧南海浜水族館 （へきなんかいひんすいぞくかん）は、 愛知県 碧南市 浜町の 碧南市臨海公園 内にある 市立 の 水族館 である。","https://ja.wikipedia.org/wiki/碧南海浜水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度52分48.58秒東経136度58分55.08秒","〒447-0853愛知県碧南市浜町2-3","北緯34度52分48.58秒東経136度58分55.08秒﻿ / ﻿北緯34.8801611度 東経136.9819667度﻿ /34.8801611; 136.9819667座標:北緯34度52分48.58秒東経136度58分55.08秒﻿ / ﻿北緯34.8801611度 東経136.9819667度﻿ /34.8801611; 136.9819667","1982年（昭和57年）7月4日","","碧南市","総合","碧南海浜水族館","碧南海浜水族館","名鉄三河線「碧南駅」より徒歩約15分。","","","約300種","増田元保","","","","","",""
"赤塚山公園","[ぎょぎょランド（愛知県豊川市、赤塚山公園内）] 赤塚山公園 （あかつかやまこうえん）は、 愛知県 豊川市 にある 総合公園  。","https://ja.wikipedia.org/wiki/赤塚山公園","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度50分50.1秒東経137度21分28.37秒","日本愛知県豊川市市田町東堤上1-30","","","","","","http://www.akatsukayama.jp/","","","25.1ha","","","","","","","","",""
"南知多ビーチランド","[南知多ビーチランド（愛知県知多郡美浜町、南知多おもちゃ王国併設）★] 南知多ビーチランド （みなみちたビーチランド）は、 愛知県 知多郡 美浜町 の 伊勢湾 奥田海岸沿いにある総合海浜 公園 ・レジャー施設である。 水族園 と海辺ゾーン、 遊園地 で構成される。","https://ja.wikipedia.org/wiki/南知多ビーチランド","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度47分10.82秒東経136度51分20.55秒","〒470-3233愛知県知多郡美浜町奥田428-1","北緯34度47分10.82秒東経136度51分20.55秒﻿ / ﻿北緯34.7863389度 東経136.8557083度﻿ /34.7863389; 136.8557083座標:北緯34度47分10.82秒東経136度51分20.55秒﻿ / ﻿北緯34.7863389度 東経136.8557083度﻿ /34.7863389; 136.8557083","1980年4月29日","","名鉄インプレス","総合","https://www.beachland.jp/","","","","","","長谷川修平","","","","","",""
"レゴランド・ジャパン","[シーライフ名古屋（レゴランド・リゾート敷地内、愛知県名古屋市金城ふ頭）] レゴランド・ジャパン （Legoland Japan Resort）は、 愛知県 名古屋市 港区 金城ふ頭 二丁目にある レゴブロック の テーマパーク 。世界で8番目に開業した レゴランド である  。","https://ja.wikipedia.org/wiki/レゴランド・ジャパン#シーライフ名古屋","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯35度3分1.8秒東経136度50分37秒","〒455-8605愛知県名古屋市港区金城ふ頭二丁目2−1愛知県の地図を表示名古屋市の地図を表示","北緯35度3分1.8秒東経136度50分37秒﻿ / ﻿北緯35.050500度 東経136.84361度﻿ /35.050500; 136.84361座標:北緯35度3分1.8秒東経136度50分37秒﻿ / ﻿北緯35.050500度 東経136.84361度﻿ /35.050500; 136.84361","","","","","公式ウェブサイト（日本語）","","","9.3ヘクタール（1期開業分）","LLJ","","","","","","","",""
"鳥羽水族館","[鳥羽水族館（三重県鳥羽市）★] 鳥羽水族館 （とばすいぞくかん、 TOBA AQUARIUM ）は、 三重県 鳥羽市 に本拠地を置く、日本屈指の規模を誇る 水族館 である  。","https://ja.wikipedia.org/wiki/鳥羽水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度28分53.5秒東経136度50分44.8秒","〒517-8517三重県鳥羽市鳥羽三丁目3番6号","北緯34度28分53.5秒東経136度50分44.8秒﻿ / ﻿北緯34.481528度 東経136.845778度﻿ /34.481528; 136.845778座標:北緯34度28分53.5秒東経136度50分44.8秒﻿ / ﻿北緯34.481528度 東経136.845778度﻿ /34.481528; 136.845778","1955年（昭和30年）5月15日","株式会社 鳥羽水族館","株式会社 鳥羽水族館","総合","鳥羽水族館","株式会社 鳥羽水族館","近鉄志摩線中之郷駅より徒歩5分","24,981m2","TOBA AQUARIUM","約1,200種","奥出　協","丸幸商店","","ラッコ・ジュゴン","6,000t","","947,753人（2013年）"
"日向島","[イルカ島海洋遊園地（三重県鳥羽市、志摩マリンレジャーも参照）] 日向島 （ひなたじま）は、 三重県 鳥羽市 小浜町 の 鳥羽湾 にある 無人島 。通称「 イルカ島 」として知られている  。","https://ja.wikipedia.org/wiki/日向島","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度30分21.69秒東経136度50分14.29秒","日本三重県鳥羽市小浜町","","","","","","","","","0.11km²","","","","","","","","",""
"伊勢夫婦岩ふれあい水族館シーパラダイス","[伊勢夫婦岩ふれあい水族館シーパラダイス（三重県伊勢市）★] 伊勢夫婦岩ふれあい水族館シーパラダイス （いせめおといわふれあいすいぞくかんシーパラダイス）は 三重県 伊勢市 二見町江（旧・ 度会郡 二見町 江）にある 水族館  。略称、 伊勢シーパラダイス （いせシーパラダイス）  、 シーパラ 。名勝 二見浦 に隣接している。株式会社 伊勢夫婦岩パラダイス が運営。2015年9月までは 名鉄グループ に属していた  。","https://ja.wikipedia.org/wiki/伊勢夫婦岩ふれあい水族館シーパラダイス","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度30分26秒東経136度47分31秒","〒519-0602三重県伊勢市二見町江580","北緯34度30分26秒東経136度47分31秒﻿ / ﻿北緯34.50722度 東経136.79194度﻿ /34.50722; 136.79194座標:北緯34度30分26秒東経136度47分31秒﻿ / ﻿北緯34.50722度 東経136.79194度﻿ /34.50722; 136.79194","1966年7月21日","株式会社伊勢夫婦岩パラダイス","株式会社伊勢夫婦岩パラダイス","海獣、魚","ise-seaparadise.com","伊勢夫婦岩ふれあい水族館シーパラダイス","JR二見浦駅から徒歩20分","","伊勢シーパラダイス、シーパラ","","田村龍太（2020年4月現在）","二見浦観光センター二見シーパラダイス","","セイウチツメナシカワウソカリフォルニアアシカトド","","","244,876人（2010年）"
"道の駅紀宝町ウミガメ公園","[紀宝町ウミガメ公園（三重県南牟婁郡紀宝町、道の駅紀宝町ウミガメ公園内）] 道の駅紀宝町ウミガメ公園 （みちのえき きほうちょうウミガメこうえん）は、 三重県 南牟婁郡 紀宝町 にある 国道42号 の 道の駅 である。","https://ja.wikipedia.org/wiki/道の駅紀宝町ウミガメ公園","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯33度46分11秒東経136度01分43秒","〒519-5711三重県南牟婁郡紀宝町井田568-7","","","","","","","","","","","","","","","","","",""
"日本サンショウウオセンター (存在しないページ)","[日本サンショウウオセンター（三重県名張市）]","https://ja.wikipedia.org/w/index.php?title=日本サンショウウオセンター&amp;action=edit&amp;redlink=1","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"滋賀県立琵琶湖博物館","[滋賀県立琵琶湖博物館（滋賀県草津市）★] 滋賀県立琵琶湖博物館 （しがけんりつびわこはくぶつかん）は、 滋賀県 草津市 の 琵琶湖 湖岸 烏丸半島 にある県立の 博物館 。 湖 をテーマにした博物館としては 日本 で最大規模であり、淡水専門の水族展示を含め多彩な展示がある。2020年まで3期に分けてリニューアル中。","https://ja.wikipedia.org/wiki/滋賀県立琵琶湖博物館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯35度4分26.9秒東経135度56分5.7秒","〒525-0001滋賀県草津市下物町1091番地","北緯35度4分26.9秒東経135度56分5.7秒﻿ / ﻿北緯35.074139度 東経135.934917度﻿ /35.074139; 135.934917座標:北緯35度4分26.9秒東経135度56分5.7秒﻿ / ﻿北緯35.074139度 東経135.934917度﻿ /35.074139; 135.934917","1996年10月20日","滋賀県","滋賀県","淡水魚、琵琶湖","","滋賀県立琵琶湖博物館","JR草津駅（新快速でJR京都駅から約20分）から近江鉄道バスで約25分","","びわ博(びわはく)","","高橋啓一（2019年4月～）","","","","","",""
"京都水族館","[京都水族館（京都府京都市、梅小路公園内）★] 京都水族館 （きょうとすいぞくかん、 英語 表記：Kyoto Aquarium）は、 京都市 下京区 にある 梅小路公園 内の 水族館 。","https://ja.wikipedia.org/wiki/京都水族館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯34度59分15.2秒東経135度44分51.4秒","〒600-8835日本京都府京都市下京区観喜寺町35-1","北緯34度59分15.2秒東経135度44分51.4秒﻿ / ﻿北緯34.987556度 東経135.747611度﻿ /34.987556; 135.747611座標:北緯34度59分15.2秒東経135度44分51.4秒﻿ / ﻿北緯34.987556度 東経135.747611度﻿ /34.987556; 135.747611","2012年（平成24年）3月14日","オリックス不動産","","総合","京都水族館","","","建築面積5,948.25m2延べ床面積10,974.29m2","","約250種","松本 克彦","","総数約1万5000匹","淡水魚（イワナ、サクラマス、オヤニラミ等）、マダラトビエイ等エイ類、オオサンショウウオ、アオウミガメ、ケープペンギン、ハンドウイルカ、ゴマフアザラシ等","約3,000 t","約500t",""
"魚っ知館","[丹後魚っ知館（京都府宮津市、宮津エネルギー研究所内）★] 魚っ知館 （うおっちかん）は、 京都府 宮津市 小田宿野にある 水族館 。","https://ja.wikipedia.org/wiki/魚っ知館","日本の水族館","https://ja.wikipedia.org/wiki/日本の水族館","箇条書き,制限あり","北緯35度33分22秒 東経135度15分19秒","〒626-0052京都府宮津市小田宿野1001","","1989年8月","","","","宮津エネルギー研究所 丹後魚っ知館","関西電力宮津エネルギー研究所 丹後魚っ知館","#アクセス参照","","","","","","","","","",""
