"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","種類","時代","面積","文化財指定","外部リンク","国","都道府県","標高","分類","運営者","公式サイト","一般公開","地方","市町村コード","法人番号","総人口","人口密度","隣接自治体"
"子母口貝塚","[子母口貝塚（川崎市高津区）] 子母口貝塚 （しぼくちかいづか）は、 神奈川県 川崎市 高津区 子母口 に所在する 貝塚 である。 子母口式土器 の 標式遺跡 となっている。神奈川県指定 史跡 。","https://ja.wikipedia.org/wiki/子母口貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度34分21.6秒 東経139度37分42.9秒","","","","","","","","","","","","","","","","","","",""
"宿河原縄文時代低地遺跡 (存在しないページ)","[宿河原縄文時代低地遺跡（川崎市多摩区）]","https://ja.wikipedia.org/w/index.php?title=宿河原縄文時代低地遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"下原遺跡 (存在しないページ)","[下原遺跡（川崎市多摩区）]","https://ja.wikipedia.org/w/index.php?title=下原遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"権現台遺跡 (存在しないページ)","[権現台遺跡（川崎市多摩区）]","https://ja.wikipedia.org/w/index.php?title=権現台遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長尾台遺跡 (存在しないページ)","[長尾台遺跡（川崎市多摩区）]","https://ja.wikipedia.org/w/index.php?title=長尾台遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"長尾鯉坂遺跡 (存在しないページ)","[長尾鯉坂遺跡（川崎市宮前区）]","https://ja.wikipedia.org/w/index.php?title=長尾鯉坂遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小仙塚貝塚","[小仙塚貝塚（横浜市鶴見区）] 小仙塚貝塚 （しょうせんづかかいづか）は 神奈川県 横浜市 鶴見区 下末吉 6丁目にある 縄文時代 後期の 貝塚 である。 遺跡範囲 は現在の 神奈川県立鶴見高等学校 に相当する  。","https://ja.wikipedia.org/wiki/小仙塚貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度31分11.4秒 東経139度39分45.2秒","","","","","","","","","","","","","","","","","","",""
"菊名貝塚","[菊名貝塚（横浜市港北区）] 菊名貝塚 （きくなかいづか）は、 神奈川県 横浜市 港北区 菊名 （旧小字宮谷）の宮谷貝塚や 鶴見区 上の宮 （かみのみや）、鶴見区 東寺尾 に点在する貝塚群の総称である。","https://ja.wikipedia.org/wiki/菊名貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度30分40.2秒 東経139度38分12.8秒","","","","","","","","","","","","","","","","","","",""
"師岡貝塚","[師岡貝塚（横浜市港北区）] 師岡貝塚 （もろおかかいづか）は、 神奈川県 横浜市 港北区 師岡町 に所在する 貝塚 である  。別称は 「師岡熊野神社山内（貝塚）」 或いは 「権現山貝塚」  。1994年（平成6年）11月、横浜市の 指定文化財 （ 史跡 ）に指定された  。","https://ja.wikipedia.org/wiki/師岡貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度31分29.6秒 東経139度38分08.0秒","","","","","","","","","","","","","","","","","","",""
"北川貝塚","[北川貝塚（横浜市都筑区）] 北川貝塚 （きたがわかいづか）は、 神奈川県 横浜市 都筑区 早渕 3丁目30付近にあった、 旧石器時代 から 平安時代 にかけての 複合遺跡 である。","https://ja.wikipedia.org/wiki/北川貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度32分58.8秒 東経139度36分12.1秒","神奈川県横浜市都筑区早渕3丁目30","縄文時代の環状集落・貝塚～平安時代の集落","","","","","","","","","","","","","","","","",""
"花見山遺跡","[花見山遺跡（横浜市都筑区）] 花見山遺跡 （はなみやまいせき）は、 神奈川県 横浜市 都筑区 川和町 近辺にあった、約1万2000年前（ 縄文時代 草創期）の 遺跡 である。","https://ja.wikipedia.org/wiki/花見山遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度32分18.1秒 東経139度33分12.9秒","","","","","","","","","","","","","","","","","","",""
"称名寺貝塚","[称名寺貝塚（横浜市金沢区）] 称名寺貝塚 （しょうみょうじかいづか）または 称名寺貝塚群 （しょうみょうじかいづかぐん）は、 神奈川県 横浜市 金沢区 金沢町 から 寺前 1丁目付近に所在する 縄文時代 後期を中心とする 貝塚 である。この 遺跡 を 標式遺跡 として、縄文時代後期初頭に位置づけられる 縄文土器 の 型式 である「 称名寺式土器 」が設定されたことで知られる。","https://ja.wikipedia.org/wiki/称名寺貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度20分31秒 東経139度37分46.8秒","","","","","","","","","","","","","","","","","","",""
"野島貝塚","[野島貝塚（横浜市金沢区）] 野島貝塚 （のじまかいづか）は、 神奈川県 横浜市 金沢区 野島町 の 野島 に所在する 縄文時代 早期（およそ8000年前）の 貝塚 。横浜市指定 史跡  。2021年（令和3年）現在では横浜市内最古の貝塚であり、出土した土器の型式は、ここを 標式遺跡 として「野島式」と命名されている。","https://ja.wikipedia.org/wiki/野島貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度19分37.8秒 東経139度38分10.8秒","","","","","","","","","","","","","","","","","","",""
"元町貝塚","[元町貝塚（横浜市中区）] 元町貝塚 （もとまちかいづか）は、 横浜市 中区 山手町 97の アメリカ山公園 地下にある 縄文時代 中期の 貝塚 。横浜市指定 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/元町貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度26分29.4秒 東経139度39分06.3秒","","","","","","","","","","","","","","","","","","",""
"山手貝塚","[山手貝塚（横浜市中区）] 山手貝塚 （やまてかいづか）は、 横浜市 中区 山手町 に所在する 縄文時代 の 貝塚 。","https://ja.wikipedia.org/wiki/山手貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度26分17.9秒 東経139度39分08.1秒","","","","","","","","","","","","","","","","","","",""
"平台貝塚","[平台貝塚（横浜市中区）] 平台貝塚 （ひらだいかいづか）は、 神奈川県 横浜市 中区 本牧緑ヶ丘 37付近に所在する 縄文時代 前期の 貝塚 。 間門平台貝塚 （まかどひらだいかいづか）  、または 間門貝塚 、 真門貝塚 とも  。","https://ja.wikipedia.org/wiki/平台貝塚","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度25分22.7秒 東経139度39分07.0秒","","","","","","","","","","","","","","","","","","",""
"岡田遺跡","[岡田遺跡（高座郡寒川町）] 岡田遺跡 （おかだいせき）は、 神奈川県 高座郡 寒川町 で発掘された 縄文時代 中期の集落 遺跡 。 特別史跡 の 三内丸山遺跡 に匹敵する日本最大級の縄文遺跡である。","https://ja.wikipedia.org/wiki/岡田遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯35度22分23.8秒 東経139度23分50.5秒","神奈川県高座郡寒川町岡田","　集落遺跡","　縄文時代中期","","","","","","","","","","","","","","","",""
"長者ヶ原遺跡","[長者ヶ原遺跡（糸魚川市）] 長者ヶ原遺跡 （ちょうじゃがはらいせき）は、 新潟県 糸魚川市 一の宮にある 縄文時代 の 遺跡 。国の 史跡 に指定されている  。 姫川 の東の丘に位置する  。この遺跡出土の土器は、「長者ヶ原式土器」と呼ばれる  。住居跡・炉跡等の 遺構 が発見され、多くの 硬玉 原石とその加工品のほか、攻玉用の砥石や擦切用石器などが出土しており、縄文時代中期の硬玉製作跡であることが判明している。","https://ja.wikipedia.org/wiki/長者ヶ原遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度01分38秒東経137度51分55秒","日本新潟県糸魚川市","","","","","","","","80 m (262 ft)","","","","あり","","","","","",""
"寺地遺跡","[寺地遺跡（糸魚川市）] 寺地遺跡 （てらじいせき）は、 新潟県 糸魚川市 大字寺地にある 縄文時代 の 遺跡 。 1980年 （昭和55年）12月5日、国の 史跡 に指定された。","https://ja.wikipedia.org/wiki/寺地遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度01分30秒東経137度48分34秒","新潟県糸魚川市大字寺地","","縄文時代","","1980年-国史跡（馬高・三十稲場遺跡）","","","","","","","","","","","","","",""
"六反田南遺跡 (存在しないページ)","[六反田南遺跡(糸魚川市)]","https://ja.wikipedia.org/w/index.php?title=六反田南遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"馬高遺跡","[馬高遺跡（長岡市）] 馬高遺跡 （うまたかいせき）は、 新潟県 長岡市 関原町一丁目字中原にある 縄文時代 中期の 遺跡 。国の 史跡 に指定されている。","https://ja.wikipedia.org/wiki/馬高遺跡","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度26分49.8秒東経138度46分4.7秒","新潟県長岡市関原町1丁目","","縄文時代中期","","1979年-国史跡（馬高・三十稲場遺跡）","","","","","","","","","","","","","",""
"三十稲場遺跡 (存在しないページ)","[三十稲場遺跡（長岡市）]","https://ja.wikipedia.org/w/index.php?title=三十稲場遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"籠峰遺跡 (存在しないページ)","[籠峰遺跡（上越市）]","https://ja.wikipedia.org/w/index.php?title=籠峰遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"分谷地遺跡 (存在しないページ)","[分谷地遺跡]","https://ja.wikipedia.org/w/index.php?title=分谷地遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"青田遺跡 (存在しないページ)","[青田遺跡]","https://ja.wikipedia.org/w/index.php?title=青田遺跡&amp;action=edit&amp;redlink=1","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"小瀬ヶ沢洞窟","[小瀬ヶ沢洞窟] 阿賀町 （あがまち）は、 新潟県 下越地方 の 東蒲原郡 にある 町 。 2005年 に 津川町 ・ 鹿瀬町 ・ 三川村 ・ 上川村 の4町村が新設合併し発足した。","https://ja.wikipedia.org/wiki/小瀬ヶ沢洞窟","縄文時代の遺跡一覧","https://ja.wikipedia.org/wiki/縄文時代の遺跡一覧","箇条書き,制限あり","北緯37度40分32秒東経139度27分31.6秒","〒959-4495新潟県東蒲原郡阿賀町津川580番地北緯37度40分32秒東経139度27分31.6秒﻿ / ﻿北緯37.67556度 東経139.458778度﻿ /37.67556; 139.458778座標:北緯37度40分32秒東経139度27分31.6秒﻿ / ﻿北緯37.67556度 東経139.458778度﻿ /37.67556; 139.458778","","","952.89km2","","公式ウェブサイト","日本","新潟県","","","","","","中部地方、北陸地方甲信越地方、信越地方北信越地方、上信越地方広域関東圏","15385-1","9000020153851","9,724人（推計人口、2021年6月1日）","10.2人/km2","新発田市、阿賀野市、五泉市、三条市福島県：喜多方市、大沼郡金山町、耶麻郡西会津町、南会津郡只見町"
