"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開館","位置","外部リンク","専門分野","正式名称","管理運営","事業主体","延床面積","館長","建物設計","収蔵作品数","来館者数","アクセス","愛称","前身","閉館","学芸員","公式サイト"
"赤穂市立田淵記念館","[赤穂市立田淵記念館] 赤穂市立美術工芸館 田淵記念館 （あこうしりつびじゅつこうげいかん たぶちきねんかん）は 兵庫県 赤穂市 御崎 にある 美術館 。","https://ja.wikipedia.org/wiki/赤穂市立田淵記念館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度43分50.6秒東経134度24分24.6秒","〒678-0215兵庫県赤穂市御崎314-10","1997年","北緯34度43分50.6秒東経134度24分24.6秒﻿ / ﻿北緯34.730722度 東経134.406833度﻿ /34.730722; 134.406833座標:北緯34度43分50.6秒東経134度24分24.6秒﻿ / ﻿北緯34.730722度 東経134.406833度﻿ /34.730722; 134.406833","赤穂市立美術工芸館田淵記念館","茶道具、日本画、書","赤穂市立田淵記念館","公益財団法人赤穂市文化とみどり財団（指定管理者）","赤穂市","","","","","","","","","","",""
"岡之山美術館","[岡之山美術館] 西脇市岡之山美術館 （おかのやまびじゅつかん）は 兵庫県 西脇市 の 東経 135度と 北緯 35度の交点にあたる「 日本へそ公園 」内にある 美術館 。西脇市出身の 横尾忠則 の作品を主に展示、収納する目的で 1984年 10月 に開館。建物の設計は 磯崎新 。2013年以降は、現代美術の展示拠点として新スタートを切った  。","https://ja.wikipedia.org/wiki/岡之山美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度0分7.5秒東経134度59分52.5秒","〒677-0039兵庫県西脇市上比延町345-1","1984年10月","北緯35度0分7.5秒東経134度59分52.5秒﻿ / ﻿北緯35.002083度 東経134.997917度﻿ /35.002083; 134.997917座標:北緯35度0分7.5秒東経134度59分52.5秒﻿ / ﻿北緯35.002083度 東経134.997917度﻿ /35.002083; 134.997917","西脇市岡之山美術館","","西脇市岡之山美術館","公益財団法人西脇市文化・スポーツ振興財団","","387.96m2","","磯崎新","","","","","","","",""
"篠山市立歴史美術館","[篠山市立歴史美術館] 丹波篠山市立歴史美術館 （ささやましりつれきしびじゅつかん）は 兵庫県 丹波篠山市 にある 美術館 。 1982年 に開館した。","https://ja.wikipedia.org/wiki/篠山市立歴史美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度04分37.9秒東経135度13分11.6秒","〒669-2322兵庫県丹波篠山市呉服町53","1982年4月","北緯35度04分37.9秒東経135度13分11.6秒﻿ / ﻿北緯35.077194度 東経135.219889度﻿ /35.077194; 135.219889座標:北緯35度04分37.9秒東経135度13分11.6秒﻿ / ﻿北緯35.077194度 東経135.219889度﻿ /35.077194; 135.219889","","美術館","","","丹波篠山市","","","","","","","","篠山地方裁判所","","",""
"兵庫陶芸美術館","[兵庫陶芸美術館] 兵庫陶芸美術館 （ひょうごとうげいびじゅつかん）は、 兵庫県 丹波篠山市 にある、 陶磁器 をテーマとする 美術館 。 平安時代 から続く兵庫県の陶芸文化の継承と振興を目的として 虚空蔵山 の麓、 立杭陶の郷 の隣接地に開設された。 また当館が立地する自然と伝統文化が融合する 丹波立杭 において、 エコミュージアム 的環境の創出を目指し活動を続ける施設である。","https://ja.wikipedia.org/wiki/兵庫陶芸美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度59分2.34秒東経135度7分51.79秒","〒669-2135兵庫県丹波篠山市今田町上立杭4","2005年10月1日","北緯34度59分2.34秒東経135度7分51.79秒﻿ / ﻿北緯34.9839833度 東経135.1310528度﻿ /34.9839833; 135.1310528座標:北緯34度59分2.34秒東経135度7分51.79秒﻿ / ﻿北緯34.9839833度 東経135.1310528度﻿ /34.9839833; 135.1310528","http://www.mcart.jp/","陶磁器","","","兵庫県","6,542m2","乾由明","","","","","","","","",""
"伊藤清永記念館","[伊藤清永記念館] 伊藤清永記念館 （いとうきよながきねんかん）は、 兵庫県 豊岡市 出石町 にある市立 美術館 である。","https://ja.wikipedia.org/wiki/伊藤清永記念館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度27分42.6秒東経134度52分22.3秒","〒668-0214兵庫県豊岡市出石町内町98","1989年","北緯35度27分42.6秒東経134度52分22.3秒﻿ / ﻿北緯35.461833度 東経134.872861度﻿ /35.461833; 134.872861","","伊藤清永","","","","","","","","","","","出石町立伊藤美術館","","",""
"丹波市立植野記念美術館","[丹波市立植野記念美術館] 丹波市立植野記念美術館 （たんばしりつうえのきねんびじゅつかん）は、 兵庫県 丹波市 を流れる 加古川 を望む地に建築された丹波地方の中核 美術館 である。 1994年 に 氷上町 立の美術館として開館し、合併により新設された丹波市が当施設を継承した。","https://ja.wikipedia.org/wiki/丹波市立植野記念美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度10分23.7秒東経135度2分21.2秒","〒669-3603兵庫県丹波市氷上町西中615-4","1994年11月3日","北緯35度10分23.7秒東経135度2分21.2秒﻿ / ﻿北緯35.173250度 東経135.039222度﻿ /35.173250; 135.039222座標:北緯35度10分23.7秒東経135度2分21.2秒﻿ / ﻿北緯35.173250度 東経135.039222度﻿ /35.173250; 135.039222","","パプア・ニューギニア、中国、現代美術","","","丹波市","","","","","","","植野記念美術館","氷上町立植野記念美術館","","",""
"南あわじ市滝川記念美術館玉青館","[南あわじ市滝川記念美術館玉青館] 南あわじ市滝川記念美術館 玉青館 （みなみあわじしたきがわきねんびじゅつかん ぎょくせいかん）は、 兵庫県 南あわじ市 松帆西路にある日本初の現代南画の 美術館 であり、 直原玉青 の 個人美術館 である。 1991年 に開館した。中国の故宮博物館を模した建物である。","https://ja.wikipedia.org/wiki/南あわじ市滝川記念美術館玉青館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度18分58.5秒東経134度44分2.8秒","〒656-0314兵庫県南あわじ市松帆西路1137-1","1991年（平成3年）","北緯34度18分58.5秒東経134度44分2.8秒﻿ / ﻿北緯34.316250度 東経134.734111度﻿ /34.316250; 134.734111座標:北緯34度18分58.5秒東経134度44分2.8秒﻿ / ﻿北緯34.316250度 東経134.734111度﻿ /34.316250; 134.734111","南あわじ市滝川記念美術館 玉青館","現代南画","","","南あわじ市","","","","","","","玉青館","","","",""
"和歌山県立近代美術館","[和歌山県立近代美術館] 和歌山県立近代美術館 （わかやまけんりつきんだいびじゅつかん、 The Museum of Modern Art, Wakayama ）は 和歌山県 和歌山市 にある 美術館 。","https://ja.wikipedia.org/wiki/和歌山県立近代美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度13分30秒東経135度10分17.1秒","〒640-8137和歌山県和歌山市吹上1-4-14","1963年","北緯34度13分30秒東経135度10分17.1秒﻿ / ﻿北緯34.22500度 東経135.171417度﻿ /34.22500; 135.171417﻿ (和歌山県立近代美術館)座標:北緯34度13分30秒東経135度10分17.1秒﻿ / ﻿北緯34.22500度 東経135.171417度﻿ /34.22500; 135.171417﻿ (和歌山県立近代美術館)","","郷土作家コレクション（日本画・彫塑）、近・現代版画コレクション、戦後美術コレクション（日本画・洋画・写真・彫塑・陶芸）、玉井一郎コレクション（洋画・彫塑）","","","和歌山県","","","","","","","","和歌山県立美術館","","",""
"熊野古道なかへち美術館","[熊野古道なかへち美術館] 田辺市立美術館分館 熊野古道なかへち美術館 （たなべしりつびじゅつかんぶんかん くまのこどうなかへちびじゅつかん、 Kumanokodo Nakahechi Museum ）は、 和歌山県 の 熊野古道 中辺路の近露近くの山々に囲まれた谷間に建つ近代的な 公立 美術館 である。","https://ja.wikipedia.org/wiki/熊野古道なかへち美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯33度48分48.4秒東経135度36分22.2秒","〒646-1402和歌山県田辺市中辺路町近露891","1997年3月","北緯33度48分48.4秒東経135度36分22.2秒﻿ / ﻿北緯33.813444度 東経135.606167度﻿ /33.813444; 135.606167","","郷土作家コレクション","田辺市立美術館分館熊野古道なかへち美術館","田辺市教育委員会","田辺市","","","","","","","","（旧称）中辺路町立熊野古道なかへち美術館","","",""
"田辺市立美術館","[田辺市立美術館] 田辺市立美術館 （たなべしりつびじゅつかん、 Tanabe City Museum Of Art ）は 和歌山県 田辺市 の 新庄総合公園 内にある 美術館 。田辺市出身の実業家で収集家・脇村禮次郎より 寄託 されたコレクションを基礎に 1996年 開館した。","https://ja.wikipedia.org/wiki/田辺市立美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯33度41分50.6秒東経135度24分2.7秒","〒646-0015和歌山県田辺市たきない町24-43","1996年","北緯33度41分50.6秒東経135度24分2.7秒﻿ / ﻿北緯33.697389度 東経135.400750度﻿ /33.697389; 135.400750座標:北緯33度41分50.6秒東経135度24分2.7秒﻿ / ﻿北緯33.697389度 東経135.400750度﻿ /33.697389; 135.400750","","日本の文人画と近代絵画、郷土ゆかりの作家","田辺市立美術館","田辺市教育委員会","田辺市","","","","","","","","","","",""
"倉吉博物館・倉吉歴史民俗資料館","[倉吉博物館・倉吉歴史民俗資料館] 倉吉博物館・倉吉歴史民俗資料館 （くらよしはくぶつかん・くらよしれきしみんぞくしりょうかん）は 鳥取県 倉吉市 にある公立 美術館 ・ 博物館 。","https://ja.wikipedia.org/wiki/倉吉博物館・倉吉歴史民俗資料館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度25分44.5秒東経133度49分31.3秒","〒682-0824鳥取県倉吉市仲ノ町3445-8","1974年","北緯35度25分44.5秒東経133度49分31.3秒﻿ / ﻿北緯35.429028度 東経133.825361度﻿ /35.429028; 133.825361座標:北緯35度25分44.5秒東経133度49分31.3秒﻿ / ﻿北緯35.429028度 東経133.825361度﻿ /35.429028; 133.825361","","前田寛治菅楯彦長谷川富三郎考古学","","","鳥取県倉吉市","","","","","","","","倉吉郷土館","","",""
"米子市美術館","[米子市美術館] 米子市美術館 （よなごしびじゅつかん）は 鳥取県 米子市 にある 美術館 。","https://ja.wikipedia.org/wiki/米子市美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度25分43.5秒東経133度19分51.7秒","〒683-0822鳥取県米子市中町12","1983年","北緯35度25分43.5秒東経133度19分51.7秒﻿ / ﻿北緯35.428750度 東経133.331028度﻿ /35.428750; 133.331028座標:北緯35度25分43.5秒東経133度19分51.7秒﻿ / ﻿北緯35.428750度 東経133.331028度﻿ /35.428750; 133.331028","米子市美術館","國頭繁次郎植田正治中ハシ克シゲ","","一般財団法人米子市文化財団","鳥取県米子市","約2,200m2","","","","","","","","","",""
"島根県立美術館","[島根県立美術館] 島根県立美術館 （しまねけんりつびじゅつかん）は、 島根県 松江市 にある 美術館 。","https://ja.wikipedia.org/wiki/島根県立美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯35度27分34.7秒 東経133度3分9.3秒","〒690-0049島根県松江市袖師町","1999年3月","","島根県立美術館","","島根県立美術館","株式会社SPSしまね（指定管理者）","島根県","12,498.88m2","長谷川三郎","菊竹清訓建築設計事務所","","","","","","","",""
"島根県立石見美術館","[島根県立石見美術館] 島根県芸術文化センター グラントワ （しまねけんげいじゅつぶんかセンター グラントワ）は、 島根県 益田市 有明町にある芸術文化施設。 島根県立石見美術館 と、 島根県立いわみ芸術劇場 で構成され、 2005年 10月8日 に開館した。正式名称は「島根県芸術文化センター」で、「グラントワ」は愛称である。","https://ja.wikipedia.org/wiki/島根県立石見美術館","美術館の一覧","https://ja.wikipedia.org/wiki/美術館の一覧","箇条書き,制限あり","北緯34度40分21.6秒東経131度50分51.6秒","島根県益田市有明町5-15","2005年10月8日","北緯34度40分21.6秒東経131度50分51.6秒﻿ / ﻿北緯34.672667度 東経131.847667度﻿ /34.672667; 131.847667﻿ (島根県芸術文化センター グラントワGrand Toit)座標:北緯34度40分21.6秒東経131度50分51.6秒﻿ / ﻿北緯34.672667度 東経131.847667度﻿ /34.672667; 131.847667﻿ (島根県芸術文化センター グラントワGrand Toit)","www.grandtoit.jp","","","","","17,800m²","","","","","益田駅下車 徒歩15分","","","","",""
