"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","事業主体","位置","専門分野","管理運営","学校種別","設置者","本部所在地","学部","ウェブサイト","面積","研究科","正式名称","前身","キャンパス","分類","運営者"
"紫竹ガーデン","[紫竹ガーデン] 紫竹ガーデン （しちくガーデン）は、 北海道 帯広市 にある 観光庭園 。 多年草 を主に年間2500種類の草花が咲く。","https://ja.wikipedia.org/wiki/紫竹ガーデン","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"手宮公園","[手宮公園] 手宮公園 （てみやこうえん）は、 北海道 小樽市 にある 公園 。","https://ja.wikipedia.org/wiki/手宮公園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯43度12分54秒東経141度00分08秒","日本北海道小樽市手宮","1900年","小樽市：手宮公園","","","","","","","","","","19.7ヘクタール","","","","","総合公園","小樽市"
"豊平公園","[豊平公園] 豊平公園 （とよひらこうえん）は、 札幌市 豊平区 にある 公園 。","https://ja.wikipedia.org/wiki/豊平公園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯43度02分35秒東経141度22分42秒","日本札幌市豊平区豊平5条13丁目、美園5・6条1丁目","1977年","豊平公園","","","","","","","","","","7.4ヘクタール","","","農林省林業試験場","","地区公園","札幌市公園緑化協会（指定管理者）"
"平岡樹芸センター","[平岡樹芸センター] 平岡樹芸センター （ひらおかじゅげいセンター）は、 北海道 札幌市 清田区 に位置する 植物公園 （ 特殊公園  ）である。","https://ja.wikipedia.org/wiki/平岡樹芸センター","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯43度0分8.8秒東経141度27分5.4秒","〒004-0874札幌市清田区平岡4条3丁目","1984年","","札幌市","北緯43度0分8.8秒東経141度27分5.4秒﻿ / ﻿北緯43.002444度 東経141.451500度﻿ /43.002444; 141.451500座標:北緯43度0分8.8秒東経141度27分5.4秒﻿ / ﻿北緯43.002444度 東経141.451500度﻿ /43.002444; 141.451500","庭木","公益財団法人札幌市公園緑化協会","","","","","","","","札幌市緑化植物園平岡樹芸センター","竹澤養樹園","","",""
"平取町芽生すずらん群生地","[平取町芽生すずらん群生地] 平取町芽生すずらん群生地 （びらとりちょうめむ すずらんぐんせいち）は、 北海道 沙流郡 平取町 芽生に スズラン が自生する、野生群生地。所管は、平取町観光協会。","https://ja.wikipedia.org/wiki/平取町芽生すずらん群生地","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道ガーデン街道","[北海道ガーデン街道] 北海道ガーデン街道 （ほっかいどうガーデンかいどう）は、 北海道 旭川市 ・ 上川町 から 十勝 地方（ 帯広市 など）に至る道路の愛称名。 2009年 に命名された。","https://ja.wikipedia.org/wiki/北海道ガーデン街道","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"真鍋庭園","[真鍋庭園] 真鍋庭園 （まなべていえん）は北海道 帯広市 稲田町にある農園、 植物園 。国内における コニファー 希少品種の生産で知られる  。総面積は100ヘクタールで日本一の面積  。日本初のコニファー庭園とされる  。","https://ja.wikipedia.org/wiki/真鍋庭園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯42度53分3.9秒 東経143度12分14.7秒","","","","","","","","","","","","","","","","","","",""
"美郷町ラベンダー園","[美郷町ラベンダー園] 美郷町ラベンダー園 （みさとちょうラベンダーえん）とは、 秋田県 仙北郡 美郷町 千屋字大台野に所在する植物公園で、初夏には ラベンダー が楽しめる。毎年、6月中旬から7月上旬にかけ「ラベンダーまつり」が開催され、案内所が開設されるほか軽食や飲料を販売する店舗が出店する。","https://ja.wikipedia.org/wiki/美郷町ラベンダー園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"花と泉の公園","[花と泉の公園（岩手県一関市）] 花と泉の公園 （はなといずみのこうえん）は、 岩手県 一関市 花泉町 にある一関市立の 植物園 。2000年オープンの大型 温室 ベゴニア館(一部2階建て約200坪)を中心に、9000坪の面積を誇る東北有数の植物園である。","https://ja.wikipedia.org/wiki/花と泉の公園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","〒029-3103岩手県一関市花泉町老松字下宮沢159-1","2000年","","一関市","","","花泉観光開発株式会社","","","","","","","","花と泉の公園","","","",""
"逢瀬公園・緑化センター","[逢瀬公園・緑化センター（福島県郡山市）] 逢瀬公園・緑化センター （おうせこうえん・りょっかセンター）は、 福島県 郡山市 にある 公園 および緑化センターである。 逢瀬公園 と 福島県総合緑化センター が併設されており、標高280m - 350m、東西約900m、南北約600m、面積は全体で32.5haの広さがある。財団法人 福島県都市公園・緑化協会が管理。","https://ja.wikipedia.org/wiki/逢瀬公園・緑化センター","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯37度24分38.4秒東経140度16分25.7秒","日本福島県郡山市","1979年","逢瀬公園・緑化センター","","","","","","","","","","32.5ha","","","","","","公益財団法人　福島県都市公園・緑化協会"
"いわき市フラワーセンター","[いわき市フラワーセンター（福島県いわき市）] いわき市フラワーセンター （いわきしフラワーセンター）は、 福島県 いわき市 にあるいわき市立の 植物園 である。","https://ja.wikipedia.org/wiki/いわき市フラワーセンター","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","〒970-8018福島県いわき市平四ツ波字石森116番地","1975年（昭和50年）4月28日","","いわき市","","植物","常磐開発株式会社（指定管理者）","","","","","","","","いわき市フラワーセンター","","","",""
"どんでん平ゆり園","[どんでん平ゆり園] どんでん平ゆり園 （どんでんだいらゆりえん）は、 山形県 西置賜郡 飯豊町 にある ゆり園 。","https://ja.wikipedia.org/wiki/どんでん平ゆり園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","〒999-0602山形県西置賜郡飯豊町大字萩生3341","","","(有)どんでん平ゆり園","","ユリ","","","","","","","","","いいでどんでん平ゆり園","","","",""
"フラワーパーク花夢花夢","[フラワーパーク花夢花夢] フラワーパーク花夢花夢 （フラワーパークかむかむ）は、 山形県 山形市 にあった 植物園 。","https://ja.wikipedia.org/wiki/フラワーパーク花夢花夢","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","〒990-2334山形県山形市蔵王成沢字早林山2890","1989年7月","","山形県山形市蔵王成沢","","植物","ジューキ工業","","","","","","","","花と緑のフラワーパーク 花夢花夢","","","",""
"みちのく真野万葉植物園","[みちのく真野万葉植物園] 鹿島区 （かしまく）は、 福島県 南相馬市 の 地域自治区 の一つ。南相馬市北部に位置する。","https://ja.wikipedia.org/wiki/みちのく真野万葉植物園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","","〒979-2334福島県南相馬市鹿島区西町1-1","","","","","","","","","","","","91.95km²","","","","","",""
"東沢バラ公園","[東沢バラ公園] 東沢バラ公園 （ひがしざわバラこうえん）は、 山形県 村山市 にある 植物園 。","https://ja.wikipedia.org/wiki/東沢バラ公園","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯38度28分53.6秒東経140度24分14.1秒","〒995-0023山形県村山市楯岡東沢1番25号","","","山形県村山市","北緯38度28分53.6秒東経140度24分14.1秒﻿ / ﻿北緯38.481556度 東経140.403917度﻿ /38.481556; 140.403917座標:北緯38度28分53.6秒東経140度24分14.1秒﻿ / ﻿北緯38.481556度 東経140.403917度﻿ /38.481556; 140.403917","バラ","商工観光課","","","","","","","","","","","",""
"仙台市農業園芸センター","[仙台市農業園芸センター] 仙台市農業園芸センター （せんだいしのうぎょうえんげいセンター）は、 仙台市 若林区 にある農業園芸施設。","https://ja.wikipedia.org/wiki/仙台市農業園芸センター","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯38度14分14.41秒東経140度58分1.01秒","〒984-0032宮城県仙台市若林区荒井字切新田13-1","1989年6月","","仙台市","北緯38度14分14.41秒東経140度58分1.01秒﻿ / ﻿北緯38.2373361度 東経140.9669472度﻿ /38.2373361; 140.9669472","総合","仙台市","","","","","","","","","養種園","","",""
"あしかがフラワーパーク","[あしかがフラワーパーク（栃木県足利市）] あしかがフラワーパーク は、 栃木県 足利市 迫間町にある 花 の テーマパーク  。足利三名所の一つ  。","https://ja.wikipedia.org/wiki/あしかがフラワーパーク","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯36度18分54.0秒東経139度31分19.3秒","〒329-4216栃木県足利市迫間607","1997年","あしかがフラワーパーク","","北緯36度18分54.0秒東経139度31分19.3秒﻿ / ﻿北緯36.315000度 東経139.522028度﻿ /36.315000; 139.522028座標:北緯36度18分54.0秒東経139度31分19.3秒﻿ / ﻿北緯36.315000度 東経139.522028度﻿ /36.315000; 139.522028","","株式会社足利フラワーリゾート","","","","","","","","","早川農園","","",""
"ハンターマウンテンゆりパーク","[ハンターマウンテンゆりパーク] ハンターマウンテン塩原 （ハンターマウンテンしおばら）は、 栃木県 那須塩原市 にある 東急不動産 系の スキー場 である。","https://ja.wikipedia.org/wiki/ハンターマウンテンゆりパーク","日本の植物園一覧","https://ja.wikipedia.org/wiki/日本の植物園一覧","箇条書き,制限あり","北緯36度56分17秒東経139度45分10秒","〒329-2922栃木県那須塩原市湯本塩原字前黒","","www.hunter.co.jp/winter/","","","","","","","","","","","","","","","",""
