"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","乗車人員,-統計年度-","駅番号","乗降人員,-統計年度-","乗換","乗車人員,-統計年次-","乗降人員,-統計年次-","住所","公式サイト","所有者","総支配人"
"東福間駅","東福間駅（ひがしふくまえき）","https://ja.wikipedia.org/wiki/東福間駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度46分27.1秒東経130度30分38.91秒","JA鹿児島本線","53.9 km（門司港起点）","九州旅客鉄道（JR九州）","1978年（昭和53年）10月2日","地上駅（橋上駅）","2面2線","福岡県福津市東福間一丁目1-1北緯33度46分27.1秒東経130度30分38.91秒﻿ / ﻿北緯33.774194度 東経130.5108083度﻿ /33.774194; 130.5108083座標:北緯33度46分27.1秒東経130度30分38.91秒﻿ / ﻿北緯33.774194度 東経130.5108083度﻿ /33.774194; 130.5108083","業務委託駅みどりの窓口有","ヒフ","2,479人/日（降車客含まず）-2019年-","JA  12 ","","","","","","","",""
"東福山駅","東福山駅（ひがしふくやまえき）","https://ja.wikipedia.org/wiki/東福山駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度29分42.68秒東経133度24分19.43秒","W山陽本線","197.5 km（神戸起点）","西日本旅客鉄道（JR西日本）日本貨物鉄道（JR貨物）","1966年（昭和41年）6月15日（貨物）1979年（昭和54年）4月1日（旅客）","地上駅（橋上駅）","2面2線","広島県福山市引野町五丁目50-10（JR西日本）広島県福山市引野町四丁目50-1（JR貨物）北緯34度29分42.68秒東経133度24分19.43秒﻿ / ﻿北緯34.4951889度 東経133.4053972度﻿ /34.4951889; 133.4053972座標:北緯34度29分42.68秒東経133度24分19.43秒﻿ / ﻿北緯34.4951889度 東経133.4053972度﻿ /34.4951889; 133.4053972","業務委託駅みどりの窓口有","ヒフ","4,395人/日（降車客含まず）-2018年-","JR-W13","","","","","","","",""
"東総元駅","東総元駅（ひがしふさもとえき）","https://ja.wikipedia.org/wiki/東総元駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度15分33.8秒東経140度14分51.4秒","■いすみ線","19.6 km（大原起点）","いすみ鉄道","1937年（昭和12年）2月1日","地上駅","1面1線","千葉県夷隅郡大多喜町大戸626北緯35度15分33.8秒東経140度14分51.4秒座標:北緯35度15分33.8秒 東経140度14分51.4秒","無人駅","ヒト","3人/日（降車客含まず）-2018年-","","","","","","","","",""
"東藤島駅","東藤島駅（ひがしふじしまえき）","https://ja.wikipedia.org/wiki/東藤島駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度5分12秒東経136度16分11.5秒","■勝山永平寺線","5.3 km（福井起点）","えちぜん鉄道","1914年（大正3年）2月11日","地上駅","1面1線","福井県福井市藤島町48-4-2北緯36度5分12秒東経136度16分11.5秒﻿ / ﻿北緯36.08667度 東経136.269861度﻿ /36.08667; 136.269861座標:北緯36度5分12秒東経136度16分11.5秒﻿ / ﻿北緯36.08667度 東経136.269861度﻿ /36.08667; 136.269861","無人駅","","","○E7","126人/日-2018年-","","","","","","",""
"東伏見駅","東伏見駅（ひがしふしみえき）","https://ja.wikipedia.org/wiki/東伏見駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度43分43.3秒東経139度33分51.3秒","■新宿線","15.3 km（西武新宿起点）","西武鉄道","1927年（昭和2年）4月16日","地上駅（橋上駅）","2面4線","東京都西東京市東伏見二丁目5-1北緯35度43分43.3秒東経139度33分51.3秒﻿ / ﻿北緯35.728694度 東経139.564250度﻿ /35.728694; 139.564250﻿ (東伏見駅)座標:北緯35度43分43.3秒東経139度33分51.3秒﻿ / ﻿北緯35.728694度 東経139.564250度﻿ /35.728694; 139.564250﻿ (東伏見駅)","ホーム有効長は10両編成分。","","","SS15","24,951人/日-2019年-","","","","","","",""
"東藤原駅","東藤原駅（ひがしふじわらえき）","https://ja.wikipedia.org/wiki/東藤原駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度8分51.54秒東経136度29分56.04秒","三岐線","23.1 km（富田起点）","三岐鉄道","1931年（昭和6年）7月23日[1]","地上駅","1面2線","三重県いなべ市藤原町東禅寺895北緯35度8分51.54秒東経136度29分56.04秒﻿ / ﻿北緯35.1476500度 東経136.4989000度﻿ /35.1476500; 136.4989000座標:北緯35度8分51.54秒東経136度29分56.04秒﻿ / ﻿北緯35.1476500度 東経136.4989000度﻿ /35.1476500; 136.4989000","","フジ","39人/日（降車客含まず）-2019年-","","","","","","","","",""
"東二見駅","東二見駅（ひがしふたみえき）","https://ja.wikipedia.org/wiki/東二見駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","本線","27.3km（西代起点）梅田から64.4 km","山陽電気鉄道","1923年（大正12年）8月19日[1][2]","地上駅（橋上駅）[1]","3面5線[1]","","","","4,389人/日（降車客含まず）-2017年-","●SY 25","","","","","","","",""
"東府中駅","東府中駅（ひがしふちゅうえき）","https://ja.wikipedia.org/wiki/東府中駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度40分8秒東経139度29分43秒","■京王線","20.4 km（新宿起点）","京王電鉄","1916年（大正5年）10月31日[1]","地上駅","3面4線","東京都府中市清水が丘一丁目8-3北緯35度40分8秒東経139度29分43秒﻿ / ﻿北緯35.66889度 東経139.49528度﻿ /35.66889; 139.49528﻿ (東府中駅)座標:北緯35度40分8秒東経139度29分43秒﻿ / ﻿北緯35.66889度 東経139.49528度﻿ /35.66889; 139.49528﻿ (東府中駅)","","","","KO23","21,274人/日-2019年-","","","","","","",""
"東福生駅","東福生駅（ひがしふっさえき）","https://ja.wikipedia.org/wiki/東福生駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度44分44.7秒東経139度20分9.4秒","■八高線","12.7 km（八王子起点）","東日本旅客鉄道（JR東日本）","1931年（昭和6年）12月10日[1]","地上駅（橋上駅）","1面2線[1]","東京都福生市武蔵野台一丁目1-7北緯35度44分44.7秒東経139度20分9.4秒座標:北緯35度44分44.7秒 東経139度20分9.4秒","無人駅[1]（自動券売機 有）","ヒサ","1,422人/日（降車客含まず）-2010年-","","","","","","","","",""
"東船岡駅","東船岡駅（ひがしふなおかえき）","https://ja.wikipedia.org/wiki/東船岡駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯38度03分0.70秒東経140度47分23.18秒","■阿武隈急行線","51.3 km（福島起点）","阿武隈急行","1968年（昭和43年）4月1日","地上駅","2面2線","宮城県柴田郡柴田町大字上名生字東船岡北緯38度03分0.70秒東経140度47分23.18秒﻿ / ﻿北緯38.0501944度 東経140.7897722度﻿ /38.0501944; 140.7897722座標:北緯38度03分0.70秒東経140度47分23.18秒﻿ / ﻿北緯38.0501944度 東経140.7897722度﻿ /38.0501944; 140.7897722","無人駅","","159人/日（降車客含まず）-2015年-","","","","","","","","",""
"東船橋駅","東船橋駅（ひがしふなばしえき）","https://ja.wikipedia.org/wiki/東船橋駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度41分59秒東経140度0分15秒","■総武線（各駅停車）（正式には総武本線）","25.0 km（東京起点）[1]千葉から14.2 km","東日本旅客鉄道（JR東日本）","1981年（昭和56年）10月1日[1]","地上駅（橋上駅）[1]","1面2線[1]","千葉県船橋市東船橋二丁目10-1北緯35度41分59秒東経140度0分15秒座標:北緯35度41分59秒 東経140度0分15秒","業務委託駅","ヒフ","20,542人/日（降車客含まず）-2019年-","JB32","","","","","","","",""
"東別院駅","東別院駅（ひがしべついんえき）","https://ja.wikipedia.org/wiki/東別院駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度9分1秒東経136度54分17秒","名城線","8.2 km（大曽根起点）","名古屋市交通局（名古屋市営地下鉄）","1967年（昭和42年）3月30日","地下駅","2面2線","名古屋市中区大井町3-24北緯35度9分1秒東経136度54分17秒﻿ / ﻿北緯35.15028度 東経136.90472度﻿ /35.15028; 136.90472座標:北緯35度9分1秒東経136度54分17秒﻿ / ﻿北緯35.15028度 東経136.90472度﻿ /35.15028; 136.90472","","","7,738人/日（降車客含まず）-2019年-","M02","15,357[1]人/日-2019年-","","","","","","",""
"東別府駅","東別府駅（ひがしべっぷえき）","https://ja.wikipedia.org/wiki/東別府駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯33度16分4.04秒東経131度30分38.34秒","■日豊本線","122.8 km（小倉起点）","九州旅客鉄道（JR九州）","1911年（明治44年）11月1日[3]","地上駅","2面2線[1]","大分県別府市浜脇一丁目[1]北緯33度16分4.04秒東経131度30分38.34秒","業務委託駅[4]*1934年に浜脇駅から改称[1]。","ヒヘ","229人/日（降車客含まず）-2016年[2]-","","509人/日-2016年[2]-","","","","","","",""
"東本願寺前停留場","東本願寺前停留場（ひがしほんがんじまえていりゅうじょう）","https://ja.wikipedia.org/wiki/東本願寺前停留場","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯43度3分6.1秒東経141度20分58.3秒","山鼻線","3.161 km（中央図書館前起点）","札幌市交通事業振興公社（札幌市電）","1923年8月12日","地上駅（停留場）","2面2線","札幌市中央区南7条西7丁目北緯43度3分6.1秒東経141度20分58.3秒﻿ / ﻿北緯43.051694度 東経141.349528度﻿ /43.051694; 141.349528座標:北緯43度3分6.1秒東経141度20分58.3秒﻿ / ﻿北緯43.051694度 東経141.349528度﻿ /43.051694; 141.349528","運行系統上の起点となる西4丁目より7.751 km","","","○SC21","888[1]人/日-2019年-","","","","","","",""
"東舞鶴駅","東舞鶴駅（ひがしまいづるえき）","https://ja.wikipedia.org/wiki/東舞鶴駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度28分6.87秒東経135度23分41.26秒","L舞鶴線","24.6 km（綾部起点）","西日本旅客鉄道（JR西日本）","1904年（明治37年）11月3日","高架駅[1]","1面2線[1]","京都府舞鶴市浜町5-3北緯35度28分6.87秒東経135度23分41.26秒﻿ / ﻿北緯35.4685750度 東経135.3947944度﻿ /35.4685750; 135.3947944座標:北緯35度28分6.87秒東経135度23分41.26秒﻿ / ﻿北緯35.4685750度 東経135.3947944度﻿ /35.4685750; 135.3947944","直営駅みどりの窓口有","ヒル","1,537人/日（降車客含まず）-2017年-","","","","","","","","",""
"東松江駅 (島根県)","東松江駅 (島根県)（ひがしまつええき・西日本旅客鉄道山陰本線）","https://ja.wikipedia.org/wiki/東松江駅_(島根県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度26分43.43秒東経133度7分42.29秒","D山陰本線","345.3 km（京都起点）","西日本旅客鉄道（JR西日本）","1908年（明治41年）11月8日","地上駅","2面3線","島根県松江市八幡町821北緯35度26分43.43秒東経133度7分42.29秒﻿ / ﻿北緯35.4453972度 東経133.1284139度﻿ /35.4453972; 133.1284139﻿ (東松江駅*)","無人駅","ヒエマタ（馬潟駅時代）","87人/日（降車客含まず）-2018年-","","","","","","","","",""
"東松江駅 (和歌山県)","東松江駅 (和歌山県)（ひがしまつええき・南海加太線）","https://ja.wikipedia.org/wiki/東松江駅_(和歌山県)","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度14分52.5秒東経135度8分26.3秒","■加太線*","2.6km（紀ノ川起点）和歌山市から5.2 km","南海電気鉄道","1930年（昭和5年）12月1日","地上駅","1面2線","和歌山県和歌山市松江東四丁目14番1号北緯34度14分52.5秒東経135度8分26.3秒﻿ / ﻿北緯34.247917度 東経135.140639度﻿ /34.247917; 135.140639座標:北緯34度14分52.5秒東経135度8分26.3秒﻿ / ﻿北緯34.247917度 東経135.140639度﻿ /34.247917; 135.140639","* この他北島支線（加太線旧線）（1966年廃止）","ヒエ","","NK 44-1","947人/日-2019年-","","","","","","",""
"東松阪駅","東松阪駅（ひがしまつさかえき）","https://ja.wikipedia.org/wiki/東松阪駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯34度33分54.54秒東経136度32分46.45秒","M山田線","10.0 km（伊勢中川起点）","近畿日本鉄道（近鉄）","1930年（昭和5年）3月27日","地上駅","2面2線","三重県松阪市大津町久地353-1北緯34度33分54.54秒東経136度32分46.45秒﻿ / ﻿北緯34.5651500度 東経136.5462361度﻿ /34.5651500; 136.5462361座標:北緯34度33分54.54秒東経136度32分46.45秒﻿ / ﻿北緯34.5651500度 東経136.5462361度﻿ /34.5651500; 136.5462361","無人駅[1][2]（自動券売機 有）","ヒマサ","1,101人/日（降車客含まず）-2019年-"," M65 ","","","","","","","",""
"東松戸駅","東松戸駅（ひがしまつどえき）","https://ja.wikipedia.org/wiki/東松戸駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","","","","北総鉄道（駅詳細）京成電鉄（駅詳細）東日本旅客鉄道（JR東日本・駅詳細）","","","","千葉県松戸市東松戸","","","","","","","","","","","",""
"東松原駅","東松原駅（ひがしまつばらえき）","https://ja.wikipedia.org/wiki/東松原駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯35度39分45.5秒東経139度39分20秒","■井の頭線","4.0 km（渋谷起点）","京王電鉄","1933年（昭和8年）8月1日","地上駅","1面2線","東京都世田谷区松原五丁目2番6号北緯35度39分45.5秒東経139度39分20秒﻿ / ﻿北緯35.662639度 東経139.65556度﻿ /35.662639; 139.65556座標:北緯35度39分45.5秒東経139度39分20秒﻿ / ﻿北緯35.662639度 東経139.65556度﻿ /35.662639; 139.65556","","","","IN07","18,499人/日-2019年-","","","","","","",""
"東松山駅","東松山駅（ひがしまつやまえき）","https://ja.wikipedia.org/wiki/東松山駅","日本の鉄道駅一覧_ひ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_ひ","箇条書き,制限あり","北緯36度2分5.4秒東経139度24分6.1秒","■東上本線","49.9 km（池袋起点）","東武鉄道","1923年（大正12年）10月1日","地上駅","2面2線","埼玉県東松山市箭弓町一丁目12-11北緯36度2分5.4秒東経139度24分6.1秒﻿ / ﻿北緯36.034833度 東経139.401694度﻿ /36.034833; 139.401694﻿ (東松山駅*)座標:北緯36度2分5.4秒東経139度24分6.1秒﻿ / ﻿北緯36.034833度 東経139.401694度﻿ /36.034833; 139.401694﻿ (東松山駅*)","*1954年（昭和29年）10月に「武州松山駅」から改称。業務委託駅　","マツ","","TJ29","28,778人/日-2019年-","","","","","","",""
