"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","製造所","編成","電気方式","最高運転速度","車両定員"
"秋田貨物駅","秋田貨物駅（あきたかもつえき）","https://ja.wikipedia.org/wiki/秋田貨物駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度44分27.3秒東経140度6分24.2秒","奥羽本線","302.3 km（福島起点）","日本貨物鉄道（JR貨物）","地上駅","1964年（昭和39年）10月1日","なし","秋田県秋田市泉菅野一丁目19-1.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯39度44分27.3秒東経140度6分24.2秒﻿ / ﻿北緯39.740917度 東経140.106722度﻿ /39.740917; 140.106722座標:北緯39度44分27.3秒東経140度6分24.2秒﻿ / ﻿北緯39.740917度 東経140.106722度﻿ /39.740917; 140.106722","貨物専用駅","アツ","","","","","","","","","",""
"秋田港駅","秋田港駅（あきたこうえき・臨時）","https://ja.wikipedia.org/wiki/秋田港駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯39度45分22.7秒東経140度3分44.3秒","奥羽本線貨物支線","1.8 km（土崎起点）","日本貨物鉄道（JR貨物）東日本旅客鉄道（JR東日本）*","地上駅","1919年（大正8年）10月15日","1面1線","秋田県秋田市土崎港西一丁目12.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯39度45分22.7秒東経140度3分44.3秒﻿ / ﻿北緯39.756306度 東経140.062306度﻿ /39.756306; 140.062306座標:北緯39度45分22.7秒東経140度3分44.3秒﻿ / ﻿北緯39.756306度 東経140.062306度﻿ /39.756306; 140.062306","定期貨物列車の発着なし","アコ","","","","","","","","","",""
"あきた白神駅","あきた白神駅（あきたしらかみえき）","https://ja.wikipedia.org/wiki/あきた白神駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","■五能線","26.1 km（東能代起点）","東日本旅客鉄道（JR東日本）","地上駅","1997年（平成9年）10月1日[1]","1面1線[1]","","簡易委託駅[1]POS端末設置","キラ","","29人/日（降車客含まず）-2019年-","","","","","","","",""
"秋津駅","秋津駅（あきつえき・西武鉄道池袋線）","https://ja.wikipedia.org/wiki/秋津駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度46分41.81秒東経139度29分48.3秒","■池袋線","21.8km（池袋起点）小竹向原から18.4 km","西武鉄道","地上駅","1917年（大正6年）12月12日","2面2線","東京都東村山市秋津町五丁目7-8.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度46分41.81秒東経139度29分48.3秒﻿ / ﻿北緯35.7782806度 東経139.496750度﻿ /35.7782806; 139.496750﻿ (秋津駅)座標:北緯35度46分41.81秒東経139度29分48.3秒﻿ / ﻿北緯35.7782806度 東経139.496750度﻿ /35.7782806; 139.496750﻿ (秋津駅)","","","SI16","","81,168人/日-2019年-","新秋津駅（JR武蔵野線）","","","","","",""
"安芸津駅","安芸津駅（あきつえき・西日本旅客鉄道呉線）","https://ja.wikipedia.org/wiki/安芸津駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度19分6.07秒東経132度49分3.67秒","Y呉線","34.7 km（三原起点）","西日本旅客鉄道（JR西日本）","地上駅","1935年（昭和10年）2月17日[1]","2面2線","広島県東広島市安芸津町三津441.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度19分6.07秒東経132度49分3.67秒﻿ / ﻿北緯34.3183528度 東経132.8176861度﻿ /34.3183528; 132.8176861座標:北緯34度19分6.07秒東経132度49分3.67秒﻿ / ﻿北緯34.3183528度 東経132.8176861度﻿ /34.3183528; 132.8176861","簡易委託駅POS端末設置*1949年に安芸三津駅から改称[2]。","キツ","JR-Y23","352人/日（降車客含まず）-2019年-","","","","","","","",""
"安芸長束駅","安芸長束駅（あきながつかえき）","https://ja.wikipedia.org/wiki/安芸長束駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度25分43.57秒東経132度27分22.11秒","B可部線","2.6km（横川起点）広島から5.6 km","西日本旅客鉄道（JR西日本）","地上駅","1928年（昭和3年）11月19日","2面2線","広島市安佐南区長束四丁目1-12.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度25分43.57秒東経132度27分22.11秒﻿ / ﻿北緯34.4287694度 東経132.4561417度﻿ /34.4287694; 132.4561417座標:北緯34度25分43.57秒東経132度27分22.11秒﻿ / ﻿北緯34.4287694度 東経132.4561417度﻿ /34.4287694; 132.4561417","業務委託駅みどりの窓口有広島市内駅","ナツ","JR-B05","3,068人/日（降車客含まず）-2019年-","","","","","","","",""
"安芸中野駅","安芸中野駅（あきなかのえき）","https://ja.wikipedia.org/wiki/安芸中野駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度23分27.83秒東経132度33分47.83秒","G山陽本線","294.4 km（神戸起点）","西日本旅客鉄道（JR西日本）","地上駅","1920年（大正9年）8月15日","2面3線","広島市安芸区中野二丁目2-3.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度23分27.83秒東経132度33分47.83秒﻿ / ﻿北緯34.3910639度 東経132.5632861度﻿ /34.3910639; 132.5632861座標:北緯34度23分27.83秒東経132度33分47.83秒﻿ / ﻿北緯34.3910639度 東経132.5632861度﻿ /34.3910639; 132.5632861","業務委託駅みどりの窓口有広島市内駅","ナノ","JR-G05","2,945人/日（降車客含まず）-2019年-","","","","","","","",""
"安芸長浜駅","安芸長浜駅（あきながはまえき）","https://ja.wikipedia.org/wiki/安芸長浜駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度20分16.50秒東経132度57分43.25秒","Y呉線","20.0 km（三原起点）","西日本旅客鉄道（JR西日本）","地上駅","1994年（平成6年）10月1日[1]","1面1線","広島県竹原市忠海長浜一丁目.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度20分16.50秒東経132度57分43.25秒﻿ / ﻿北緯34.3379167度 東経132.9620139度﻿ /34.3379167; 132.9620139座標:北緯34度20分16.50秒東経132度57分43.25秒﻿ / ﻿北緯34.3379167度 東経132.9620139度﻿ /34.3379167; 132.9620139","無人駅（自動券売機 有）","ナハ","JR-Y27","168人/日（降車客含まず）-2018年-","","","","","","","",""
"秋葉原駅","秋葉原駅（あきはばらえき）","https://ja.wikipedia.org/wiki/秋葉原駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）東京地下鉄（東京メトロ・駅詳細）首都圏新都市鉄道（駅詳細）","","","","東京都千代田区","","","","","","S08[1]岩本町駅[2]（都営地下鉄新宿線）","","","","","",""
"安芸矢口駅","安芸矢口駅（あきやぐちえき）","https://ja.wikipedia.org/wiki/安芸矢口駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度27分46.66秒東経132度29分42.46秒","P芸備線","149.3km（備中神代起点）三次から59.0 km","西日本旅客鉄道（JR西日本）","地上駅","1915年（大正4年）4月28日","1面2線","広島市安佐北区口田一丁目13-26.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度27分46.66秒東経132度29分42.46秒﻿ / ﻿北緯34.4629611度 東経132.4951278度﻿ /34.4629611; 132.4951278座標:北緯34度27分46.66秒東経132度29分42.46秒﻿ / ﻿北緯34.4629611度 東経132.4951278度﻿ /34.4629611; 132.4951278","業務委託駅みどりの窓口有広島市内駅","ヤチ","JR-P04","1,902人/日（降車客含まず）-2019年-","","","","","","","",""
"秋山駅","秋山駅（あきやまえき）","https://ja.wikipedia.org/wiki/秋山駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度45分55.03秒東経139度55分50.63秒","■北総線","6.2 km（京成高砂起点）","北総鉄道","半地下駅","1991年（平成3年）3月31日[1]","2面2線","千葉県松戸市秋山一丁目53北緯35度45分55.03秒東経139度55分50.63秒座標:北緯35度45分55.03秒 東経139度55分50.63秒","","","HS04","","7,247人/日-2017年-","","","","","","",""
"鮎喰駅","鮎喰駅（あくいえき）","https://ja.wikipedia.org/wiki/鮎喰駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度4分38.91秒東経134度30分23.1秒","■徳島線","64.5 km（佃起点）","四国旅客鉄道（JR四国）","地上駅","1934年（昭和9年）9月20日[1]","1面1線","徳島県徳島市南島田町四丁目1番地.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度4分38.91秒東経134度30分23.1秒﻿ / ﻿北緯34.0774750度 東経134.506417度﻿ /34.0774750; 134.506417座標:北緯34度4分38.91秒東経134度30分23.1秒﻿ / ﻿北緯34.0774750度 東経134.506417度﻿ /34.0774750; 134.506417","無人駅[2]","クイ","○B03","","432人/日-2019年-","","","","","","",""
"阿久比駅","阿久比駅（あぐいえき）","https://ja.wikipedia.org/wiki/阿久比駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度55分53秒東経136度55分6秒","河和線","10.6 km（太田川起点）","名古屋鉄道","地上駅","1983年（昭和58年）7月21日","2面4線","知多郡阿久比町阿久比駅前1丁目13.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度55分53秒東経136度55分6秒﻿ / ﻿北緯34.93139度 東経136.91833度﻿ /34.93139; 136.91833座標:北緯34度55分53秒東経136度55分6秒﻿ / ﻿北緯34.93139度 東経136.91833度﻿ /34.93139; 136.91833","終日駅員配置駅","","KC  08 ","","6,495人/日-2019年[1]-","","","","","","",""
"阿久根駅","阿久根駅（あくねえき）","https://ja.wikipedia.org/wiki/阿久根駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯32度1分22.41秒東経130度11分46.48秒","肥薩おれんじ鉄道線","86.2km（八代起点）318.5 km（門司港起点）","肥薩おれんじ鉄道[1]","地上駅","1922年（大正11年）10月15日[2]","相対式 2面2線","鹿児島県阿久根市栄町1番.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯32度1分22.41秒東経130度11分46.48秒﻿ / ﻿北緯32.0228917度 東経130.1962444度﻿ /32.0228917; 130.1962444座標:北緯32度1分22.41秒東経130度11分46.48秒﻿ / ﻿北緯32.0228917度 東経130.1962444度﻿ /32.0228917; 130.1962444","簡易委託駅","オレアク","OR21","301人/日（降車客含まず）-2018年-","","","","","","","",""
"阿倉川駅","阿倉川駅（あくらがわえき）","https://ja.wikipedia.org/wiki/阿倉川駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度59分4.9秒東経136度37分43.44秒","E名古屋線","44.2 km（伊勢中川起点）","近畿日本鉄道（近鉄）","地上駅","1929年（昭和4年）1月30日","2面2線","三重県四日市市阿倉川町8-9.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度59分4.9秒東経136度37分43.44秒﻿ / ﻿北緯34.984694度 東経136.6287333度﻿ /34.984694; 136.6287333座標:北緯34度59分4.9秒東経136度37分43.44秒﻿ / ﻿北緯34.984694度 東経136.6287333度﻿ /34.984694; 136.6287333","","アクラ"," E19 ","2,464人/日（降車客含まず）-2019年-","","","","","","","",""
"上ゲ駅","上ゲ駅（あげえき）","https://ja.wikipedia.org/wiki/上ゲ駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯34度51分30秒東経136度54分59.4秒","河和線","19.0 km（太田川起点）","名古屋鉄道","地上駅","1932年（昭和7年）7月1日","2面2線","知多郡武豊町下門23-5.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯34度51分30秒東経136度54分59.4秒﻿ / ﻿北緯34.85833度 東経136.916500度﻿ /34.85833; 136.916500座標:北緯34度51分30秒東経136度54分59.4秒﻿ / ﻿北緯34.85833度 東経136.916500度﻿ /34.85833; 136.916500","無人駅（駅集中管理システム）","","KC  15 ","","985人/日-2019年[1]-","","","","","","",""
"上尾駅","上尾駅（あげおえき）","https://ja.wikipedia.org/wiki/上尾駅","日本の鉄道駅一覧_あ","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_あ","箇条書き,制限あり","北緯35度58分24.72秒東経139度35分18.42秒","■高崎線","8.2km（大宮起点）東京から尾久経由で38.7 km","東日本旅客鉄道（JR東日本）","地上駅（橋上駅）[1]","1883年（明治16年）7月28日[2]","2面3線[1]","埼玉県上尾市柏座一丁目1-18.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度58分24.72秒東経139度35分18.42秒﻿ / ﻿北緯35.9735333度 東経139.5884500度﻿ /35.9735333; 139.5884500﻿ (上尾駅)","直営駅（管理駅）みどりの窓口有","アケ","","41,655人/日（降車客含まず）-2019年-","","","","","","","",""
