"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","開業年月日","駅構造","ホーム","所在地","備考","電報略号","駅番号","乗車人員,-統計年度-","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","乗車人員,-統計年次-","種類","本社所在地","設立","業種"
"北山駅 (栃木県)","北山駅 (栃木県)（きたやまえき・真岡鐵道真岡線）","https://ja.wikipedia.org/wiki/北山駅_(栃木県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯36度27分20.47秒東経140度4分3.57秒","■真岡線","22.9 km（下館起点）","真岡鐵道","1989年（平成元年）3月11日[1]","地上駅","1面1線","栃木県真岡市西田井北山778-3北緯36度27分20.47秒東経140度4分3.57秒﻿ / ﻿北緯36.4556861度 東経140.0676583度﻿ /36.4556861; 140.0676583﻿ (北山駅)座標:北緯36度27分20.47秒東経140度4分3.57秒﻿ / ﻿北緯36.4556861度 東経140.0676583度﻿ /36.4556861; 140.0676583﻿ (北山駅)","","","","38人/日（降車客含まず）-2019年-","","","","","","","",""
"北山駅 (宮城県)","北山駅 (宮城県)（きたやまえき・東日本旅客鉄道仙山線）","https://ja.wikipedia.org/wiki/北山駅_(宮城県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯38度17分5.96秒東経140度51分2.07秒","■仙山線","6.5 km（仙台起点）","東日本旅客鉄道（JR東日本）","1984年（昭和59年）2月1日[1]","地上駅","1面1線[1]","仙台市青葉区北山二丁目273北緯38度17分5.96秒東経140度51分2.07秒座標:北緯38度17分5.96秒 東経140度51分2.07秒","業務委託駅仙台市内駅","タマ","","2,514人/日（降車客含まず）-2019年-","","","","","","","",""
"北山駅 (京都府)","北山駅 (京都府)（きたやまえき・京都市営地下鉄烏丸線）","https://ja.wikipedia.org/wiki/北山駅_(京都府)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度3分4.59秒東経135度45分58.78秒","烏丸線","2.6 km（国際会館起点）","京都市交通局（京都市営地下鉄）","1990年（平成2年）10月24日","地下駅","1面2線","京都市北区上賀茂岩ケ垣内町北緯35度3分4.59秒東経135度45分58.78秒﻿ / ﻿北緯35.0512750度 東経135.7663278度﻿ /35.0512750; 135.7663278座標:北緯35度3分4.59秒東経135度45分58.78秒﻿ / ﻿北緯35.0512750度 東経135.7663278度﻿ /35.0512750; 135.7663278","","","●K03","","14,639人/日-2019年-","","","","","","",""
"北山停留場","北山停留場（きたやまていりゅうじょう・とさでん交通伊野線）","https://ja.wikipedia.org/wiki/北山停留場","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度32分56.82秒東経133度26分18.65秒","伊野線","10.3 km（はりまや橋起点）","とさでん交通","1960年（昭和35年）11月1日*","地上駅","2面1線","高知県吾川郡いの町北緯33度32分56.82秒東経133度26分18.65秒﻿ / ﻿北緯33.5491167度 東経133.4385139度﻿ /33.5491167; 133.4385139﻿ (北山停留場)","* 前身として北山口・塩崎の両停留場が存在した","","","","","","","","","","",""
"喜多山駅 (愛知県)","喜多山駅 (愛知県)（きたやまえき・名古屋鉄道瀬戸線）","https://ja.wikipedia.org/wiki/喜多山駅_(愛知県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度12分18秒東経136度59分17秒","瀬戸線","9.9 km（栄町起点）","名古屋鉄道","1927年（昭和2年）7月1日","地上駅","2面3線","名古屋市守山区喜多山二丁目1-6北緯35度12分18秒東経136度59分17秒﻿ / ﻿北緯35.20500度 東経136.98806度﻿ /35.20500; 136.98806座標:北緯35度12分18秒東経136度59分17秒﻿ / ﻿北緯35.20500度 東経136.98806度﻿ /35.20500; 136.98806","","","ST  11 ","","6,322人/日-2019年[1]-","","","","","","",""
"喜多山駅 (愛媛県)","喜多山駅 (愛媛県)（きたやまえき・四国旅客鉄道予讃線）","https://ja.wikipedia.org/wiki/喜多山駅_(愛媛県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度31分59.86秒東経132度36分39.68秒","■内子線","1.2km （新谷起点）高松から236.1 km","四国旅客鉄道（JR四国）","1920年（大正9年）5月1日","地上駅","1面1線","愛媛県大洲市新谷北緯33度31分59.86秒東経132度36分39.68秒﻿ / ﻿北緯33.5332944度 東経132.6110222度﻿ /33.5332944; 132.6110222座標:北緯33度31分59.86秒東経132度36分39.68秒﻿ / ﻿北緯33.5332944度 東経132.6110222度﻿ /33.5332944; 132.6110222","無人駅","キヤ","○U12","","14[1]人/日-2019年-","","","","","","",""
"北山形駅","北山形駅（きたやまがたえき）","https://ja.wikipedia.org/wiki/北山形駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯38度15分57.07秒東経140度19分58.06秒","■奥羽本線（山形線）（■仙山線**直通含む）","89.0 km（福島起点）","東日本旅客鉄道（JR東日本）","1921年（大正10年）7月20日","地上駅","5面6線","山形県山形市宮町一丁目9-46北緯38度15分57.07秒東経140度19分58.06秒座標:北緯38度15分57.07秒 東経140度19分58.06秒","業務委託駅みどりの窓口有","ヤカ","","1,552人/日（降車客含まず）-2019年-","","","","","","","",""
"北山田駅 (神奈川県)","北山田駅 (神奈川県)（きたやまたえき・横浜市営地下鉄グリーンライン）","https://ja.wikipedia.org/wiki/北山田駅_(神奈川県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度33分39.5秒東経139度35分33.3秒","■グリーンライン（4号線）","7.4 km（中山起点）","横浜市交通局（横浜市営地下鉄）","2008年（平成20年）3月30日","地下駅","1面2線","横浜市都筑区北山田一丁目6番11号[1]北緯35度33分39.5秒東経139度35分33.3秒﻿ / ﻿北緯35.560972度 東経139.592583度﻿ /35.560972; 139.592583﻿ (北山田駅)座標:北緯35度33分39.5秒東経139度35分33.3秒﻿ / ﻿北緯35.560972度 東経139.592583度﻿ /35.560972; 139.592583﻿ (北山田駅)","業務委託駅（横浜市交通局協力会）[2]","","G06","14,249人/日（降車客含まず）-2019年-","28,444人/日-2019年-","","","","","","",""
"北山田駅 (大分県)","北山田駅 (大分県)（きたやまだえき・九州旅客鉄道久大本線）","https://ja.wikipedia.org/wiki/北山田駅_(大分県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度16分55.27秒東経131度6分3.64秒","■久大本線","67.8 km（久留米起点）","九州旅客鉄道（JR九州）","1932年（昭和7年）9月16日[2]","地上駅","1面1線[1]","大分県玖珠郡玖珠町大字戸畑[1]北緯33度16分55.27秒東経131度6分3.64秒﻿ / ﻿北緯33.2820194度 東経131.1010111度﻿ /33.2820194; 131.1010111座標:北緯33度16分55.27秒東経131度6分3.64秒﻿ / ﻿北緯33.2820194度 東経131.1010111度﻿ /33.2820194; 131.1010111","無人駅[3]","キヤ←キタヤ","","41人/日（降車客含まず）-2015年-","81人/日-2015年-","","","","","","",""
"北吉田駅","北吉田駅（きたよしだえき）","https://ja.wikipedia.org/wiki/北吉田駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯37度42分8.24秒東経138度52分5.68秒","■越後線","51.7 km（柏崎起点）","東日本旅客鉄道（JR東日本）","1984年（昭和59年）4月8日[1]","地上駅","1面1線[1]","新潟県燕市吉田文京町[1]北緯37度42分8.24秒東経138度52分5.68秒座標:北緯37度42分8.24秒 東経138度52分5.68秒","無人駅[1]（自動券売機 無）","キヨ","","","","","","","","","",""
"北吉原駅","北吉原駅（きたよしはらえき）","https://ja.wikipedia.org/wiki/北吉原駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯42度30分32.82秒東経141度17分10.31秒","■室蘭本線","105.7 km（長万部起点）","北海道旅客鉄道（JR北海道）","1965年（昭和40年）11月1日","地上駅（橋上駅）","2面2線","北海道白老郡白老町字北吉原北緯42度30分32.82秒東経141度17分10.31秒﻿ / ﻿北緯42.5091167度 東経141.2861972度﻿ /42.5091167; 141.2861972﻿ (北吉原駅)","無人駅","キラ","○H25","","42人/日-2014年-","","","","","","",""
"北与野駅","北与野駅（きたよのえき）","https://ja.wikipedia.org/wiki/北与野駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度53分26.95秒東経139度37分43.19秒","■埼京線（東北本線支線）","16.2 km（赤羽起点）大崎から35.1 km","東日本旅客鉄道（JR東日本）","1985年（昭和60年）9月30日","高架駅","1面2線","さいたま市中央区上落合二丁目3-1北緯35度53分26.95秒東経139度37分43.19秒﻿ / ﻿北緯35.8908194度 東経139.6286639度﻿ /35.8908194; 139.6286639﻿ (北与野駅)座標:北緯35度53分26.95秒東経139度37分43.19秒﻿ / ﻿北緯35.8908194度 東経139.6286639度﻿ /35.8908194; 139.6286639﻿ (北与野駅)","業務委託駅","キヨ","JA25","10,489人/日（降車客含まず）-2019年-","","","","","","","",""
"北四番丁駅","北四番丁駅（きたよばんちょうえき）","https://ja.wikipedia.org/wiki/北四番丁駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯38度16分19.89秒東経140度52分8.27秒","■南北線","6.6 km（泉中央起点）","仙台市交通局（仙台市地下鉄）","1987年（昭和62年）7月15日","地下駅","1面2線","仙台市青葉区二日町13-22先北緯38度16分19.89秒東経140度52分8.27秒﻿ / ﻿北緯38.2721917度 東経140.8689639度﻿ /38.2721917; 140.8689639座標:北緯38度16分19.89秒東経140度52分8.27秒﻿ / ﻿北緯38.2721917度 東経140.8689639度﻿ /38.2721917; 140.8689639","","","○N07","8,577人/日（降車客含まず）-2019年-","16,966[1]人/日-2019年-","","","","","","",""
"吉祥寺駅","吉祥寺駅（きちじょうじえき）","https://ja.wikipedia.org/wiki/吉祥寺駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","","","東日本旅客鉄道（JR東日本・駅詳細）京王電鉄（駅詳細）","","","","東京都武蔵野市吉祥寺南町","","","","","","","","","","","",""
"木津駅 (京都府)","木津駅 (京都府)（きづえき・西日本旅客鉄道関西本線）","https://ja.wikipedia.org/wiki/木津駅_(京都府)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度44分9.39秒東経135度49分29.71秒","Q関西本線（大和路線）","126.9km（名古屋起点）加茂から6.0 km","西日本旅客鉄道（JR西日本）","1896年（明治29年）3月13日","地上駅（橋上駅）","2面4線","京都府木津川市木津池田116-2北緯34度44分9.39秒東経135度49分29.71秒﻿ / ﻿北緯34.7359417度 東経135.8249194度﻿ /34.7359417; 135.8249194﻿ (木津駅)座標:北緯34度44分9.39秒東経135度49分29.71秒﻿ / ﻿北緯34.7359417度 東経135.8249194度﻿ /34.7359417; 135.8249194﻿ (木津駅)","直営駅みどりの窓口有","キツ","JR-Q38","4,981人/日（降車客含まず）-2019年-","","","","","","","",""
"木津駅 (兵庫県)","木津駅 (兵庫県)（きづえき・神戸電鉄粟生線）","https://ja.wikipedia.org/wiki/木津駅_(兵庫県)","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","","粟生線","6.4km（鈴蘭台起点）湊川から13.9km新開地から14.3 km","神戸電鉄","1937年（昭和12年）4月27日[1][4]","地上駅（橋上駅[2]）[1]","2面2線[1][2]","","無人駅[1][2]*1952年-1988年は電鉄木津駅[1]","","○KB44","607人/日（降車客含まず）-2019年-","1,007[3]人/日-2019年-","","","","","","",""
"木津川駅","木津川駅（きづがわえき）","https://ja.wikipedia.org/wiki/木津川駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度39分17.83秒東経135度28分59.14秒","■高野線（汐見橋線）","1.6 km（汐見橋起点）","南海電気鉄道","1900年（明治33年）9月3日","地上駅","1面2線","大阪市西成区北津守一丁目8番67号北緯34度39分17.83秒東経135度28分59.14秒﻿ / ﻿北緯34.6549528度 東経135.4830944度﻿ /34.6549528; 135.4830944座標:北緯34度39分17.83秒東経135度28分59.14秒﻿ / ﻿北緯34.6549528度 東経135.4830944度﻿ /34.6549528; 135.4830944","無人駅","キヅ","NK 06-3","","","","141人/日-2019年-","","","","",""
"木津川台駅","木津川台駅（きづがわだいえき）","https://ja.wikipedia.org/wiki/木津川台駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯34度44分47.79秒東経135度47分45.78秒","B京都線","28.2 km（京都起点）","近畿日本鉄道（近鉄）","1994年（平成6年）9月21日[1]","地上駅（橋上駅）[1]","2面2線[1]","京都府木津川市吐師高樋10-2北緯34度44分47.79秒東経135度47分45.78秒﻿ / ﻿北緯34.7466083度 東経135.7960500度﻿ /34.7466083; 135.7960500座標:北緯34度44分47.79秒東経135度47分45.78秒﻿ / ﻿北緯34.7466083度 東経135.7960500度﻿ /34.7466083; 135.7960500","","キツカ"," B22 ","","（特定日） 2,288人/日-2018年-","","","（全日） 1,228人/日（降車客含まず）-2019年-","","","",""
"杵築駅","杵築駅（きつきえき）","https://ja.wikipedia.org/wiki/杵築駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯33度24分39.51秒東経131度34分32.16秒","■日豊本線","99.2 km（小倉起点）","九州旅客鉄道（JR九州）","1911年（明治44年）3月22日[注釈 1]","地上駅","2面3線[1]","大分県杵築市大字八坂野添[1]北緯33度24分39.51秒東経131度34分32.16秒","業務委託駅[4]みどりの窓口有[1]","ツキ","","815人/日（降車客含まず）-2019年度-","","","","","","","",""
"木造駅","木造駅（きづくりえき）","https://ja.wikipedia.org/wiki/木造駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯40度48分8.81秒東経140度23分16.09秒","■五能線","119.5 km（東能代起点）","東日本旅客鉄道（JR東日本）","1924年（大正13年）10月21日[1]","地上駅","1面1線[1]","青森県つがる市木造房松[1]10北緯40度48分8.81秒東経140度23分16.09秒座標:北緯40度48分8.81秒 東経140度23分16.09秒","簡易委託駅[1]","キリ","","198人/日（降車客含まず）-2019年-","","","","","","","",""
"狐ヶ崎駅","狐ヶ崎駅（きつねがさきえき）","https://ja.wikipedia.org/wiki/狐ヶ崎駅","日本の鉄道駅一覧_き","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_き","箇条書き,制限あり","北緯35度0分41.43秒東経138度27分34.57秒","S静岡清水線","8.3 km（新静岡起点）","静岡鉄道","1908年（明治41年）12月9日","地上駅","島式 1面2線","静岡市清水区上原北緯35度0分41.43秒東経138度27分34.57秒﻿ / ﻿北緯35.0115083度 東経138.4596028度﻿ /35.0115083; 138.4596028座標:北緯35度0分41.43秒東経138度27分34.57秒﻿ / ﻿北緯35.0115083度 東経138.4596028度﻿ /35.0115083; 138.4596028","","","S 12","2,737人/日（降車客含まず）-2018年-","5,346人/日-2018年-","","","","","","",""
