"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","地図","指定文化財","城郭構造","築城主","遺構","別名","築城年","主な城主","史跡","廃城年","形状","規模","築造時期","天守構造","出土品","時代","主な改修者"
"要害山城","[要害山（ようがいさん）〔甲府市上積翠寺町〕] 要害山城 （ようがいやまじょう・ようがいざんじょう・ようがいさんじょう）は、 山梨県 甲府市 上積翠寺町（かみせきすいじまち）にあった 日本の城 。 躑躅ヶ崎館 （武田氏館跡）の 詰城 として築かれた 山城 である。 1991年 （ 平成 3年）に国の 史跡 に指定された  。要害城、積翠山城とも呼ばれる。なお、 甲府名山 にも選定されている。","https://ja.wikipedia.org/wiki/要害山城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度42分10.93秒東経138度35分53.61秒","","北緯35度42分10.93秒東経138度35分53.61秒﻿ / ﻿北緯35.7030361度 東経138.5982250度﻿ /35.7030361; 138.5982250座標:北緯35度42分10.93秒東経138度35分53.61秒﻿ / ﻿北緯35.7030361度 東経138.5982250度﻿ /35.7030361; 138.5982250","要害山城","国の史跡","山城","武田信虎","堀切、竪堀、石垣、虎口、土塁、井戸、郭、土橋","要害城、積翠山城","永正17年（1520年）","武田氏、徳川氏、加藤光泰","","慶長5年（1600年）","","","","なし","","","武田勝頼、加藤光泰"
"大丸山古墳","[大丸山古墳（おおまるやまこふん）〔甲府市下曽根〕] 大丸山古墳 （おおまるやまこふん）は、 山梨県 甲府市 下曾根にある 古墳 。形状は 前方後円墳 。 東山古墳群 を構成する古墳の1つ。国の 史跡 に指定されている。山梨県最古級の 前方後円墳 とされる。 甲斐銚子塚古墳 ・ 丸山塚古墳 などとともに東山古墳群の中核を成す。","https://ja.wikipedia.org/wiki/大丸山古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度35分32.12秒東経138度34分59.20秒","山梨県甲府市下曾根","北緯35度35分32.12秒東経138度34分59.20秒﻿ / ﻿北緯35.5922556度 東経138.5831111度﻿ /35.5922556; 138.5831111座標:北緯35度35分32.12秒東経138度34分59.20秒﻿ / ﻿北緯35.5922556度 東経138.5831111度﻿ /35.5922556; 138.5831111","大丸山古墳","","","","","","","","国の史跡「大丸山古墳」","","前方後円墳","墳丘長99m（または120m）","4世紀中葉-後半","","人骨・副葬品多数","",""
"新府城","[新府城跡（しんぷじょうあと）〔韮崎市中田町中条上野城山〕] 新府城 （しんぷじょう）は、現在の 山梨県 韮崎市 中田町にかつてあった 日本の城 である。 1973年 （ 昭和 48年）には「新府城跡」として国の 史跡 に指定されており  、保存のため 公有地 化された。 本丸 跡地には藤武 稲荷神社 が建立されている。","https://ja.wikipedia.org/wiki/新府城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度44分7.8秒東経138度25分29.9秒","","北緯35度44分7.8秒東経138度25分29.9秒﻿ / ﻿北緯35.735500度 東経138.424972度﻿ /35.735500; 138.424972","新府城","国の史跡","連郭式平山城","武田勝頼","土塁、堀","韮崎城","1582年（天正10年）","武田勝頼、徳川氏","","1590年（天正18年）","","","","なし","","","徳川家康"
"白山城 (甲斐国)","[白山城跡（はくさんじょうあと）〔韮崎市神山町鍋山字城山〕] 白山城 （はくさんじょう）は、 山梨県 韮崎市 神山町鍋山に所在した 日本の城 。形式は 山城 。築城者は不明。「白山城」の名は城山中腹に鎮座する白山権現に由来する  。別名に鍋山砦  、『甲斐国志』では「要害城」を伝える  。国の 史跡  。","https://ja.wikipedia.org/wiki/白山城_(甲斐国)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度42分03秒東経138度25分19秒","","北緯35度42分03秒東経138度25分19秒﻿ / ﻿北緯35.70083度 東経138.42194度﻿ /35.70083; 138.42194座標:北緯35度42分03秒東経138度25分19秒﻿ / ﻿北緯35.70083度 東経138.42194度﻿ /35.70083; 138.42194","白山城","国の史跡","山城","不明（武田信義?）","曲輪、土塁・堀","鍋山砦、要害城","不明","武田氏・武川衆","","寛文年間（1661年-1673年）","","","","なし","","",""
"御勅使川","[御勅使川旧堤防（将棋頭・石積出）（みだいがわきゅうていぼう（しょうぎがしら・いしつみだし））〔韮崎市龍岡町下條南割字西原・南アルプス市有野字北新田〕 -信玄堤] 御勅使川 （みだいがわ）は、 山梨県 の 甲府盆地 西部を流れる 富士川 水系 の 一級河川 。川の名は、大水が出る意味の「水出川」と、古代に 水害 が発生した際に、 甲斐 国司 の奏上で朝廷から 勅使 が下向したことに由来するという。『 甲斐国志 』によれば、近世には「みでい」とも呼ばれ、現在でも地元では呼称されている。総延長は18.8km。 河川勾配 は2.7パーセント。","https://ja.wikipedia.org/wiki/御勅使川","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"金生遺跡","[金生遺跡（きんせいいせき）〔北杜市（旧北巨摩郡大泉村）〕] 金生遺跡 （きんせいいせき）は、 山梨県 北杜市 大泉町谷戸寺金生に所在する 複合遺跡 。国指定の 史跡 である。","https://ja.wikipedia.org/wiki/金生遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度50分53秒 東経138度23分07秒","山梨県北杜市大泉町谷戸寺金生","","","","","","","","","","","","","","","","","",""
"谷戸城","[谷戸城跡（やとじょうあと）〔北杜市大泉町〕] 谷戸城 （やとじょう）は、 山梨県 北杜市 大泉町谷戸にあった 日本の城 （ 城郭 ）。形式は 山城 。 谷戸城跡 の名称で国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/谷戸城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯35度51分24秒東経138度23分11秒","","北緯35度51分24秒東経138度23分11秒﻿ / ﻿北緯35.85667度 東経138.38639度﻿ /35.85667; 138.38639","谷戸城","国の史跡","山城","逸見氏（甲斐源氏）？","土塁・堀","","平安時代？","逸見氏・武田氏","","","","","","なし","","",""
"尖石遺跡","[尖石遺跡（とがりいしいせき）〔茅野市〕（尖石石器時代遺跡）] 尖石・与助尾根遺跡 （とがりいし・よすけおねいせき）は、 長野県 茅野市 豊平にある 縄文時代 中期の集落遺跡。南側の 尖石遺跡 は戦前から発掘されてきた縄文時代を代表する遺跡の1つとして知られているが、現在では同遺跡と浅い沢1つ隔てた北側の台地上にある 与助尾根遺跡 と一括して扱われることが多い。「尖石」の名称は遺跡の南側にあった三角錐状の巨石の通称に由来する。","https://ja.wikipedia.org/wiki/尖石遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度00分46.1秒 東経138度13分55.4秒","","","","","","","","","","","","","","","","","","",""
"佐野遺跡","[佐野遺跡（さのいせき）〔下高井郡山ノ内町〕] 佐野遺跡 （さのいせき）は、 長野県 下高井郡 山ノ内町 にある 縄文時代 晩期の 集落 遺跡 である  。 1976年 （昭和51年） 12月25日 に国の 史跡 に指定された  。","https://ja.wikipedia.org/wiki/佐野遺跡","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度43分56秒東経138度24分26秒","日本長野県下高井郡山ノ内町","","","","","","","","","","","","","","","","","縄文時代",""
"高梨氏館","[高梨氏館跡（たかなししやかたあと）〔中野市〕] 高梨氏館 （たかなししやかた）は 信濃国 高井郡 中野  （現・ 長野県 中野市 ）にあった 高梨氏 一族の 居館 （ 日本の城 ）。国の 史跡 。高梨城、高梨小館、中野小館、中野御館、中野城などと呼ばれることもある。","https://ja.wikipedia.org/wiki/高梨氏館","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度44分40.0秒東経138度22分35.6秒","","北緯36度44分40.0秒東経138度22分35.6秒﻿ / ﻿北緯36.744444度 東経138.376556度﻿ /36.744444; 138.376556","高梨氏館","国の史跡","平城","高梨政盛（完成は政頼の代）","","中野城、中野小館、中野御館、高梨城、高梨小館","室町時代","","","","","","","？","","","高梨氏"
"小林一茶","[小林一茶旧宅（こばやしいっさきゅうたく）〔上水内郡信濃町〕] 小林 一茶 （こばやし いっさ、 宝暦 13年 5月5日 （ 1763年 6月15日 ） - 文政 10年 11月19日 （ 1828年 1月5日 ））は、日本の 俳人 。本名は小林弥太郎  、一茶とは 俳号 である。別号は圯橋  、菊明  、新羅坊  、亜堂  。庵号は二六庵  、俳諧寺  。","https://ja.wikipedia.org/wiki/小林一茶","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"大室古墳群 (長野市)","[大室古墳群（おおむろこふんぐん）〔長野市〕] 大室古墳群 （おおむろこふんぐん）は、 長野県 長野市 松代町 大室にある 古墳群 で、国指定の 史跡 。","https://ja.wikipedia.org/wiki/大室古墳群_(長野市)","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度35分34.11秒東経138度13分40.01秒","長野県長野市松代町大室","北緯36度35分34.11秒東経138度13分40.01秒﻿ / ﻿北緯36.5928083度 東経138.2277806度﻿ /36.5928083; 138.2277806座標:北緯36度35分34.11秒東経138度13分40.01秒﻿ / ﻿北緯36.5928083度 東経138.2277806度﻿ /36.5928083; 138.2277806","","","","","","","","","国の史跡（大室谷支群）","","前方後円墳1基、積石塚400基など","約2.5km2の範囲に約500基が密集","5世紀前半 -8世紀","","土師器・須恵器・土馬","",""
"文武学校","[旧文武学校（きゅうぶんぶがっこう）〔長野市〕] 文武学校 （ぶんぶがっこう）は、 江戸時代 後期に創設された 信濃国 松代藩 の 藩校 である。明治時代初期に廃止されたが、藩校の建物は 昭和 期まで 学校 として使用されていた。日本全国約250 藩 中の藩校でも、建設当時から 建造物 や藩校敷地がそのまま残っている。一説に全ての 諸藩 が 藩 内外 留学 制度を用意て 自由 に他 藩 交流 ができない為に藩士や領民は 藩 内外 留学 を望んだ。この制度は 明治維新 にも大きく影響を与えたと考えられる。「 吉田松陰 や 坂本龍馬 などの 数多 の 幕末 志士 を 教育 したと考えられている。」","https://ja.wikipedia.org/wiki/文武学校","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"川柳将軍塚古墳","[川柳将軍塚古墳・姫塚古墳（せんりゅうしょうぐんづかこふん・ひめづかこふん）〔長野市〕] 川柳将軍塚古墳 （せんりゅうしょうぐんづかこふん）は、 長野県 長野市 にある 前方後円墳 。 善光寺平 では 森将軍塚古墳 に次ぐ規模を誇る。名称は 更級郡 川柳村 にちなむ。","https://ja.wikipedia.org/wiki/川柳将軍塚古墳","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度34分11.298秒東経138度6分34.042秒","長野県長野市篠ノ井石川","北緯36度34分11.298秒東経138度6分34.042秒﻿ / ﻿北緯36.56980500度 東経138.10945611度﻿ /36.56980500; 138.10945611","","","","","","","","","昭和52年7月14日　国指定","","前方後円墳","全長91m","4世紀前半","","円筒埴輪、埴輪棺、装身具、銅鏡、銅鏃、石製品、筒型銅器","",""
"松代城","[松代城跡 附 新御殿跡（まつしろじょうあと つけたり しんごてんあと）〔長野市〕] 松代城 （まつしろじょう）は、 信濃国 埴科郡 海津  （現・ 長野県 長野市 松代町 松代）にあった 日本の城 跡である。元々は 海津城 （かいづじょう）と呼ばれていたが貝津城とも言われた。また茅津城（かやつじょう）とも言われ茅の生い茂った地であったと伝える説もある。形式は輪郭式 平城 。国の 史跡 に指定されている。なお、越後国頚城郡にある 松代城 の読みは、「まつだい」である。","https://ja.wikipedia.org/wiki/松代城","中部地方の史跡一覧","https://ja.wikipedia.org/wiki/中部地方の史跡一覧","箇条書き,制限あり","北緯36度33分57.99秒東経138度11分45.62秒","","北緯36度33分57.99秒東経138度11分45.62秒﻿ / ﻿北緯36.5661083度 東経138.1960056度﻿ /36.5661083; 138.1960056","松代城","国の史跡","輪郭式平城","武田信玄","石垣、土塁、堀","海津城、貝津城、長野城","1560年（永禄3年）","武田氏、田丸氏、森氏、真田氏","","1873年（明治6年）","","","","不明","","","田丸直昌、森忠政"
