"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","開館","専門分野","事業主体","管理運営","外部リンク","正式名称","延床面積","前身","アクセス","館長","愛称","建物設計","来館者数","収蔵作品数","閉館","公式サイト","研究職員"
"白瀬南極探検隊記念館","[白瀬南極探検隊記念館] 白瀬南極探検隊記念館 （しらせなんきょくたんけんたいきねんかん、The Shirase Antaractic Expedition Memorial Museum）は、 秋田県 にかほ市 にある 市立 の 科学館 ・記念館である。","https://ja.wikipedia.org/wiki/白瀬南極探検隊記念館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度16分6.6秒東経139度55分34.9秒","〒018-0302秋田県にかほ市黒川字岩潟15番地3","北緯39度16分6.6秒東経139度55分34.9秒﻿ / ﻿北緯39.268500度 東経139.926361度﻿ /39.268500; 139.926361座標:北緯39度16分6.6秒東経139度55分34.9秒﻿ / ﻿北緯39.268500度 東経139.926361度﻿ /39.268500; 139.926361","1990年4月21日","科学","にかほ市","にかほ市教育委員会","白瀬南極探検隊記念館 公式ウェブサイト","白瀬南極探検隊記念館","","","","","","","","","","",""
"田沢湖郷土史料館","[田沢湖郷土史料館] 田沢湖郷土史料館 （たざわこきょうどしりょうかん）は、 秋田県 仙北市 の田沢湖畔にあった市立の博物館。 田沢湖 にまつわる資料を所蔵・展示していた。開館は毎年 4月20日 から 11月10日 までであり、冬期は休館していた。","https://ja.wikipedia.org/wiki/田沢湖郷土史料館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度44分5.24秒東経140度41分54.17秒","〒014-1204秋田県仙北市田沢湖田沢字春山145-1","北緯39度44分5.24秒東経140度41分54.17秒﻿ / ﻿北緯39.7347889度 東経140.6983806度﻿ /39.7347889; 140.6983806座標:北緯39度44分5.24秒東経140度41分54.17秒﻿ / ﻿北緯39.7347889度 東経140.6983806度﻿ /39.7347889; 140.6983806","1970年11月30日","田沢湖および周辺地域に関連する史料","","","","","311m2","","JR田沢湖駅より羽後交通バスに乗り田沢湖畔で下車。所要時間約12分。","","","展示室、収蔵庫（鉄筋2階建て）","","","2017年3月31日","",""
"仁別森林博物館","[仁別森林博物館] 仁別森林博物館 （にべつしんりんはくぶつかん）は、 秋田市 北東部の 森林 地帯にある 林業 専門の 博物館 。","https://ja.wikipedia.org/wiki/仁別森林博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度48分11.7秒東経140度15分45.1秒","〒010-0824秋田県秋田市仁別字務沢国有林22林班","北緯39度48分11.7秒東経140度15分45.1秒﻿ / ﻿北緯39.803250度 東経140.262528度﻿ /39.803250; 140.262528座標:北緯39度48分11.7秒東経140度15分45.1秒﻿ / ﻿北緯39.803250度 東経140.262528度﻿ /39.803250; 140.262528","1964年10月","林業","林野庁","東北森林管理局秋田森林管理署","仁別森林博物館（東北森林管理局）","秋田森林管理署仁別森林博物館","","","秋田自動車道秋田中央IC車で約50分","","","","","","","",""
"秋田県立農業科学館","[秋田県立農業科学館] 秋田県立農業科学館は、農業県秋田で培われてきた、環境・栽培技術、農村の姿を科学的な視点から紹介する 科学館 である。また、生涯学習の拠点として、園芸・ハーブ・活け花などの各種教室も行われている。","https://ja.wikipedia.org/wiki/秋田県立農業科学館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度26分12.45秒東経140度26分19.75秒","〒014-0073秋田県大仙市内小友字中沢171-4","北緯39度26分12.45秒東経140度26分19.75秒﻿ / ﻿北緯39.4367917度 東経140.4388194度﻿ /39.4367917; 140.4388194座標:北緯39度26分12.45秒東経140度26分19.75秒﻿ / ﻿北緯39.4367917度 東経140.4388194度﻿ /39.4367917; 140.4388194","1991年5月22日","農業","秋田県","秋田県","秋田県立農業科学館","秋田県立農業科学館","","","","","サン・アグリン","","","","","",""
"ノースアジア大学雪国民俗館","[ノースアジア大学雪国民俗館] ノースアジア大学雪国民俗館 （ノースアジアだいがくゆきぐにみんぞくかん）は、 秋田県 秋田市 に所在する 民俗資料 を収蔵・展示している資料館。 ノースアジア大学 に付設する。国指定 重要有形民俗文化財 の大沼キッツや作業用 覆面 のコレクションがある。研究誌として『雪国民俗』を発行している。","https://ja.wikipedia.org/wiki/ノースアジア大学雪国民俗館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度42分55.7秒東経140度9分23.2秒","〒010-8515秋田県秋田市下北手桜字守沢46番地1","北緯39度42分55.7秒東経140度9分23.2秒﻿ / ﻿北緯39.715472度 東経140.156444度﻿ /39.715472; 140.156444座標:北緯39度42分55.7秒東経140度9分23.2秒﻿ / ﻿北緯39.715472度 東経140.156444度﻿ /39.715472; 140.156444","","民俗学","ノースアジア大学","","","","","秋田経済法科大学総合研究センター雪国民俗館","","","","","","","","",""
"秋田県立博物館","[秋田県立博物館] 秋田県立博物館 （あきたけんりつはくぶつかん、Akita Prefectural Museum）は秋田県の考古、歴史、 民俗 、 工芸 、生物、 地質 を展示する総合 博物館 である。","https://ja.wikipedia.org/wiki/秋田県立博物館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度49分02.48秒東経140度03分58.14秒","〒010-0124秋田県秋田市金足鳰崎字後山52","北緯39度49分02.48秒東経140度03分58.14秒﻿ / ﻿北緯39.8173556度 東経140.0661500度﻿ /39.8173556; 140.0661500座標:北緯39度49分02.48秒東経140度03分58.14秒﻿ / ﻿北緯39.8173556度 東経140.0661500度﻿ /39.8173556; 140.0661500","1975年5月5日","考古・歴史・民俗・工芸・生物・地質","秋田県","秋田県","","秋田県立博物館","","","JR奥羽本線・男鹿線追分駅下車徒歩20分。","","","","","","","",""
"フェライト子ども科学館","[フェライト子ども科学館] フェライト子ども科学館 （ふぇらいとこどもかがくかん　The Children's Ferrite and Science Museum）は、 秋田県 にかほ市 に所在する市立の 科学館 である。","https://ja.wikipedia.org/wiki/フェライト子ども科学館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯39度17分5.6秒東経139度57分39.3秒","〒018-0402秋田県にかほ市平沢字宝田4-1","北緯39度17分5.6秒東経139度57分39.3秒﻿ / ﻿北緯39.284889度 東経139.960917度﻿ /39.284889; 139.960917座標:北緯39度17分5.6秒東経139度57分39.3秒﻿ / ﻿北緯39.284889度 東経139.960917度﻿ /39.284889; 139.960917","1998年10月24日","科学","にかほ市","にかほ市教育委員会","","フェライト子ども科学館","","","","","","","","","","",""
"秋田犬会館","[秋田犬会館] 公益社団法人秋田犬保存会 （あきたいぬほぞんかい）は、 天然記念物 である 秋田犬 の保護や繁殖などを目的とする 公益社団法人 。通称 秋保 （あきほ）。","https://ja.wikipedia.org/wiki/秋田犬会館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯40度16分23.53秒東経140度33分50.62秒","秋田県大館市字三ノ丸13番地の1秋田犬会館北緯40度16分23.53秒東経140度33分50.62秒﻿ / ﻿北緯40.2732028度 東経140.5640611度﻿ /40.2732028; 140.5640611座標:北緯40度16分23.53秒東経140度33分50.62秒﻿ / ﻿北緯40.2732028度 東経140.5640611度﻿ /40.2732028; 140.5640611","","","","","","","","","","","","","","","","","",""
"石ノ森萬画館","[石ノ森萬画館] 石ノ森萬画館 （いしのもりまんがかん）は、 日本 ・ 宮城県 石巻市 中瀬 に立地する、宮城県出身の 漫画家 ・ 石ノ森章太郎 の記念館（ マンガミュージアム ）である   。英表記は Ishinomori Manga Museum 。","https://ja.wikipedia.org/wiki/石ノ森萬画館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯38度25分47秒東経141度18分38秒","〒986-0823日本宮城県石巻市中瀬2番7号","北緯38度25分47秒東経141度18分38秒﻿ / ﻿北緯38.429631度 東経141.31069度﻿ /38.429631; 141.31069","2001年7月23日","石ノ森章太郎","石巻市","株式会社街づくりまんぼう","https://www.mangattan.jp/manga","石ノ森萬画館","1,979.11m2","","石巻駅から徒歩12分","","","日本設計","300万人（2017年12月時点）","原画約9万点","","",""
"大崎市三本木亜炭記念館","[大崎市三本木亜炭記念館] 大崎市三本木亜炭記念館 （おおさきしさんぼんぎあたんきねんかん）は、 宮城県 大崎市 にある 亜炭 の 博物館 である。","https://ja.wikipedia.org/wiki/大崎市三本木亜炭記念館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯38度31分17.76秒東経140度56分18.17秒","〒989-6321宮城県大崎市三本木字大豆坂63-24","北緯38度31分17.76秒東経140度56分18.17秒﻿ / ﻿北緯38.5216000度 東経140.9383806度﻿ /38.5216000; 140.9383806","1989年（平成元年）4月","亜炭","大崎市","株式会社大崎市三本木振興公社","","大崎市三本木亜炭記念館","","三本木町亜炭記念館","","","","","","","","",""
"大崎市松山酒ミュージアム","[大崎市松山酒ミュージアム] 大崎市松山酒ミュージアム （おおさきしまつやまさけミュージアム）は、 宮城県 大崎市 にある 博物館 である。","https://ja.wikipedia.org/wiki/大崎市松山酒ミュージアム","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯38度30分41.92秒東経141度03分07.19秒","〒987-1304宮城県大崎市松山千石字松山242-1","北緯38度30分41.92秒東経141度03分07.19秒﻿ / ﻿北緯38.5116444度 東経141.0519972度﻿ /38.5116444; 141.0519972","1995年3月25日","酒","大崎市","株式会社一ノ蔵","大崎市 | 観光情報＿遊ぶ | ミュージアム等","大崎市松山酒ミュージアム","約600m2","","","","","","","","","",""
"大崎市松山ふるさと歴史館","[大崎市松山ふるさと歴史館] 大崎市松山ふるさと歴史館 （おおさきしまつやまふるさとれきしかん）は、 宮城県 大崎市 にある 博物館 である。","https://ja.wikipedia.org/wiki/大崎市松山ふるさと歴史館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯38度30分42.92秒東経141度03分05.86秒","〒987-1304宮城県大崎市松山千石字松山428","北緯38度30分42.92秒東経141度03分05.86秒﻿ / ﻿北緯38.5119222度 東経141.0516278度﻿ /38.5119222; 141.0516278","1989年（平成元年）9月7日","郷土史","大崎市","大崎市","","大崎市松山ふるさと歴史館","","","","","","","","","","",""
"カメイ美術館","[カメイ美術館] カメイ美術館 （カメイびじゅつかん）とは 宮城県 仙台市 青葉区 五橋 に所在する展示施設。愛称は ギャラリーkupukupu  。旧名称は「カメイ記念展示館」。","https://ja.wikipedia.org/wiki/カメイ美術館","日本の博物館の一覧","https://ja.wikipedia.org/wiki/日本の博物館の一覧","箇条書き,制限あり","北緯38度15分16.98秒東経140度52分52.7秒","〒980-0022宮城県仙台市青葉区五橋1−1-23","北緯38度15分16.98秒東経140度52分52.7秒﻿ / ﻿北緯38.2547167度 東経140.881306度﻿ /38.2547167; 140.881306座標:北緯38度15分16.98秒東経140度52分52.7秒﻿ / ﻿北緯38.2547167度 東経140.881306度﻿ /38.2547167; 140.881306","1994年9月7日","蝶、こけし、絵画、彫刻","","公益財団法人カメイ社会教育振興財団","公式サイト","","","","仙台市地下鉄南北線五橋駅から徒歩約3分","亀井文行","ギャラリーkupukupu","","","","","",""
