"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","本部所在地","学校種別","設置者","学部","ウェブサイト","研究科","大学設置","創立","キャンパス","大学設置/創立","学生数","廃止","学校設置/創立","大学校種別","学部相当","学長","大学校設置/創立","大学校設置","設立"
"環太平洋大学","[環太平洋大学] 2007年 4月1日 、｢どこにもない大学｣ を目指して開学した。初代学長は 創志学園グループ 理事長の 大橋博 。 1987年 8月に ハワイ で提唱された「International Pacific University構想」を背景に創志学園が1990年、 ニュージーランド に インターナショナル・パシフィック大学 (現：国際大学IPU NewZealand) を設立し、それに続いて設立された。基本理念に「教育と体育の融合」を掲げ、様々な教育の場面でスポーツ経験が生きるという信念のもと、体育についての学びを教育の学びに活かすことで、両者の融合を図ろうとしている。そして、学生達が教育界あるいは一般企業に就職し、将来的にリーダーとして活躍することを理想としている。","https://ja.wikipedia.org/wiki/環太平洋大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度43分45.7秒 東経134度0分39.8秒","岡山県岡山市東区瀬戸町観音寺721番地","私立","学校法人創志学園","次世代教育学部体育学部経営学部","https://ipu-japan.ac.jp/","なし","","","第1キャンパス（岡山県岡山市東区瀬戸町）第2キャンパス（岡山県岡山市東区）岡山駅前グローバルキャンパス（岡山県岡山市北区下）","2007年","","","","","","","","",""
"神田外語大学","[神田外語大学] 言葉 は 世界 をつなぐ 平和 の礎（いしずえ）","https://ja.wikipedia.org/wiki/神田外語大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度39分25.9秒東経140度2分37.8秒","千葉県千葉市美浜区若葉1-4-1幕張新都心北緯35度39分25.9秒東経140度2分37.8秒﻿ / ﻿北緯35.657194度 東経140.043833度﻿ /35.657194; 140.043833座標:北緯35度39分25.9秒東経140度2分37.8秒﻿ / ﻿北緯35.657194度 東経140.043833度﻿ /35.657194; 140.043833","私立","学校法人佐野学園","外国語学部グローバル・リベラルアーツ学部","https://www.kandagaigo.ac.jp/kuis/","言語科学研究科","","","幕張新都心","1987年","","","","","","","","",""
"関東学院大学","[関東学院大学] 関東学院大学は、神奈川県にある キリスト教主義学校 ・ プロテスタント の ミッション系大学 である。横浜市金沢区の六浦と 釜利谷町 、 小田原市 に3箇所のキャンパスを設置している。","https://ja.wikipedia.org/wiki/関東学院大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度19分23.98秒東経139度37分22.4秒","神奈川県横浜市金沢区六浦北緯35度19分23.98秒東経139度37分22.4秒﻿ / ﻿北緯35.3233278度 東経139.622889度﻿ /35.3233278; 139.622889座標:北緯35度19分23.98秒東経139度37分22.4秒﻿ / ﻿北緯35.3233278度 東経139.622889度﻿ /35.3233278; 139.622889","私立","学校法人関東学院","社会学部国際文化学部経済学部経営学部法学部人間共生学部理工学部建築・環境学部教育学部看護学部栄養学部","https://univ.kanto-gakuin.ac.jp/","文学研究科経済学研究科法学研究科工学研究科","1949年","1884年","金沢八景（神奈川県横浜市金沢区）金沢文庫（神奈川県横浜市金沢区）小田原（神奈川県小田原市）","","","","","","","","","",""
"関東学園大学","[関東学園大学] 学園創設者である 松平濱子 が自戒の徳目とした「敬和・温順・質実」を建学の精神とし受け継ぐとともに、現代社会で生きるために必要な「自主創造の精神」を培うべく、知識を養うことと同時に豊かな人間形成を尊重した「学徳一体の人間教育」「北関東の研究の園」を理念としている。 細谷駅 から徒歩5分、また、附属の高等学校は 館林市 大谷町にある。（ 成島駅 より徒歩10分） 近年は館林に、 ヴェルボトナル法 を日本で唯一導入したヴェルボトナル研究所を設立。","https://ja.wikipedia.org/wiki/関東学園大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯36度17分8.6秒東経139度21分19.2秒","群馬県太田市藤阿久町200北緯36度17分8.6秒東経139度21分19.2秒﻿ / ﻿北緯36.285722度 東経139.355333度﻿ /36.285722; 139.355333座標:北緯36度17分8.6秒東経139度21分19.2秒﻿ / ﻿北緯36.285722度 東経139.355333度﻿ /36.285722; 139.355333","私立","学校法人関東学園","経済学部","https://www.kanto-gakuen.ac.jp/univer/index.htm","","1976年","1924年","","","","","","","","","","",""
"畿央大学","[畿央大学] 「徳をのばす」「知をみがく」「美をつくる」","https://ja.wikipedia.org/wiki/畿央大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度32分47.7秒 東経135度43分24.1秒","奈良県北葛城郡広陵町馬見中4-2-2","私立","学校法人冬木学園","健康科学部教育学部助産学専攻科","https://www.kio.ac.jp/","健康科学研究科教育学研究科","2003年","1946年","","","","","","","","","","",""
"北九州市立大学","[北九州市立大学　公] 1946年 （昭和21年） 7月 に創立された 小倉外事専門学校 が前身である。前校名は 北九州大学 であったが、 2005年 （平成17年） 4月1日 、地方独立行政法人化し、新たに 公立大学法人 北九州市立大学 となる。 2016年 （平成28年）に創立70周年を迎えた  。","https://ja.wikipedia.org/wiki/北九州市立大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯33度50分35.7秒 東経130度52分41.5秒","福岡県北九州市小倉南区北方4丁目2番1号","公立","公立大学法人北九州市立大学","外国語学部経済学部文学部法学部国際環境工学部地域創生学群","https://www.kitakyu-u.ac.jp/","法学研究科社会システム研究科国際環境工学研究科マネジメント研究科","1950年","1946年","北方（北九州市小倉南区）ひびきの（北九州市若松区）小倉サテライトキャンパス（北九州市小倉北区）","","","","","","","","","",""
"北里大学","[北里大学] 1893年 に設置された 土筆ヶ岡養生園 を源流とする。 1962年 の 北里研究所 創立50周年記念事業で設立された。 薬学部 、 獣医学部 、 医学部 、 海洋生命科学部 、 看護学部 、 理学部 、 医療衛生学部 、 一般教育部 がある。大学の設置者は 北里研究所 。 首都圏西部大学単位互換協定会 協定校。","https://ja.wikipedia.org/wiki/北里大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度38分44.1秒東経139度43分31.6秒","東京都港区白金5-9-1北緯35度38分44.1秒東経139度43分31.6秒﻿ / ﻿北緯35.645583度 東経139.725444度﻿ /35.645583; 139.725444座標:北緯35度38分44.1秒東経139度43分31.6秒﻿ / ﻿北緯35.645583度 東経139.725444度﻿ /35.645583; 139.725444","私立","学校法人北里研究所","薬学部獣医学部医学部海洋生命科学部看護学部理学部医療衛生学部","https://www.kitasato-u.ac.jp/jp/index.html","薬学研究科獣医畜産学研究科海洋生命科学研究科看護学研究科理学研究科医療系研究科感染制御科学府","","","白金（東京都港区白金）相模原（神奈川県相模原市南区）十和田（青森県十和田市）","1962年","","","","","","","","",""
"北見工業大学","[北見工業大学　国] 大学は、 工学部 のみの1学部2学科からなる 工学系 単科大学 。","https://ja.wikipedia.org/wiki/北見工業大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","","北海道北見市公園町165番地","国立","国立大学法人北見工業大学","工学部","http://www.kitami-it.ac.jp/","工学研究科","1966年","1960年","","","","","","","","","","",""
"吉備国際大学","[吉備国際大学] 同地に在した 順正短期大学 （じゅんせいたんきだいがく、現・ 本学短期大学部 、 1967年 開学。 2010年 本学短期課程として併合）を実質的な前身とする。前身校の開学以来、高梁市を中心とした岡山県内を拠点に教育活動を展開、2013年4月に 兵庫県 南あわじ市 （ 淡路島 ）に地域創成農学部を開設した  。","https://ja.wikipedia.org/wiki/吉備国際大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯34度47分51秒東経133度37分25秒","岡山県高梁市伊賀町8番地北緯34度47分51秒東経133度37分25秒﻿ / ﻿北緯34.79750度 東経133.62361度﻿ /34.79750; 133.62361座標:北緯34度47分51秒東経133度37分25秒﻿ / ﻿北緯34.79750度 東経133.62361度﻿ /34.79750; 133.62361","私立","学校法人順正学園","社会科学部保健医療福祉学部心理学部アニメーション文化学部地域創成農学部外国語学部","http://kiui.jp/","通学制社会学研究科文化財保存修復学研究科保健科学研究科社会福祉学研究科心理学研究科通信制社会福祉学研究科心理学研究科連合国際協力研究科環境リスクマネジメント研究科保健科学研究科知的財産学研究科","","","高梁（本部）キャンパス（岡山県高梁市）岡山駅前キャンパス（岡山県岡山市北区）南あわじ志知キャンパス（兵庫県南あわじ市）岡山キャンパス（岡山県岡山市北区）","1990年","","","","","","","","",""
"岐阜大学","[岐阜大学　国] 岐阜県唯一の国立大学で、5学部1学環を擁する。 旧制岐阜師範学校 、 旧制岐阜青年師範学校 、 旧制岐阜農林専門学校 を母体として発足し、後には 岐阜県立大学 工学部、 岐阜県立医科大学 を併合している。","https://ja.wikipedia.org/wiki/岐阜大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度27分51秒 東経136度44分20秒","岐阜県岐阜市柳戸1番1","国立","国立大学法人東海国立大学機構","教育学部地域科学部医学部工学部応用生物科学部社会システム経営学環","https://www.gifu-u.ac.jp/","教育学研究科地域科学研究科医学系研究科自然科学技術研究科工学研究科応用生物科学研究科連合農学研究科連合獣医学研究科連合創薬医療情報研究科","1949年","1873年","柳戸（岐阜県岐阜市）","","7,323","","","","","","","",""
"岐阜医療科学大学","[岐阜医療科学大学] 卒業時、 厚生労働省 が所管する以下の 国家試験 の受験資格が得られる。","https://ja.wikipedia.org/wiki/岐阜医療科学大学","日本の大学一覧","https://ja.wikipedia.org/wiki/日本の大学一覧","箇条書き,制限あり","北緯35度29分28.78秒東経136度57分6.2秒","岐阜県関市市平賀字長峰795-1北緯35度29分28.78秒東経136度57分6.2秒﻿ / ﻿北緯35.4913278度 東経136.951722度﻿ /35.4913278; 136.951722座標:北緯35度29分28.78秒東経136度57分6.2秒﻿ / ﻿北緯35.4913278度 東経136.951722度﻿ /35.4913278; 136.951722","私立","学校法人神野学園","保健科学部看護学部薬学部","http://www.u-gifu-ms.ac.jp/","保健医療学研究科","2006年","1967年","関キャンパス（岐阜県関市）可児キャンパス（ 岐阜県可児市）","","","","","","","","","",""
