"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","位置","標高","山系","種類","初登頂","最新噴火","最高峰","上位山系","山号","宗派","本尊","創建年","正式名","札所等","延長","幅","開基","寺格"
"朝日岳 (山形県・新潟県)","[朝日岳- 日本百名山] 朝日岳 （あさひだけ）は、 山形県 と 新潟県 の県境上、 朝日山地 の南部にある山塊である。主峰の大朝日岳（標高1,870m）は県境ではなく 山形県 に属する。その他北東に小朝日岳（標高1,648m）、北西の県境上に西朝日岳（標高1,814m）がある。","https://ja.wikipedia.org/wiki/朝日岳_(山形県・新潟県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯38度15分38秒東経139度55分20秒","日本山形県小国町・朝日町・大江町・西川町・新潟県村上市","北緯38度15分38秒東経139度55分20秒﻿ / ﻿北緯38.26056度 東経139.92222度﻿ /38.26056; 139.92222","1,870.3m","朝日連峰","","","","","","","","","","","","","","",""
"以東岳","[以東岳] 以東岳 （いとうだけ）は、 山形県 鶴岡市 と 新潟県 村上市 との境にある 標高 1,771.4mの山である。 日本二百名山 の一つ。","https://ja.wikipedia.org/wiki/以東岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯38度20分34秒東経139度50分56秒","日本山形県鶴岡市新潟県村上市","北緯38度20分34秒東経139度50分56秒﻿ / ﻿北緯38.34278度 東経139.84889度﻿ /38.34278; 139.84889座標:北緯38度20分34秒東経139度50分56秒﻿ / ﻿北緯38.34278度 東経139.84889度﻿ /38.34278; 139.84889","1,771.4m","朝日山地","","","","","","","","","","","","","","",""
"飯豊山","[飯豊山- 日本百名山] 飯豊山 （いいでさん）は、 飯豊山地  の 標高 2,105.1 m の 山 である。主峰は、通称 飯豊本山 とも呼ばれることもあるが、国土地理院地図における表示は飯豊山のみである。","https://ja.wikipedia.org/wiki/飯豊山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度51分17秒東経139度42分26秒","日本山形県西置賜郡小国町新潟県東蒲原郡阿賀町福島県喜多方市","北緯37度51分17秒東経139度42分26秒﻿ / ﻿北緯37.85472度 東経139.70722度﻿ /37.85472; 139.70722座標:北緯37度51分17秒東経139度42分26秒﻿ / ﻿北緯37.85472度 東経139.70722度﻿ /37.85472; 139.70722","2,105.1m","飯豊山地","","","","","","","","","","","","","","",""
"博士山","[博士山] 博士山 （はかせやま）は、 福島県 会津地方 のほぼ中央にあり、 柳津町 、 会津美里町 、 昭和村 の境界をなしている山。標高は1,482.0mで、一等 三角点 「博士山」設置。","https://ja.wikipedia.org/wiki/博士山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度21分47.4秒東経139度42分53.1秒","日本福島県河沼郡柳津町・大沼郡会津美里町・昭和村","北緯37度21分47.4秒東経139度42分53.1秒﻿ / ﻿北緯37.363167度 東経139.714750度﻿ /37.363167; 139.714750座標:北緯37度21分47.4秒東経139度42分53.1秒﻿ / ﻿北緯37.363167度 東経139.714750度﻿ /37.363167; 139.714750","1,482.0m","","","","","","","","","","","","","","","",""
"会津朝日岳","[会津朝日岳] 会津朝日岳 （あいづあさひだけ）は、 福島県 南会津郡 只見町 の南部にある山である。 標高 1,624.2m。三等 三角点 「朝日岳」設置。 越後三山只見国定公園 に属する。","https://ja.wikipedia.org/wiki/会津朝日岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度13分16.1秒東経139度20分22.7秒","日本福島県南会津郡只見町","北緯37度13分16.1秒東経139度20分22.7秒﻿ / ﻿北緯37.221139度 東経139.339639度﻿ /37.221139; 139.339639座標:北緯37度13分16.1秒東経139度20分22.7秒﻿ / ﻿北緯37.221139度 東経139.339639度﻿ /37.221139; 139.339639","1,624.2m","","","","","","","","","","","","","","","",""
"会津駒ヶ岳","[会津駒ヶ岳- 日本百名山] 会津駒ヶ岳 （あいづこまがだけ）は、 福島県 南会津郡 檜枝岐村 にある 標高 2,133mの 山 である。 日本百名山 の一つ。一等 三角点 「岩駒ケ岳」（標高2,132.4m）設置。","https://ja.wikipedia.org/wiki/会津駒ヶ岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度02分51.4秒東経139度21分13.6秒","日本福島県南会津郡檜枝岐村","北緯37度02分51.4秒東経139度21分13.6秒﻿ / ﻿北緯37.047611度 東経139.353778度﻿ /37.047611; 139.353778座標:北緯37度02分51.4秒東経139度21分13.6秒﻿ / ﻿北緯37.047611度 東経139.353778度﻿ /37.047611; 139.353778","2,133m","越後山脈","","","","","","","","","","","","","","",""
"燧ヶ岳","[▲燧ヶ岳- 日本百名山（東北地方の最高峰）] 燧ヶ岳 （ひうちがたけ）は 福島県 にある 火山 。山頂は 南会津郡 檜枝岐村 に属する。 尾瀬国立公園 内にあり、 至仏山 とともに 尾瀬 を代表する山でもある。 東北地方 最高峰（ 標高 2,356 m）であり 日本百名山 に選定されている。","https://ja.wikipedia.org/wiki/燧ヶ岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度57分18秒東経139度17分07秒","福島県南会津郡檜枝岐村","北緯36度57分18秒東経139度17分07秒﻿ / ﻿北緯36.95500度 東経139.28528度﻿ /36.95500; 139.28528座標:北緯36度57分18秒東経139度17分07秒﻿ / ﻿北緯36.95500度 東経139.28528度﻿ /36.95500; 139.28528","2,356m","独立峰","複成火山","","","","","","","","","","","","","",""
"三本槍岳","[▲三本槍岳] 三本槍岳 （さんぼんやりだけ）は、 福島県 西白河郡 西郷村 と 栃木県 那須塩原市 との境界にある山である。 標高 1,916.9m。 那須岳 の最高峰。一等 三角点 「三倉山（みくらやま）」設置。 日光国立公園 に属する。","https://ja.wikipedia.org/wiki/三本槍岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度09分00.5秒東経139度57分41.0秒","日本福島県西白河郡西郷村栃木県那須塩原市","北緯37度09分00.5秒東経139度57分41.0秒﻿ / ﻿北緯37.150139度 東経139.961389度﻿ /37.150139; 139.961389座標:北緯37度09分00.5秒東経139度57分41.0秒﻿ / ﻿北緯37.150139度 東経139.961389度﻿ /37.150139; 139.961389","1,916.9m","那須火山群","成層火山","","","","","","","","","","","","","",""
"荒海山","[荒海山] 荒海山 （あらかいさん、あらかいざん、あらかいやま）は、 福島県 南会津郡 南会津町 と 栃木県 日光市 の境界に位置する 標高 1,581 mの山である。二等 三角点 「太郎岳」（標高1,580.4 m）は山頂の東北東約90 mに位置するピーク東峰にある。福島県側では荒海山、栃木県側では 太郎岳 （たろうだけ）と呼ばれる。江戸時代の文献『 新編会津風土記 』では 荒貝嶽 （あらかいがだけ）と表記されている。","https://ja.wikipedia.org/wiki/荒海山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度02分10秒東経139度38分37秒","日本福島県南会津郡南会津町栃木県日光市","北緯37度02分10秒東経139度38分37秒﻿ / ﻿北緯37.03611度 東経139.64361度﻿ /37.03611; 139.64361座標:北緯37度02分10秒東経139度38分37秒﻿ / ﻿北緯37.03611度 東経139.64361度﻿ /37.03611; 139.64361","1,581m","帝釈山地","","","","","","","","","","","","","","",""
"帝釈山","[帝釈山] 帝釈山 （たいしゃくさん）は 福島県 南会津郡 南会津町 、 檜枝岐村 、 栃木県 日光市 の境界にある標高2,060mの 山 。 日本二百名山 のひとつ。二等 三角点 設置。","https://ja.wikipedia.org/wiki/帝釈山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度58分11.3秒東経139度27分35.9秒","日本福島県南会津郡南会津町・檜枝岐村栃木県日光市","北緯36度58分11.3秒東経139度27分35.9秒﻿ / ﻿北緯36.969806度 東経139.459972度﻿ /36.969806; 139.459972座標:北緯36度58分11.3秒東経139度27分35.9秒﻿ / ﻿北緯36.969806度 東経139.459972度﻿ /36.969806; 139.459972","2,059.6m","帝釈山脈","","","","","","","","","","","","","","",""
"霊山 (福島県)","[霊山（りょうぜん）] 霊山 （りょうぜん）は、 福島県 伊達市 と 相馬市 との境にそびえる標高825メートルの山  。国の 名勝 、 日本百景 、 県立自然公園 および うつくしま百名山 に指定されている。また、 南北朝時代 の重要な 城跡 遺構として国の 史跡 に指定されている  。","https://ja.wikipedia.org/wiki/霊山_(福島県)","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度46分08秒東経140度41分15秒","日本福島県伊達市・相馬市","北緯37度46分08秒東経140度41分15秒﻿ / ﻿北緯37.76889度 東経140.68750度﻿ /37.76889; 140.68750座標:北緯37度46分08秒東経140度41分15秒﻿ / ﻿北緯37.76889度 東経140.68750度﻿ /37.76889; 140.68750","825m","阿武隈高地","","","","","","","","","","","","","","",""
"大滝根山","[大滝根山] 大滝根山 （おおたきねやま）は、 福島県 田村市 と 双葉郡 川内村 との境界にそびえる山である。 標高 1,192.1mで 阿武隈高地 の最高峰である。","https://ja.wikipedia.org/wiki/大滝根山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度21分18秒東経140度42分06秒","日本福島県田村市・双葉郡川内村","北緯37度21分18秒東経140度42分06秒﻿ / ﻿北緯37.35500度 東経140.70167度﻿ /37.35500; 140.70167座標:北緯37度21分18秒東経140度42分06秒﻿ / ﻿北緯37.35500度 東経140.70167度﻿ /37.35500; 140.70167","1,192.1m","阿武隈高地","","","","","","","","","","","","","","",""
"八溝山","[八溝山] 八溝山 （やみぞさん）は、 茨城県 と 福島県 の県境にある 標高 1,021.8mの 山 である。 茨城県最高峰 の山である。","https://ja.wikipedia.org/wiki/八溝山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度55分49秒東経140度16分23秒","日本福島県東白川郡棚倉町・茨城県久慈郡大子町","北緯36度55分49秒東経140度16分23秒﻿ / ﻿北緯36.93028度 東経140.27306度﻿ /36.93028; 140.27306座標:北緯36度55分49秒東経140度16分23秒﻿ / ﻿北緯36.93028度 東経140.27306度﻿ /36.93028; 140.27306","1,021.8m","八溝山地","","","","","","","","","","","","","","",""
"日山","[日山] 日山 （ひやま）は、 福島県 二本松市 と 葛尾村 の境界にそびえる 山 。別名・天王山。 標高 1,054m。 うつくしま百名山 に選定されている。以前は 富士山 が撮影できる北限とされていた。","https://ja.wikipedia.org/wiki/日山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度32分36.5秒東経140度41分3.3秒","福島県二本松市、田村市川俣町、浪江町、葛尾村","北緯37度32分36.5秒東経140度41分3.3秒﻿ / ﻿北緯37.543472度 東経140.684250度﻿ /37.543472; 140.684250","1,054m","阿武隈高地","","","","","","","","","","","","","","",""
"湯の岳 (存在しないページ)","[湯の岳]","https://ja.wikipedia.org/w/index.php?title=湯の岳&amp;action=edit&amp;redlink=1","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"那須岳","[▲那須岳- 日本百名山] 那須岳 （なすだけ）は、広義には 栃木県 北部に位置する那須連山の総称  （特に 茶臼岳 や 朝日岳 、 三本槍岳 三山の総称）  。狭義には那須連山の主峰の茶臼岳（標高1,915m）をいう  。 那須火山帯 の南端に位置する。 深田久弥 の 日本百名山 の一つ  。本項では那須五岳や那須連山について記す。","https://ja.wikipedia.org/wiki/那須岳","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯37度07分29.3秒東経139度57分47.3秒","日本栃木県那須郡那須町栃木県那須塩原市福島県西白河郡西郷村","北緯37度07分29.3秒東経139度57分47.3秒﻿ / ﻿北緯37.124806度 東経139.963139度﻿ /37.124806; 139.963139座標:北緯37度07分29.3秒東経139度57分47.3秒﻿ / ﻿北緯37.124806度 東経139.963139度﻿ /37.124806; 139.963139","","","成層火山","","","三本槍岳（1,917m）","那須連山","","","","","","","","","",""
"高原山","[▲高原山] 高原山 （たかはらやま、たかはらさん）は、 栃木県 日光市 と同 塩谷郡 塩谷町 、 那須塩原市 、 矢板市 にまたがる 山 である。特に主峰 鶏頂山 、釈迦ヶ岳、中岳、西平岳の山頂部は日光市と塩谷町に在り、東北部の裾野である 八方ヶ原 も含め、その山体は 日光国立公園 に在る。 日本三百名山 の一つに選定されている。","https://ja.wikipedia.org/wiki/高原山","日本の山一覧","https://ja.wikipedia.org/wiki/日本の山一覧","箇条書き,制限あり","北緯36度54分0秒東経139度46分36秒","栃木県日光市、塩谷郡塩谷町","北緯36度54分0秒東経139度46分36秒﻿ / ﻿北緯36.90000度 東経139.77667度﻿ /36.90000; 139.77667座標:北緯36度54分0秒東経139度46分36秒﻿ / ﻿北緯36.90000度 東経139.77667度﻿ /36.90000; 139.77667","釈迦ヶ岳 1,794.9m","","成層火山（活火山ランクC）","","約6500年前","","","","","","","","","","","",""
