"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所属路線","キロ程","所属事業者","駅構造","開業年月日","ホーム","所在地","備考","乗車人員,-統計年度-","電報略号","駅番号","乗降人員,-統計年度-","乗換","乗降人員,-統計年次-","種類","本社所在地","設立","業種","法人番号"
"三津浜駅","三津浜駅（みつはまえき）","https://ja.wikipedia.org/wiki/三津浜駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度51分40.51秒東経132度43分43.13秒","■予讃線","190.7 km（高松起点）","四国旅客鉄道（JR四国）","地上駅","1927年（昭和2年）4月3日","2面2線","愛媛県松山市会津町北緯33度51分40.51秒東経132度43分43.13秒﻿ / ﻿北緯33.8612528度 東経132.7286472度﻿ /33.8612528; 132.7286472座標:北緯33度51分40.51秒東経132度43分43.13秒﻿ / ﻿北緯33.8612528度 東経132.7286472度﻿ /33.8612528; 132.7286472","無人駅（自動券売機あり）","","ミツ","○Y54","1,092[1]人/日-2019年-","","","","","","",""
"三菱自工前駅","三菱自工前駅（みつびしじこうまええき）","https://ja.wikipedia.org/wiki/三菱自工前駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度31分22.61秒東経133度43分58.13秒","水島本線","10.4 km（倉敷市起点）","水島臨海鉄道","地上駅","1972年（昭和47年）9月17日","1面1線","岡山県倉敷市水島海岸通二丁目北緯34度31分22.61秒東経133度43分58.13秒座標:北緯34度31分22.61秒 東経133度43分58.13秒","無人駅","59人/日（降車客含まず）-2018年-","ミジ","MR9","118人/日-2018年-","","","","","","",""
"三妻駅","三妻駅（みつまえき）","https://ja.wikipedia.org/wiki/三妻駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度4分25.95秒東経139度58分57.93秒","常総線","23.9 km（取手起点）","関東鉄道","地上駅","1913年（大正2年）11月1日[2]","1面2線","茨城県常総市三坂町1672北緯36度4分25.95秒東経139度58分57.93秒﻿ / ﻿北緯36.0738750度 東経139.9827583度﻿ /36.0738750; 139.9827583﻿ (三妻駅)座標:北緯36度4分25.95秒東経139度58分57.93秒﻿ / ﻿北緯36.0738750度 東経139.9827583度﻿ /36.0738750; 139.9827583﻿ (三妻駅)","","","","","170人/日-2019年[1]-","","","","","","",""
"三俣駅","三俣駅（みつまたえき）","https://ja.wikipedia.org/wiki/三俣駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度23分37.62秒東経139度5分20.16秒","■上毛線","1.6 km（中央前橋起点）","上毛電気鉄道","地上駅","1928年（昭和3年）11月10日","1面2線","群馬県前橋市三俣町一丁目32-5北緯36度23分37.62秒東経139度5分20.16秒﻿ / ﻿北緯36.3937833度 東経139.0889333度﻿ /36.3937833; 139.0889333﻿ (三俣駅)座標:北緯36度23分37.62秒東経139度5分20.16秒﻿ / ﻿北緯36.3937833度 東経139.0889333度﻿ /36.3937833; 139.0889333﻿ (三俣駅)","","","","","184人/日-2018年-","","","","","","",""
"三松駅","三松駅（みつまつえき・西日本旅客鉄道小浜線）","https://ja.wikipedia.org/wiki/三松駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度29分19.79秒東経135度31分14.08秒","■小浜線","71.4 km（敦賀起点）","西日本旅客鉄道（JR西日本）","地上駅","1961年（昭和36年）7月15日","1面1線","福井県大飯郡高浜町東三松13-12北緯35度29分19.79秒東経135度31分14.08秒﻿ / ﻿北緯35.4888306度 東経135.5205778度﻿ /35.4888306; 135.5205778座標:北緯35度29分19.79秒東経135度31分14.08秒﻿ / ﻿北緯35.4888306度 東経135.5205778度﻿ /35.4888306; 135.5205778","無人駅","103人/日（降車客含まず）-2019年-","ミツ","","","","","","","","",""
"三ツ松駅","三ツ松駅（みつまつえき・水間鉄道水間線）","https://ja.wikipedia.org/wiki/三ツ松駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度24分38.91秒東経135度23分0.10秒","水間線","4.7 km（貝塚起点）","水間鉄道","地上駅","1926年（大正15年）1月30日","単式 1面1線","大阪府貝塚市三ツ松879-3北緯34度24分38.91秒東経135度23分0.10秒﻿ / ﻿北緯34.4108083度 東経135.3833611度﻿ /34.4108083; 135.3833611座標:北緯34度24分38.91秒東経135度23分0.10秒﻿ / ﻿北緯34.4108083度 東経135.3833611度﻿ /34.4108083; 135.3833611","無人駅","","","","","","418人/日-2019年-","","","","",""
"三峰口駅","三峰口駅（みつみねぐちえき）","https://ja.wikipedia.org/wiki/三峰口駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度57分35.78秒東経138度58分43.78秒","■秩父本線","71.7 km（羽生起点）","秩父鉄道","地上駅","1930年（昭和5年）3月15日","2面3線","埼玉県秩父市荒川白久1625北緯35度57分35.78秒東経138度58分43.78秒﻿ / ﻿北緯35.9599389度 東経138.9788278度﻿ /35.9599389; 138.9788278座標:北緯35度57分35.78秒東経138度58分43.78秒﻿ / ﻿北緯35.9599389度 東経138.9788278度﻿ /35.9599389; 138.9788278","直営駅（管理駅）","186人/日（降車客含まず）-2019年-","ミネ","","361人/日-2019年-","","","","","","",""
"三ツ屋駅","三ツ屋駅（みつやえき）","https://ja.wikipedia.org/wiki/三ツ屋駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度36分43.03秒東経136度38分44.16秒","■浅野川線","3.9 km（北鉄金沢起点）","北陸鉄道","地上駅","1925年（大正14年）5月10日[1]","相対式2面2線","石川県金沢市三ツ屋町ハ**北緯36度36分43.03秒東経136度38分44.16秒﻿ / ﻿北緯36.6119528度 東経136.6456000度﻿ /36.6119528; 136.6456000座標:北緯36度36分43.03秒東経136度38分44.16秒﻿ / ﻿北緯36.6119528度 東経136.6456000度﻿ /36.6119528; 136.6456000","","","","○A07","871人/日-2017年-","","","","","","",""
"みつわ台駅","みつわ台駅（みつわだいえき）","https://ja.wikipedia.org/wiki/みつわ台駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度38分19.2秒東経140度8分5.7秒","■2号線","6.2 km（千葉起点）","千葉都市モノレール","高架駅","1988年（昭和63年）3月28日[1]","相対式、2面2線","千葉市若葉区みつわ台三丁目28北緯35度38分19.2秒東経140度8分5.7秒座標:北緯35度38分19.2秒 東経140度8分5.7秒","無人駅","1,774人/日（降車客含まず）-2018年-","","CM10","","","","","","","",""
"御幣島駅","御幣島駅（みてじまえき）","https://ja.wikipedia.org/wiki/御幣島駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度42分45.32秒東経135度27分20.45秒","HJR東西線","8.6km（京橋起点）木津から53.4 km","西日本旅客鉄道（JR西日本）（関西高速鉄道）","地下駅","1997年（平成9年）3月8日","1面2線","大阪市西淀川区御幣島一丁目8先北緯34度42分45.32秒東経135度27分20.45秒﻿ / ﻿北緯34.7125889度 東経135.4556806度﻿ /34.7125889; 135.4556806﻿ (御幣島駅)座標:北緯34度42分45.32秒東経135度27分20.45秒﻿ / ﻿北緯34.7125889度 東経135.4556806度﻿ /34.7125889; 135.4556806﻿ (御幣島駅)","直営駅みどりの窓口有大阪市内駅","13,547人/日（降車客含まず）-2019年-","ミテ","JR-H47","","","","","","","",""
"水戸駅","水戸駅（みとえき・東日本旅客鉄道常磐線・水郡線・鹿島臨海鉄道大洗鹿島線）","https://ja.wikipedia.org/wiki/水戸駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯36度22分15.25秒東経140度28分33.86秒","■常磐線（JR東日本）（■水戸線直通含む）","115.3 km（日暮里起点）","東日本旅客鉄道（JR東日本）日本貨物鉄道（JR貨物）鹿島臨海鉄道","地上駅（橋上駅）","1889年（明治22年）1月16日","4面8線","茨城県水戸市宮町一丁目1-1北緯36度22分15.25秒東経140度28分33.86秒﻿ / ﻿北緯36.3709028度 東経140.4760722度﻿ /36.3709028; 140.4760722座標:北緯36度22分15.25秒東経140度28分33.86秒﻿ / ﻿北緯36.3709028度 東経140.4760722度﻿ /36.3709028; 140.4760722","共同使用駅（JR東日本の管轄駅）直営駅（管理駅）みどりの窓口有*:偕楽園駅の営業キロは設定なし","（JR東日本）-2019年-29,172人/日（降車客含まず）（鹿島臨海鉄道）-2019年-1,977人/日（降車客含まず）","ミト","","（鹿島臨海鉄道）-2018年-4,109人/日","","","","","","",""
"弥刀駅","弥刀駅（みとえき・近鉄大阪線）","https://ja.wikipedia.org/wiki/弥刀駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度38分27.01秒東経135度35分2.34秒","D大阪線","7.4 km（大阪上本町起点）","近畿日本鉄道（近鉄）","地上駅","1925年（大正14年）12月10日","2面4線","大阪府東大阪市友井三丁目1-22北緯34度38分27.01秒東経135度35分2.34秒﻿ / ﻿北緯34.6408361度 東経135.5839833度﻿ /34.6408361; 135.5839833座標:北緯34度38分27.01秒東経135度35分2.34秒﻿ / ﻿北緯34.6408361度 東経135.5839833度﻿ /34.6408361; 135.5839833","","","ミト"," D09 ","10,299人/日-2018年-","","","","","","",""
"御堂駅","御堂駅（みどうえき）","https://ja.wikipedia.org/wiki/御堂駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯40度0分15.79秒東経141度14分13.74秒","■いわて銀河鉄道線","37.3km（盛岡起点）東京から572.6 km","IGRいわて銀河鉄道","地上駅","1961年（昭和36年）4月15日","2面2線","岩手県岩手郡岩手町大字五日市4-33北緯40度0分15.79秒東経141度14分13.74秒座標:北緯40度0分15.79秒 東経141度14分13.74秒","簡易委託駅","","トウ","","58人/日-2019年-","","","","","","",""
"三苫駅","三苫駅（みとまえき）","https://ja.wikipedia.org/wiki/三苫駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯33度42分7.46秒東経130度25分21.16秒","■西鉄貝塚線","9.0 km（貝塚起点）","西日本鉄道","地上駅（橋上駅）","1925年（大正14年）7月1日","2面2線","福岡市東区美和台3丁目6番1号北緯33度42分7.46秒東経130度25分21.16秒﻿ / ﻿北緯33.7020722度 東経130.4225444度﻿ /33.7020722; 130.4225444座標:北緯33度42分7.46秒東経130度25分21.16秒﻿ / ﻿北緯33.7020722度 東経130.4225444度﻿ /33.7020722; 130.4225444","","","","NK  09 ","3,574人/日-2019年-","","","","","","",""
"緑駅","緑駅（みどりえき・北海道旅客鉄道釧網本線）","https://ja.wikipedia.org/wiki/緑駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯43度43分5.79秒東経144度30分19.91秒","■釧網本線","65.3 km（網走起点）","北海道旅客鉄道（JR北海道）","地上駅","1931年（昭和6年）9月20日","2面2線","北海道斜里郡清里町緑町北緯43度43分5.79秒東経144度30分19.91秒","無人駅","","ミリ","○B67","4人/日-2014年-","","","","","","",""
"水鳥駅","水鳥駅（みどりえき・樽見鉄道樽見線）","https://ja.wikipedia.org/wiki/水鳥駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度37分3.14秒東経136度37分14.74秒","樽見線","32.5 km（大垣起点）","樽見鉄道","地上駅","1989年（平成元年）3月25日[1]","1面1線","岐阜県本巣市根尾水鳥北緯35度37分3.14秒東経136度37分14.74秒﻿ / ﻿北緯35.6175389度 東経136.6207611度﻿ /35.6175389; 136.6207611座標:北緯35度37分3.14秒東経136度37分14.74秒﻿ / ﻿北緯35.6175389度 東経136.6207611度﻿ /35.6175389; 136.6207611","","","","","","","","","","","",""
"緑井駅","緑井駅（みどりいえき）","https://ja.wikipedia.org/wiki/緑井駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯34度28分1.77秒東経132度28分32.6秒","B可部線","7.3km（横川起点）広島から10.3 km","西日本旅客鉄道（JR西日本）","地上駅","1910年（明治43年）12月25日","1面2線","広島市安佐南区緑井四丁目10-1北緯34度28分1.77秒東経132度28分32.6秒﻿ / ﻿北緯34.4671583度 東経132.475722度﻿ /34.4671583; 132.475722座標:北緯34度28分1.77秒東経132度28分32.6秒﻿ / ﻿北緯34.4671583度 東経132.475722度﻿ /34.4671583; 132.475722","業務委託駅みどりの窓口有広島市内駅","2,729人/日（降車客含まず）-2019年-","ミリ","JR-B09","","","","","","","",""
"緑が丘駅 (北海道)","緑が丘駅 (北海道)（みどりがおかえき・北海道旅客鉄道富良野線）","https://ja.wikipedia.org/wiki/緑が丘駅_(北海道)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯43度43分51.87秒東経142度21分56.52秒","■富良野線","4.0 km（旭川起点）","北海道旅客鉄道（JR北海道）","地上駅","1996年（平成8年）9月1日[1]","1面1線","北海道旭川市神楽岡13条9丁目北緯43度43分51.87秒東経142度21分56.52秒﻿ / ﻿北緯43.7310750度 東経142.3657000度﻿ /43.7310750; 142.3657000﻿ (緑が丘駅)","無人駅","","オカ","○F30","138人/日-2014年-","","","","","","",""
"緑が丘駅 (東京都)","緑が丘駅 (東京都)（みどりがおかえき・東急大井町線）","https://ja.wikipedia.org/wiki/緑が丘駅_(東京都)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯35度36分23秒東経139度40分45.7秒","■大井町線","5.3 km（大井町起点）","東急電鉄","高架駅","1929年（昭和4年）12月25日[1]","2面2線","東京都目黒区緑が丘三丁目1番12号北緯35度36分23秒東経139度40分45.7秒﻿ / ﻿北緯35.60639度 東経139.679361度﻿ /35.60639; 139.679361座標:北緯35度36分23秒東経139度40分45.7秒﻿ / ﻿北緯35.60639度 東経139.679361度﻿ /35.60639; 139.679361","","","","OM09","7,353人/日-2020年-","","","","","","",""
"緑が丘駅 (兵庫県)","緑が丘駅 (兵庫県)（みどりがおかえき・神戸電鉄粟生線）","https://ja.wikipedia.org/wiki/緑が丘駅_(兵庫県)","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","","粟生線","12.8km（鈴蘭台起点）湊川から20.3km新開地から20.7 km","神戸電鉄","地上駅[1]","1950年（昭和25年）3月8日[1]","1面1線[1]","","無人駅[1]*1958年に広野野球場前駅から改称[1]","","","○KB48","","","","","","","",""
"緑川駅","緑川駅（みどりかわえき）","https://ja.wikipedia.org/wiki/緑川駅","日本の鉄道駅一覧_み","https://ja.wikipedia.org/wiki/日本の鉄道駅一覧_み","箇条書き,制限あり","北緯32度41分38.63秒東経130度37分52.79秒","三角線（あまくさみすみ線）","4.0 km（宇土起点）","九州旅客鉄道（JR九州）","地上駅","1960年（昭和35年）4月1日[1]","1面1線[1]","熊本県宇土市野鶴町[1]北緯32度41分38.63秒東経130度37分52.79秒","無人駅[1]","","ミカ","","","","","","","","",""
