"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","国","地方","都道府県","面積","総人口","人口密度","所在地","市町村コード","隣接自治体","外部リンク","法人番号","市長","市の花","市の木","市の鳥","特記事項","他のシンボル","区の木","区の花"
"佐倉市","[佐倉市] 佐倉市 （さくらし）は、 千葉県 の北部に位置する 市 。","https://ja.wikipedia.org/wiki/佐倉市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度43分24.5秒東経140度13分26.2秒","日本","関東地方","千葉県","103.69km2","168,543人（推計人口、2021年6月1日）","1,625人/km2","〒285-8501千葉県佐倉市海隣寺町97番地北緯35度43分24.5秒東経140度13分26.2秒﻿ / ﻿北緯35.723472度 東経140.223944度﻿ /35.723472; 140.223944","12212-2","千葉市、四街道市、八千代市、印西市、八街市印旛郡：酒々井町","公式ウェブサイト","8000020122122","西田三十五","ハナショウブ","サクラ","","","","",""
"東金市","[東金市] 東金市 （とうがねし）は、 千葉県 の中東部に位置する 市 。 東金の歴史はとても古く、千葉県の中でも特筆すべきものがある。豊かな自然と歴史に裏打ちされた街で観光地としてのニーズも最近になって高まりつつある。","https://ja.wikipedia.org/wiki/東金市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度33分35.8秒東経140度21分57.9秒","日本","関東地方","千葉県","89.12km2","57,775人（推計人口、2021年6月1日）","648人/km2","〒283-8511千葉県東金市東岩崎1番地1北緯35度33分35.8秒東経140度21分57.9秒﻿ / ﻿北緯35.559944度 東経140.366083度﻿ /35.559944; 140.366083","12213-1","千葉市、山武市、八街市、大網白里市山武郡：九十九里町","公式ウェブサイト","7000020122131","鹿間陸郎","ソメイヨシノ","ラカンマキ","","","","",""
"旭市","[旭市] 旭市 （あさひし）は、 千葉県 の北東部に位置する 市 。","https://ja.wikipedia.org/wiki/旭市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度43分13.7秒東経140度38分47.6秒","日本","関東地方","千葉県","130.45km2","63,182人（推計人口、2021年6月1日）","484人/km2","〒289‐2595千葉県旭市ニ1920番地北緯35度43分13.7秒東経140度38分47.6秒﻿ / ﻿北緯35.720472度 東経140.646556度﻿ /35.720472; 140.646556市庁舎位置","12215-7","銚子市、匝瑳市、香取市香取郡：東庄町","公式ウェブサイト","6000020122157","明智忠直","アジサイ・ツバキ","クロマツ","","","","",""
"習志野市","[習志野市] 習志野市 （ならしのし）は、 千葉県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/習志野市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","","日本","関東地方","千葉県","20.97km2","175,368人（推計人口、2021年6月1日）","8,363人/km2","〒275-8601千葉県習志野市鷺沼二丁目1番1号","12216-5","千葉市、船橋市、八千代市","公式ウェブサイト","6000020122165","宮本泰介","アジサイ","アカシア","","","","",""
"柏市","[柏市] 柏市 （かしわし）は、 千葉県 の北西部に位置する 市 。 中核市 に指定されている。","https://ja.wikipedia.org/wiki/柏市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度52分3.3秒東経139度58分32.7秒","日本","関東地方","千葉県","114.74km2","435,436人（推計人口、2021年6月1日）","3,795人/km2","〒277-8505千葉県柏市柏五丁目10番1号北緯35度52分3.3秒東経139度58分32.7秒﻿ / ﻿北緯35.867583度 東経139.975750度﻿ /35.867583; 139.975750","12217-3","松戸市、我孫子市、鎌ケ谷市、野田市、流山市、印西市、白井市茨城県：取手市、守谷市","公式ウェブサイト","6000020122173","秋山浩保","シバザクラ、カタクリ、ヒマワリ","カシワ、シイ","オナガ","","","",""
"勝浦市","[勝浦市] 勝浦市 （かつうらし）は、 千葉県 の南東部に位置する 市 。","https://ja.wikipedia.org/wiki/勝浦市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度9分7.9秒東経140度19分15秒","日本","関東地方","千葉県","93.96km2（境界未定部分あり）","16,626人（推計人口、2021年6月1日）","177人/km2","〒299-5292千葉県勝浦市新官1343-1北緯35度9分7.9秒東経140度19分15秒﻿ / ﻿北緯35.152194度 東経140.32083度﻿ /35.152194; 140.32083","12218-1","鴨川市、いすみ市夷隅郡：大多喜町、御宿町","公式ウェブサイト","6000020122181","土屋元","","アジサイ","","","","",""
"市原市","[市原市] 市原市 （いちはらし）は、 千葉県 の中央部に位置する 市 。","https://ja.wikipedia.org/wiki/市原市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度29分53秒東経140度6分55.6秒","日本","関東地方","千葉県","368.17km2","267,793人（推計人口、2021年6月1日）","727人/km2","〒290-8501千葉県市原市国分寺台中央一丁目1番地1北緯35度29分53秒東経140度6分55.6秒﻿ / ﻿北緯35.49806度 東経140.115444度﻿ /35.49806; 140.115444市原市役所","12219-0","千葉市、茂原市、袖ケ浦市、木更津市、君津市夷隅郡：大多喜町長生郡：長南町、長柄町","公式ウェブサイト","5000020122190","小出譲治","コスモス","イチョウ","ウグイス","","","",""
"流山市","[流山市] 流山市 （ながれやまし）は、 千葉県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/流山市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度51分22.7秒東経139度54分10.4秒","日本","関東地方","千葉県","35.32km2","201,418人（推計人口、2021年6月1日）","5,703人/km2","〒270-0192千葉県流山市平和台1丁目1番地1北緯35度51分22.7秒東経139度54分10.4秒﻿ / ﻿北緯35.856306度 東経139.902889度﻿ /35.856306; 139.902889","12220-3","松戸市、柏市、野田市埼玉県：三郷市、吉川市","公式ウェブサイト","1000020122203","井崎義治","ツツジ","ツゲ","オオタカ","","","",""
"八千代市","[八千代市] 八千代市 （やちよし）は、 千葉県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/八千代市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度43分20.7秒東経140度5分59.6秒","日本","関東地方","千葉県","51.39km2","200,871人（推計人口、2021年6月1日）","3,909人/km2","〒276-8501千葉県八千代市大和田新田312番地5北緯35度43分20.7秒東経140度5分59.6秒﻿ / ﻿北緯35.722417度 東経140.099889度﻿ /35.722417; 140.099889","12221-1","千葉市、佐倉市、船橋市、印西市、白井市、習志野市","公式ウェブサイト","1000020122211","服部友則","バラ","ツツジ","","","","",""
"我孫子市","[我孫子市] 我孫子市 （あびこし）は、 千葉県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/我孫子市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度51分51.2秒東経140度1分42.2秒","日本","関東地方","千葉県","43.15km2","130,292人（推計人口、2021年6月1日）","3,020人/km2","〒270-1192千葉県我孫子市我孫子1858番地北緯35度51分51.2秒東経140度1分42.2秒﻿ / ﻿北緯35.864222度 東経140.028389度﻿ /35.864222; 140.028389","12222-0","柏市、印西市茨城県：取手市、北相馬郡利根町","公式ウェブサイト","9000020122220","星野順一郎","ツツジ","ケヤキ","オオバン","","","",""
"鴨川市","[鴨川市] 鴨川市 （かもがわし）は、 千葉県 の南東部に位置する 市 。","https://ja.wikipedia.org/wiki/鴨川市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度6分50.6秒東経140度5分56.1秒","日本","関東地方","千葉県","191.14km2","31,430人（推計人口、2021年6月1日）","164人/km2","〒296-8601千葉県鴨川市横渚1450北緯35度6分50.6秒東経140度5分56.1秒﻿ / ﻿北緯35.114056度 東経140.098917度﻿ /35.114056; 140.098917","12223-8","富津市、君津市、勝浦市、南房総市安房郡：鋸南町夷隅郡：大多喜町","www.city.kamogawa.lg.jp","8000020122238","長谷川孝夫","ナノハナ","松","","","","",""
"鎌ケ谷市","[鎌ケ谷市] 鎌ケ谷市 （かまがやし）は、 千葉県 の北西部に位置する 市 。","https://ja.wikipedia.org/wiki/鎌ケ谷市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度46分36.6秒東経140度0分2.9秒","日本","関東地方","千葉県","21.08km2","109,380人（推計人口、2021年6月1日）","5,189人/km2","〒273-0195千葉県鎌ケ谷市新鎌ケ谷二丁目6番1号北緯35度46分36.6秒東経140度0分2.9秒﻿ / ﻿北緯35.776833度 東経140.000806度﻿ /35.776833; 140.000806","12224-6","柏市、白井市、松戸市、市川市、船橋市","公式ウェブサイト","8000020122246","北村真一（職務代理者）","ナシの花、キキョウ","モクセイ","","","","",""
"君津市","[君津市] 君津市 （きみつし）は、 千葉県 の南部に位置する 市 。","https://ja.wikipedia.org/wiki/君津市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度19分49.9秒東経139度54分8.9秒","日本","関東地方","千葉県","318.81km2","81,155人（推計人口、2021年6月1日）","255人/km2","〒299-1192千葉県君津市久保二丁目13番1号北緯35度19分49.9秒東経139度54分8.9秒﻿ / ﻿北緯35.330528度 東経139.902472度﻿ /35.330528; 139.902472","12225-4","木更津市、富津市、市原市、鴨川市夷隅郡：大多喜町","公式ウェブサイト","8000020122254","石井宏子","ミツバツツジ","キャラボク","","","","",""
"富津市","[富津市] 富津市 （ふっつし）は、 千葉県 の南部に位置する 市 。","https://ja.wikipedia.org/wiki/富津市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度18分14.7秒東経139度51分25.3秒","日本","関東地方","千葉県","205.53km2","42,030人（推計人口、2021年6月1日）","204人/km2","〒293-8506千葉県富津市下飯野2443北緯35度18分14.7秒東経139度51分25.3秒﻿ / ﻿北緯35.304083度 東経139.857028度﻿ /35.304083; 139.857028","12226-2","君津市、鴨川市安房郡：鋸南町※以下、海上を隔てて隣接神奈川県：横須賀市","公式ウェブサイト","8000020122262","高橋恭市","ツツジ","サクラ","","","","",""
"浦安市","[浦安市] 浦安市 （うらやすし）は、 千葉県 の北西部に位置する 市 。 東京ディズニーリゾート のある街としても知られる。","https://ja.wikipedia.org/wiki/浦安市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度39分14.2秒東経139度54分7.8秒","日本","関東地方","千葉県","17.30km2（境界未定部分あり）","169,909人（推計人口、2021年6月1日）","9,821人/km2","〒279-8501千葉県浦安市猫実一丁目1番1号北緯35度39分14.2秒東経139度54分7.8秒﻿ / ﻿北緯35.653944度 東経139.902167度﻿ /35.653944; 139.902167","12227-1","市川市東京都：江戸川区","公式ウェブサイト","7000020122271","内田悦嗣","ツツジ","イチョウ","","舞浜が江戸川区との境界未定","","",""
"四街道市","[四街道市] 四街道市 （よつかいどうし）は、 千葉県 の北部に位置する 市 。","https://ja.wikipedia.org/wiki/四街道市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度40分11.2秒東経140度10分4.6秒","日本","関東地方","千葉県","34.52km2","93,353人（推計人口、2021年6月1日）","2,704人/km2","〒284-8555千葉県四街道市鹿渡無番地北緯35度40分11.2秒東経140度10分4.6秒﻿ / ﻿北緯35.669778度 東経140.167944度﻿ /35.669778; 140.167944","12228-9","千葉市、佐倉市","公式ウェブサイト","6000020122289","佐渡斉","サクラソウ","サクラ","","","","",""
"袖ケ浦市","[袖ケ浦市] 袖ケ浦市 （そでがうらし）は、 千葉県 の中西部に位置する 市 。","https://ja.wikipedia.org/wiki/袖ケ浦市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度25分48秒東経139度57分15.9秒","日本","関東地方","千葉県","94.93km2","64,032人（推計人口、2021年6月1日）","675人/km2","〒299-0292千葉県袖ケ浦市坂戸市場1番地1北緯35度25分48秒東経139度57分15.9秒﻿ / ﻿北緯35.43000度 東経139.954417度﻿ /35.43000; 139.954417","12229-7","市原市、木更津市","公式ウェブサイト","6000020122297","粕谷智浩","ヤマユリ","シイ","","","","",""
"八街市","[八街市] 八街市 （やちまたし）は、 千葉県 の北部に位置する 市 。","https://ja.wikipedia.org/wiki/八街市","日本の地方公共団体一覧","https://ja.wikipedia.org/wiki/日本の地方公共団体一覧","箇条書き,制限あり","北緯35度39分57.2秒東経140度19分4.6秒","日本","関東地方","千葉県","74.94km2","66,017人（推計人口、2021年6月1日）","881人/km2","〒289-1192千葉県八街市八街ほ35-29北緯35度39分57.2秒東経140度19分4.6秒﻿ / ﻿北緯35.665889度 東経140.317944度﻿ /35.665889; 140.317944","12230-1","千葉市、佐倉市、富里市、東金市、山武市、印旛郡：酒々井町","公式ウェブサイト","2000020122301","北村新司","ヒマワリ","キンモクセイ","","","","",""
