"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","所在地","開園","公式サイト","管理運営","位置","面積","事業主体","前身","愛称","閉園","キャッチコピー","来園者数","運営者","テーマ","所有者","分類","外部リンク","住所","開業"
"みろくの里","[みろくの里34広島1987] ツネイシフィールド は、広島県福山市沼隈町中山南の、みろくの里敷地内にある 球技場 。 日本サッカー協会 が 2007年 より推進する「 都道府県フットボールセンター整備助成事業 」の認定を受けて、「広島県フットボールセンター」として整備が行われ、 2013年 7月19日 に開場した   。","https://ja.wikipedia.org/wiki/みろくの里","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯34度25分14.1秒東経133度18分21.4秒","広島県福山市沼隈町中山南26-1","","","","北緯34度25分14.1秒東経133度18分21.4秒﻿ / ﻿北緯34.420583度 東経133.305944度﻿ /34.420583; 133.305944座標:北緯34度25分14.1秒東経133度18分21.4秒﻿ / ﻿北緯34.420583度 東経133.305944度﻿ /34.420583; 133.305944","","","","","","","","","","ツネイシLR","","","",""
"常盤公園 (宇部市)","[ときわ遊園地35山口1958] 常盤公園 （ときわこうえん）は、 山口県 の 宇部市 に所在する 常盤湖 を中心とした 都市公園 （ 総合公園 ）である。公式ホームページなどでは「 ときわ公園 」と表記される。","https://ja.wikipedia.org/wiki/常盤公園_(宇部市)#ときわ遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度56分44.8秒東経131度16分59.1秒","日本山口県宇部市","1925年","公式ホームページ","","","189.4ha","","","","","","","宇部市","","","都市公園（総合公園）","","",""
"秋吉台サファリランド","[秋吉台サファリランド35山口1977] 秋吉台サファリランド （あきよしだいサファリランド）は、 山口県 美祢市 美東町 にある サファリパーク 形式の 動物園 および 遊園地 。","https://ja.wikipedia.org/wiki/秋吉台サファリランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯34度17分04秒東経131度19分58秒","〒754-0302山口県美祢市美東町赤1212","1977年","www.safariland.jp","","北緯34度17分04秒東経131度19分58秒﻿ / ﻿北緯34.28431度 東経131.33289度﻿ /34.28431; 131.33289座標:北緯34度17分04秒東経131度19分58秒﻿ / ﻿北緯34.28431度 東経131.33289度﻿ /34.28431; 131.33289","","","","","","","","","","田中金属株式会社","","","",""
"はい!からっと横丁","[はい!からっと横丁35山口2013] はい!からっと横丁 （はい!からっとよこちょう）は、 山口県 下関市 にある 遊園地 。","https://ja.wikipedia.org/wiki/はい!からっと横丁","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度57分11.1秒東経130度56分28.4秒","〒750-0036山口県下関市あるかぽーと1−40","2013年9月14日","haikarat.com","泉陽興業株式会社","北緯33度57分11.1秒東経130度56分28.4秒﻿ / ﻿北緯33.953083度 東経130.941222度﻿ /33.953083; 130.941222座標:北緯33度57分11.1秒東経130度56分28.4秒﻿ / ﻿北緯33.953083度 東経130.941222度﻿ /33.953083; 130.941222","8,000㎡","泉陽興業株式会社","","","","","","","","","","","",""
"ニューレオマワールド","[ニューレオマワールド37香川2004レオマワールド（2000年閉園）] ニューレオマワールド （ NEW REOMA WORLD ）は、 香川県 丸亀市 綾歌町 にある 遊園地 である。かつては レオマワールド の名称で運営されていた。 2004年 （平成16年）4月11日に現在の名前でリニューアル開園。2010年7月17日二度目の再開園。","https://ja.wikipedia.org/wiki/ニューレオマワールド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯34度12分43.14秒東経133度52分42.35秒","〒761-2493香川県丸亀市綾歌町栗熊西字畦田40-1","開園：1991年4月20日再開園：2004年4月11日再々開園：2010年7月17日","公式ウェブサイト","","北緯34度12分43.14秒東経133度52分42.35秒﻿ / ﻿北緯34.2119833度 東経133.8784306度﻿ /34.2119833; 133.8784306座標:北緯34度12分43.14秒東経133度52分42.35秒﻿ / ﻿北緯34.2119833度 東経133.8784306度﻿ /34.2119833; 133.8784306","69万m2","合同会社香川県観光開発","レオマワールド","","前身閉園：2000年8月","100年先も、この場所に。","160万7000人（2004年度）","","","","","","",""
"とくしまファミリーランド","[とくしまファミリーランド36徳島1998] とくしまファミリーランド （ Tokushima Family Land ）は、 徳島県 徳島市 渋野町 の 徳島市総合動植物公園 にある 遊園地 。","https://ja.wikipedia.org/wiki/とくしまファミリーランド","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","","","","","","","","","","","","","","","","","","","",""
"えひめこどもの城","[えひめこどもの城38愛媛1996] えひめこどもの城 （えひめこどものしろ）は、 愛媛県 松山市 西野町乙108番地1にある愛媛県立の テーマパーク （ 児童厚生施設 ）である。","https://ja.wikipedia.org/wiki/えひめこどもの城","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度45分42.9秒東経132度47分51.4秒","〒791-1135愛媛県松山市西野町乙108-1","","公式サイト","伊予鉄総合企画株式会社（指定管理者）","北緯33度45分42.9秒東経132度47分51.4秒﻿ / ﻿北緯33.761917度 東経132.797611度﻿ /33.761917; 132.797611座標:北緯33度45分42.9秒東経132度47分51.4秒﻿ / ﻿北緯33.761917度 東経132.797611度﻿ /33.761917; 132.797611","","愛媛県","","","","","","","","","","","",""
"海の中道海浜公園","[海の中道海浜公園40福岡1981] 国営海の中道海浜公園 （こくえいうみのなかみちかいひんこうえん）は 福岡県 福岡市 東区 にある 公園 。全国で5番目に設置された 国営公園 である   。","https://ja.wikipedia.org/wiki/海の中道海浜公園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度39分33.2秒東経130度21分12.5秒","日本福岡県福岡市東区大字西戸崎18-25北緯33度39分33.2秒東経130度21分12.5秒﻿ / ﻿北緯33.659222度 東経130.353472度﻿ /33.659222; 130.353472","1981年（昭和56年）10月20日","https://uminaka-park.jp/","","","約260ha","","福岡第一飛行場↓大日本帝国海軍基地↓アメリカ合衆国空軍博多基地","","","","","H28-31国営海の中道海浜公園運営維持管理業務 海の中道海浜公園マネジメント共同企業体","","","国営公園","","",""
"西鉄香椎花園","[かしいかえん40福岡1938旧・香椎チューリップ園] 西鉄香椎花園 （にしてつかしいかえん）は、 福岡県 福岡市 東区 香住ヶ丘 七丁目2番1号に位置する 遊園地 。 西日本鉄道 （西鉄）が運営し、一般には「 かしいかえん シルバニアガーデン 」と表記される。経営計画見直しのため西鉄が閉園を決断し、 2021年 12月30日 をもって閉園となる予定  。","https://ja.wikipedia.org/wiki/西鉄香椎花園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度40分0.8秒東経130度26分5.6秒","〒813-0013福岡県福岡市東区香住ヶ丘七丁目2番1号","1956年4月","https://www.kashiikaen.com/","","北緯33度40分0.8秒東経130度26分5.6秒﻿ / ﻿北緯33.666889度 東経130.434889度﻿ /33.666889; 130.434889座標:北緯33度40分0.8秒東経130度26分5.6秒﻿ / ﻿北緯33.666889度 東経130.434889度﻿ /33.666889; 130.434889","123,400m2","香椎花園（西鉄グループ）","","","2021年12月30日（予定）","花の遊園地","28.7万人（平成27年度実績）","","","","","","",""
"だざいふ遊園地","[だざいふ遊園地40福岡1957] だざいふ遊園地 （だざいふゆうえんち）は、 福岡県 太宰府市 宰府4丁目7番8号に位置する 遊園地 。","https://ja.wikipedia.org/wiki/だざいふ遊園地","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度31分16.1秒 東経130度32分12.5秒","〒818-0117福岡県太宰府市宰府4-7-8","1957年","http://www.dazaifuyuuenchi.com/","株式会社太宰府園","","","株式会社太宰府園","だざいふえん","","","","","","","","","","",""
"メルヘン村","[メルヘン村41佐賀1992] 森の遊園地 メルヘン村 （もりのゆうえんち めるへんむら）は、 佐賀県 武雄市 にある、幼児向けの 遊園地 と 動物園 が併設されたテーマパークである。","https://ja.wikipedia.org/wiki/メルヘン村","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度7分52.0秒東経129度58分25.6秒","〒843-0232佐賀県武雄市西川登町神六20040","1992年8月","http://www.marchen-mura.jp/","株式会社マール","北緯33度7分52.0秒東経129度58分25.6秒﻿ / ﻿北緯33.131111度 東経129.973778度﻿ /33.131111; 129.973778座標:北緯33度7分52.0秒東経129度58分25.6秒﻿ / ﻿北緯33.131111度 東経129.973778度﻿ /33.131111; 129.973778","","株式会社グラッパ","","メルヘン村","","楽しメルヘン","80,000人","","メルヘン、リス","","","","",""
"ハウステンボス","[ハウステンボス42長崎1992] 「ハウステンボス」（ Huis Ten Bosch ）は、 オランダ語 で「森の家」。「Huis」が「家」、「Ten」が「の」あるいは「〜にある」、「Bosch」が「森」である。 オランダ の ベアトリクス王女 が住む宮殿の一つ、 ハウステンボス宮殿 （Paleis Huis ten Bosch）を 再現 した事から名付けられた。オランダ語の慣用例に基づいた「Huis Ten Bosch」のカナ転写は「ハウス・テン・ボス」である  。現代のオランダ語では「bosch」という言葉は「bos」として書かれ、「ten」という場所を示す文法的な表現 (te + den) はもう使われていない。","https://ja.wikipedia.org/wiki/ハウステンボス","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度05分09.37秒東経129度47分23.58秒","〒859-3243長崎県佐世保市ハウステンボス町1-1","1992年3月25日","http://www.huistenbosch.co.jp/","","北緯33度05分09.37秒東経129度47分23.58秒﻿ / ﻿北緯33.0859361度 東経129.7898833度﻿ /33.0859361; 129.7898833座標:北緯33度05分09.37秒東経129度47分23.58秒﻿ / ﻿北緯33.0859361度 東経129.7898833度﻿ /33.0859361; 129.7898833","152万m2","ハウステンボス株式会社","長崎オランダ村","HTB/テンボス","","","272万人（2018年9月期）","","中世オランダ","","","","",""
"熊本市動植物園","[熊本市動植物園43熊本?] 熊本市動植物園 （くまもとしどうしょくぶつえん）は、熊本県熊本市東区健軍にある、熊本市営の 動物園 ・ 植物園 。 遊園地 を併設している。","https://ja.wikipedia.org/wiki/熊本市動植物園","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯32度46分28.5秒東経130度44分52.0秒","〒862-0911熊本県熊本市東区健軍5丁目14-2","1929年7月","http://www.ezooko.jp/","熊本市","北緯32度46分28.5秒東経130度44分52.0秒﻿ / ﻿北緯32.774583度 東経130.747778度﻿ /32.774583; 130.747778座標:北緯32度46分28.5秒東経130度44分52.0秒﻿ / ﻿北緯32.774583度 東経130.747778度﻿ /32.774583; 130.747778","","","","","","","","","","熊本市","","","",""
"グリーンランド (遊園地)","[グリーンランド43熊本1966旧・三井グリーンランド] グリーンランド は、 熊本県 荒尾市 にある 九州 最大級の 遊園地 である。","https://ja.wikipedia.org/wiki/グリーンランド_(遊園地)","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯32度59分15秒東経130度27分52秒","〒864-0033熊本県荒尾市緑ケ丘","1966年","https://www.greenland.co.jp/park/","グリーンランドリゾート株式会社","北緯32度59分15秒東経130度27分52秒﻿ / ﻿北緯32.98750度 東経130.46444度﻿ /32.98750; 130.46444座標:北緯32度59分15秒東経130度27分52秒﻿ / ﻿北緯32.98750度 東経130.46444度﻿ /32.98750; 130.46444","60万平方メートル","グリーンランドリゾート株式会社","三井グリーンランド","グリーンランド","","ココロを「みどり」でいっぱいに","","","","","","","",""
"城島高原パーク","[城島高原パーク44大分1967旧・キジマモートピアランド、旧・城島後楽園ゆうえんち、旧・セントレジャー城島高原パーク] 城島高原パーク （きじまこうげんパーク）は、 大分県 別府市 の 城島高原 にある 遊園地 である。 1967年 3月に「キジマモートピアランド」として開業し  、 2012年 5月1日 に現名称になった。 1992年 に日本で初めて導入された木製 コースター の「 ジュピター 」が有名。","https://ja.wikipedia.org/wiki/城島高原パーク","遊園地","https://ja.wikipedia.org/wiki/遊園地","表形式","北緯33度15分53秒東経131度25分36.1秒","〒874-8666大分県別府市城島高原123番地","1967年3月","http://www.kijimakogen-park.jp/","株式会社城島高原オペレーションズ","北緯33度15分53秒東経131度25分36.1秒﻿ / ﻿北緯33.26472度 東経131.426694度﻿ /33.26472; 131.426694座標:北緯33度15分53秒東経131度25分36.1秒﻿ / ﻿北緯33.26472度 東経131.426694度﻿ /33.26472; 131.426694","25ha","株式会社城島高原オペレーションズ","キジマモートピアランド城島高原ファミリーパーク城島後楽園ゆうえんちセントレジャー城島高原パーク","城島","","","","","","","","","",""
